ts_code,trade_date,open,high,low,close,vol,amount
000543.SZ,20260108,8.36,8.52,8.28,8.29,380531.09,319186.974
000543.SZ,20260107,8.13,8.45,8.08,8.36,610904.93,507799.736
000543.SZ,20260106,8.12,8.22,8.09,8.16,356369.2,290816.681
000543.SZ,20260105,8.13,8.2,8.02,8.12,476564.89,385501.481
000543.SZ,20251231,8.06,8.07,7.91,7.95,376967.09,301251.379
000543.SZ,20251230,8.24,8.32,8.0,8.02,634726.43,515292.212
000543.SZ,20251229,8.69,8.69,8.18,8.25,869259.8,725471.068
000543.SZ,20251226,8.69,8.89,8.67,8.82,325946.05,286451.542
000543.SZ,20251225,8.71,8.8,8.67,8.7,279059.11,243677.884
000543.SZ,20251224,8.67,8.74,8.55,8.71,411944.79,356451.276
000543.SZ,20251223,8.5,8.96,8.49,8.74,874058.5,764882.308
000543.SZ,20251222,8.23,8.47,8.23,8.38,481592.6,402893.22
000543.SZ,20251219,8.18,8.24,8.16,8.21,192733.26,158110.613
000543.SZ,20251218,8.11,8.24,8.08,8.17,262904.33,214448.715
000543.SZ,20251217,8.1,8.17,8.01,8.15,211427.46,171268.942
000543.SZ,20251216,8.23,8.24,8.05,8.08,360656.5,293200.734
000543.SZ,20251215,8.3,8.42,8.23,8.24,403426.05,334082.651
000543.SZ,20251212,8.19,8.37,8.19,8.29,496674.43,412707.661
000543.SZ,20251211,8.2,8.3,8.19,8.21,275618.2,227219.442
000543.SZ,20251210,8.15,8.27,8.15,8.2,213942.74,175392.682
000543.SZ,20251209,8.18,8.27,8.15,8.16,216543.06,177845.825
000543.SZ,20251208,8.29,8.32,8.1,8.16,345203.81,282107.355
000543.SZ,20251205,8.18,8.32,8.17,8.29,276908.31,228905.471
000543.SZ,20251204,8.24,8.24,8.15,8.2,207298.97,169642.018
000543.SZ,20251203,8.17,8.27,8.15,8.23,275507.04,226784.634
000543.SZ,20251202,8.1,8.17,8.06,8.15,234899.79,190894.344
000543.SZ,20251201,7.99,8.12,7.97,8.09,320583.73,258687.544
000543.SZ,20251128,7.98,8.03,7.91,7.99,198737.3,158395.633
000543.SZ,20251127,7.86,8.05,7.84,7.97,315224.85,251049.725
000543.SZ,20251126,7.81,7.91,7.79,7.85,252808.15,198742.669
000543.SZ,20251125,7.82,7.83,7.76,7.79,216483.64,168890.612
000543.SZ,20251124,7.81,7.86,7.76,7.78,252316.99,196928.368
000543.SZ,20251121,7.88,7.92,7.76,7.76,333814.83,261580.075
000543.SZ,20251120,7.96,8.03,7.94,7.95,250405.94,199857.255
000543.SZ,20251119,7.89,7.96,7.88,7.94,259455.99,205790.325
000543.SZ,20251118,8.0,8.03,7.86,7.89,253223.99,200409.519
000543.SZ,20251117,8.08,8.09,7.91,8.01,331027.01,264214.638
000543.SZ,20251114,8.21,8.23,8.08,8.09,326306.15,265685.422
000543.SZ,20251113,8.23,8.26,8.16,8.23,316960.32,260019.133
000543.SZ,20251112,8.32,8.32,8.18,8.23,295254.43,243256.167
000543.SZ,20251111,8.36,8.37,8.26,8.29,319815.99,265603.257
000543.SZ,20251110,8.37,8.4,8.29,8.34,328309.32,274183.442
000543.SZ,20251107,8.39,8.53,8.35,8.36,443160.64,373354.059
000543.SZ,20251106,8.31,8.49,8.31,8.43,545576.82,460219.573
000543.SZ,20251105,8.21,8.36,8.14,8.28,422970.37,349707.134
000543.SZ,20251104,8.29,8.4,8.2,8.26,450907.92,374562.168
000543.SZ,20251103,8.2,8.37,8.2,8.3,589062.63,488384.58
000543.SZ,20251031,8.5,8.54,8.18,8.19,748783.82,619013.733
000543.SZ,20251030,8.61,8.65,8.46,8.47,701898.92,599252.873
000543.SZ,20251029,8.61,8.75,8.51,8.67,835448.31,721922.35
000543.SZ,20251028,8.74,8.85,8.54,8.57,1673886.24,1452698.871
000543.SZ,20251027,8.2,8.65,8.17,8.65,1026804.4,869531.262
000543.SZ,20251024,7.86,7.89,7.75,7.86,390919.0,305655.104
000543.SZ,20251023,7.71,7.87,7.68,7.86,395543.99,308232.233
000543.SZ,20251022,7.78,7.82,7.69,7.7,300193.53,232267.438
000543.SZ,20251021,7.68,7.82,7.65,7.81,446056.57,346627.437
000543.SZ,20251020,7.75,7.78,7.57,7.7,459200.3,350980.485
000543.SZ,20251017,7.76,7.86,7.68,7.71,429839.95,333918.946
000543.SZ,20251016,7.83,7.84,7.69,7.77,482236.73,373738.932
000543.SZ,20251015,7.9,8.01,7.76,7.84,684601.44,537311.082
