ts_code,trade_date,up_limit,down_limit
600930.SH,20251118,7.13,5.83
600929.SH,20251118,6.95,5.69
600928.SH,20251118,4.47,3.65
600927.SH,20251118,16.8,13.74
600926.SH,20251118,16.85,13.79
600925.SH,20251118,5.49,4.49
600919.SH,20251118,11.91,9.75
600918.SH,20251118,7.5,6.14
600917.SH,20251118,6.91,5.65
600916.SH,20251118,9.1,7.44
600909.SH,20251118,7.29,5.97
600908.SH,20251118,6.79,5.55
600906.SH,20251118,7.85,6.43
600905.SH,20251118,4.71,3.85
600903.SH,20251118,8.02,6.56
600901.SH,20251118,6.95,5.69
600900.SH,20251118,30.98,25.34
600897.SH,20251118,19.95,16.33
600895.SH,20251118,42.9,35.1
600894.SH,20251118,10.58,8.66
600893.SH,20251118,41.28,33.78
600892.SH,20251118,4.05,3.67
600889.SH,20251118,16.79,13.73
600888.SH,20251118,9.39,7.69
600887.SH,20251118,31.43,25.71
600886.SH,20251118,15.18,12.42
600885.SH,20251118,34.4,28.14
600884.SH,20251118,15.03,12.29
600883.SH,20251118,9.88,8.08
600882.SH,20251118,28.84,23.6
600881.SH,20251118,2.38,1.94
600880.SH,20251118,5.7,4.66
600879.SH,20251118,12.06,9.86
600877.SH,20251118,17.09,13.99
600876.SH,20251118,12.54,10.26
600875.SH,20251118,24.55,20.09
600874.SH,20251118,7.16,5.86
600873.SH,20251118,11.98,9.8
600872.SH,20251118,20.52,16.79
600871.SH,20251118,2.84,2.32
600869.SH,20251118,7.99,6.53
600868.SH,20251118,3.65,2.99
600867.SH,20251118,9.92,8.12
600866.SH,20251118,7.9,6.46
600865.SH,20251118,10.65,8.71
600864.SH,20251118,7.87,6.44
600863.SH,20251118,4.93,4.03
600862.SH,20251118,24.59,20.12
600861.SH,20251118,20.74,16.97
600860.SH,20251118,14.78,12.1
600859.SH,20251118,16.7,13.66
600858.SH,20251118,6.59,5.39
600857.SH,20251118,18.33,14.99
600855.SH,20251118,16.84,13.78
600854.SH,20251118,6.26,5.12
600853.SH,20251118,4.92,4.02
600851.SH,20251118,7.77,6.35
600850.SH,20251118,28.86,23.62
600848.SH,20251118,14.66,12.0
600847.SH,20251118,14.59,11.93
600846.SH,20251118,17.0,13.91
600845.SH,20251118,25.16,20.58
600844.SH,20251118,3.86,3.16
600843.SH,20251118,12.69,10.39
600841.SH,20251118,7.04,5.76
600839.SH,20251118,11.07,9.05
600838.SH,20251118,10.05,8.23
600835.SH,20251118,28.81,23.57
600834.SH,20251118,9.79,8.01
600833.SH,20251118,16.1,13.18
600831.SH,20251118,5.84,4.78
600830.SH,20251118,11.15,9.13
600829.SH,20251118,18.3,14.98
600828.SH,20251118,4.93,4.03
600827.SH,20251118,10.11,8.27
600826.SH,20251118,12.28,10.04
600825.SH,20251118,7.68,6.28
600824.SH,20251118,5.07,4.15
600822.SH,20251118,12.51,10.23
600821.SH,20251118,6.2,5.08
600820.SH,20251118,7.24,5.92
600819.SH,20251118,10.1,8.26
600818.SH,20251118,12.42,10.16
600817.SH,20251118,12.91,10.57
600816.SH,20251118,3.34,2.74
600815.SH,20251118,5.04,4.12
600814.SH,20251118,8.56,7.0
600812.SH,20251118,6.77,5.54
600810.SH,20251118,11.46,9.38
600809.SH,20251118,218.89,179.09
600808.SH,20251118,4.76,3.9
600807.SH,20251118,4.24,3.47
600805.SH,20251118,6.31,5.17
600803.SH,20251118,22.32,18.26
600802.SH,20251118,9.35,7.65
600801.SH,20251118,24.78,20.28
600800.SH,20251118,4.58,3.74
600798.SH,20251118,4.6,3.76
600797.SH,20251118,11.7,9.58
600796.SH,20251118,7.37,6.03
600795.SH,20251118,5.87,4.81
600794.SH,20251118,4.7,3.84
600793.SH,20251118,25.18,20.6
600792.SH,20251118,6.28,5.14
600791.SH,20251118,6.39,5.23
600790.SH,20251118,4.44,3.64
600789.SH,20251118,11.61,9.5
600787.SH,20251118,6.67,5.45
600785.SH,20251118,15.42,12.62
600784.SH,20251118,7.58,6.2
600783.SH,20251118,16.82,13.76
600782.SH,20251118,4.72,3.86
600780.SH,20251118,6.79,5.55
600779.SH,20251118,46.43,37.99
600778.SH,20251118,7.95,6.51
600777.SH,20251118,4.22,3.82
600776.SH,20251118,14.86,12.16
600775.SH,20251118,12.57,10.29
600774.SH,20251118,11.33,9.27
600773.SH,20251118,15.68,12.83
600771.SH,20251118,21.69,17.75
600770.SH,20251118,6.28,5.14
600769.SH,20251118,15.07,12.33
600768.SH,20251118,15.14,12.38
600765.SH,20251118,18.37,15.03
600764.SH,20251118,33.66,27.54
600763.SH,20251118,48.53,39.71
600761.SH,20251118,21.89,17.91
600760.SH,20251118,66.29,54.23
600759.SH,20251118,3.28,2.68
600758.SH,20251118,5.01,4.1
600757.SH,20251118,9.81,8.03
600756.SH,20251118,21.66,17.72
600755.SH,20251118,7.63,6.25
600754.SH,20251118,28.63,23.43
600753.SH,20251118,8.82,7.98
600751.SH,20251118,5.34,4.37
600750.SH,20251118,24.11,19.73
600749.SH,20251118,20.19,16.52
600748.SH,20251118,7.23,5.91
600746.SH,20251118,8.42,6.89
600745.SH,20251118,48.29,39.51
600744.SH,20251118,7.22,5.9
600743.SH,20251118,2.55,2.09
600742.SH,20251118,11.08,9.06
600741.SH,20251118,22.24,18.2
600740.SH,20251118,5.05,4.13
600739.SH,20251118,13.9,11.38
600738.SH,20251118,6.24,5.1
600737.SH,20251118,19.82,16.22
600736.SH,20251118,6.74,5.52
600735.SH,20251118,6.68,6.04
600734.SH,20251118,4.44,3.64
600733.SH,20251118,8.75,7.16
600732.SH,20251118,16.85,13.79
600731.SH,20251118,8.59,7.03
600730.SH,20251118,11.13,9.11
600729.SH,20251118,29.88,24.44
600728.SH,20251118,7.22,5.9
600727.SH,20251118,8.65,7.07
600726.SH,20251118,2.98,2.44
600725.SH,20251118,4.47,3.65
600724.SH,20251118,6.13,5.01
600722.SH,20251118,7.43,6.08
600721.SH,20251118,11.77,9.63
600720.SH,20251118,8.48,6.94
600719.SH,20251118,7.3,5.98
600718.SH,20251118,11.34,9.28
600717.SH,20251118,5.35,4.37
600716.SH,20251118,4.73,3.87
600715.SH,20251118,2.93,2.39
600714.SH,20251118,15.06,12.32
600713.SH,20251118,5.79,4.73
600712.SH,20251118,8.31,6.8
600711.SH,20251118,14.2,11.62
600710.SH,20251118,11.68,9.56
600708.SH,20251118,4.33,3.55
600707.SH,20251118,6.51,5.33
600706.SH,20251118,12.29,10.05
600704.SH,20251118,6.2,5.08
600703.SH,20251118,15.08,12.34
600702.SH,20251118,71.7,58.66
600699.SH,20251118,29.65,24.26
600698.SH,20251118,11.39,9.32
600697.SH,20251118,15.74,12.88
600696.SH,20251118,6.11,5.53
600694.SH,20251118,20.23,16.55
600693.SH,20251118,12.87,10.53
600692.SH,20251118,9.6,7.86
600691.SH,20251118,3.89,3.19
600690.SH,20251118,29.23,23.91
600689.SH,20251118,16.32,13.36
600688.SH,20251118,3.17,2.59
600686.SH,20251118,17.41,14.25
600685.SH,20251118,30.03,24.57
600684.SH,20251118,5.23,4.28
600683.SH,20251118,6.03,4.93
600682.SH,20251118,9.64,7.88
600681.SH,20251118,5.62,4.6
600679.SH,20251118,15.65,12.81
600678.SH,20251118,11.44,9.36
600676.SH,20251118,6.88,5.63
600675.SH,20251118,3.4,2.78
600674.SH,20251118,15.99,13.09
600673.SH,20251118,23.02,18.84
600671.SH,20251118,20.38,16.68
600668.SH,20251118,13.06,10.68
600667.SH,20251118,9.68,7.92
600666.SH,20251118,4.06,3.32
600665.SH,20251118,4.19,3.43
600664.SH,20251118,4.21,3.45
600663.SH,20251118,9.53,7.79
600662.SH,20251118,6.0,4.91
600661.SH,20251118,12.0,9.82
600660.SH,20251118,72.38,59.22
600658.SH,20251118,6.46,5.28
600657.SH,20251118,4.26,3.48
600655.SH,20251118,6.17,5.05
600654.SH,20251118,4.73,3.87
600653.SH,20251118,2.43,1.99
600651.SH,20251118,8.91,7.29
600650.SH,20251118,16.45,13.46
600649.SH,20251118,5.25,4.29
600648.SH,20251118,12.32,10.08
600645.SH,20251118,30.34,24.82
600644.SH,20251118,12.49,10.22
600643.SH,20251118,6.37,5.21
600642.SH,20251118,9.11,7.45
600641.SH,20251118,18.67,15.27
600640.SH,20251118,14.53,11.89
600639.SH,20251118,12.2,9.98
600638.SH,20251118,7.11,5.81
600637.SH,20251118,11.1,9.08
600636.SH,20251118,9.27,8.39
600635.SH,20251118,7.54,6.17
600633.SH,20251118,14.69,12.02
600630.SH,20251118,10.71,8.77
600629.SH,20251118,23.41,19.15
600628.SH,20251118,8.68,7.1
600626.SH,20251118,5.4,4.42
600624.SH,20251118,6.38,5.78
600623.SH,20251118,9.08,7.43
600622.SH,20251118,3.53,2.89
600621.SH,20251118,17.61,14.41
600620.SH,20251118,7.3,5.98
600619.SH,20251118,21.33,17.45
600618.SH,20251118,14.75,12.07
600617.SH,20251118,4.7,3.84
600616.SH,20251118,6.51,5.33
600615.SH,20251118,13.64,11.16
600613.SH,20251118,7.58,6.2
600612.SH,20251118,50.3,41.16
600611.SH,20251118,6.34,5.18
600610.SH,20251118,13.51,11.05
600609.SH,20251118,5.56,4.55
600608.SH,20251118,4.87,4.41
600606.SH,20251118,2.09,1.71
600605.SH,20251118,31.43,25.71
600604.SH,20251118,6.69,5.47
600603.SH,20251118,8.25,6.75
600602.SH,20251118,21.0,17.18
600601.SH,20251118,11.92,9.76
600600.SH,20251118,72.29,59.15
600599.SH,20251118,10.82,9.79
600598.SH,20251118,16.34,13.37
600597.SH,20251118,9.58,7.84
600596.SH,20251118,13.72,11.22
600595.SH,20251118,7.1,5.81
600594.SH,20251118,4.94,4.04
600593.SH,20251118,58.4,47.78
600592.SH,20251118,26.21,21.45
600590.SH,20251118,10.37,8.49
600589.SH,20251118,8.12,6.64
600588.SH,20251118,16.13,13.19
600587.SH,20251118,16.86,13.8
600586.SH,20251118,7.17,5.87
600585.SH,20251118,25.65,20.99
600584.SH,20251118,40.79,33.37
600583.SH,20251118,6.34,5.18
600582.SH,20251118,6.73,5.51
600581.SH,20251118,4.32,3.54
600580.SH,20251118,45.85,37.51
600579.SH,20251118,10.68,8.74
600578.SH,20251118,5.13,4.19
600577.SH,20251118,12.27,10.04
600576.SH,20251118,8.38,6.86
600575.SH,20251118,4.17,3.41
600573.SH,20251118,13.7,11.21
600572.SH,20251118,5.2,4.26
600571.SH,20251118,17.96,14.7
600570.SH,20251118,31.88,26.08
600569.SH,20251118,2.98,2.44
600568.SH,20251118,2.52,2.28
600567.SH,20251118,2.06,1.68
600566.SH,20251118,30.73,25.15
600563.SH,20251118,127.22,104.09
600562.SH,20251118,29.95,24.51
600561.SH,20251118,8.43,6.89
600560.SH,20251118,19.78,16.18
600559.SH,20251118,18.61,15.23
600558.SH,20251118,6.51,5.33
600557.SH,20251118,17.52,14.34
600556.SH,20251118,8.03,6.57
600552.SH,20251118,13.1,10.72
600551.SH,20251118,9.9,8.1
600550.SH,20251118,12.4,10.14
600549.SH,20251118,37.36,30.56
600548.SH,20251118,11.08,9.06
600547.SH,20251118,38.63,31.61
600546.SH,20251118,12.6,10.31
600545.SH,20251118,3.38,2.76
600543.SH,20251118,7.36,6.02
600540.SH,20251118,5.68,4.64
600539.SH,20251118,12.91,10.57
600538.SH,20251118,6.57,5.37
600537.SH,20251118,5.2,4.26
600536.SH,20251118,54.16,44.32
600535.SH,20251118,17.0,13.91
600533.SH,20251118,3.33,2.73
600531.SH,20251118,12.8,10.48
600530.SH,20251118,8.48,6.94
600529.SH,20251118,23.33,19.09
600528.SH,20251118,9.22,7.54
600527.SH,20251118,2.71,2.21
600526.SH,20251118,6.49,5.31
600525.SH,20251118,3.99,3.61
600523.SH,20251118,15.9,13.01
600522.SH,20251118,17.99,14.72
600521.SH,20251118,20.43,16.71
600520.SH,20251118,29.79,24.37
600519.SH,20251118,1618.1,1323.9
600518.SH,20251118,2.33,1.91
600517.SH,20251118,7.13,5.83
600516.SH,20251118,7.02,5.74
600515.SH,20251118,5.92,4.84
600513.SH,20251118,25.08,20.52
600512.SH,20251118,2.96,2.42
600511.SH,20251118,32.87,26.89
600510.SH,20251118,10.34,8.46
600509.SH,20251118,9.13,7.47
600508.SH,20251118,14.99,12.27
600507.SH,20251118,6.88,5.63
600506.SH,20251118,37.87,30.99
600505.SH,20251118,15.09,12.35
600503.SH,20251118,3.65,2.99
600502.SH,20251118,5.35,4.37
600501.SH,20251118,23.5,19.22
600500.SH,20251118,4.84,3.96
600499.SH,20251118,15.19,12.43
600498.SH,20251118,25.43,20.81
600497.SH,20251118,7.3,5.98
600496.SH,20251118,4.72,3.86
600495.SH,20251118,5.84,4.78
600493.SH,20251118,8.79,7.19
600491.SH,20251118,3.67,3.01
600490.SH,20251118,8.62,7.06
600489.SH,20251118,23.82,19.49
600488.SH,20251118,4.93,4.03
600487.SH,20251118,22.14,18.12
600486.SH,20251118,74.68,61.1
600483.SH,20251118,11.45,9.37
600482.SH,20251118,22.64,18.52
600481.SH,20251118,7.29,5.97
600480.SH,20251118,13.1,10.72
600479.SH,20251118,11.95,9.77
600478.SH,20251118,8.58,7.02
600477.SH,20251118,3.33,2.73
600476.SH,20251118,19.24,15.74
600475.SH,20251118,19.56,16.0
600470.SH,20251118,7.76,6.35
600469.SH,20251118,7.83,6.41
600468.SH,20251118,7.66,6.26
600467.SH,20251118,3.06,2.5
600463.SH,20251118,13.35,10.93
600461.SH,20251118,10.41,8.51
600460.SH,20251118,31.26,25.58
600459.SH,20251118,19.91,16.29
600458.SH,20251118,14.84,12.14
600456.SH,20251118,36.26,29.66
600455.SH,20251118,31.43,25.71
600452.SH,20251118,10.6,8.68
600449.SH,20251118,14.98,12.26
600448.SH,20251118,4.13,3.38
600446.SH,20251118,17.53,14.35
600444.SH,20251118,21.88,17.9
600439.SH,20251118,3.53,2.89
600438.SH,20251118,27.74,22.7
600436.SH,20251118,196.88,161.08
600435.SH,20251118,15.55,12.73
600433.SH,20251118,3.8,3.11
600429.SH,20251118,6.6,5.4
600428.SH,20251118,7.85,6.43
600426.SH,20251118,31.87,26.07
600425.SH,20251118,5.25,4.29
600423.SH,20251118,4.97,4.07
600422.SH,20251118,15.02,12.29
600421.SH,20251118,7.92,7.16
600420.SH,20251118,11.62,9.5
600419.SH,20251118,11.32,9.26
600418.SH,20251118,54.58,44.66
600416.SH,20251118,15.91,13.01
600415.SH,20251118,18.28,14.96
600410.SH,20251118,21.36,17.48
600409.SH,20251118,7.46,6.1
600408.SH,20251118,7.58,6.2
600406.SH,20251118,26.06,21.32
600405.SH,20251118,6.42,5.26
600403.SH,20251118,12.27,10.04
600400.SH,20251118,3.14,2.57
600399.SH,20251118,6.16,5.04
600398.SH,20251118,6.95,5.69
600397.SH,20251118,7.63,6.25
600396.SH,20251118,3.64,2.98
600395.SH,20251118,5.74,4.7
600392.SH,20251118,23.33,19.09
600391.SH,20251118,30.84,25.24
600390.SH,20251118,6.5,5.32
600389.SH,20251118,25.2,20.62
600388.SH,20251118,17.71,14.49
600386.SH,20251118,5.59,4.57
600383.SH,20251118,4.38,3.58
600382.SH,20251118,7.93,6.49
600381.SH,20251118,4.91,4.45
600380.SH,20251118,13.67,11.19
600379.SH,20251118,13.97,11.43
600378.SH,20251118,35.63,29.15
600377.SH,20251118,14.86,12.16
600376.SH,20251118,7.27,5.95
600375.SH,20251118,7.54,6.17
600373.SH,20251118,12.49,10.22
600372.SH,20251118,13.72,11.22
600371.SH,20251118,10.49,8.59
600370.SH,20251118,3.06,2.5
600369.SH,20251118,5.14,4.2
600368.SH,20251118,4.81,3.93
600367.SH,20251118,20.66,16.9
600366.SH,20251118,14.7,12.02
600365.SH,20251118,3.61,3.27
600363.SH,20251118,65.3,53.42
600362.SH,20251118,41.61,34.05
600361.SH,20251118,5.15,4.21
600360.SH,20251118,8.58,7.76
600359.SH,20251118,8.13,6.65
600358.SH,20251118,6.45,5.83
600356.SH,20251118,10.46,8.56
600355.SH,20251118,3.41,3.09
600354.SH,20251118,7.33,5.99
600353.SH,20251118,16.69,13.65
600352.SH,20251118,12.28,10.04
600351.SH,20251118,7.56,6.18
600350.SH,20251118,10.23,8.37
600348.SH,20251118,9.3,7.61
600346.SH,20251118,22.43,18.35
600345.SH,20251118,27.07,22.15
600343.SH,20251118,18.65,15.26
600340.SH,20251118,3.31,2.71
600339.SH,20251118,4.05,3.31
600338.SH,20251118,18.3,14.98
600337.SH,20251118,2.83,2.31
600336.SH,20251118,8.59,7.03
600335.SH,20251118,7.06,5.78
600333.SH,20251118,8.8,7.2
600332.SH,20251118,29.35,24.01
600331.SH,20251118,12.02,9.84
600330.SH,20251118,10.8,8.84
600329.SH,20251118,52.01,42.55
600328.SH,20251118,9.79,8.01
600327.SH,20251118,6.75,5.53
600326.SH,20251118,13.53,11.07
600325.SH,20251118,5.54,4.54
600323.SH,20251118,33.88,27.72
600322.SH,20251118,3.06,2.5
600320.SH,20251118,5.34,4.37
600319.SH,20251118,9.79,8.01
600318.SH,20251118,10.24,8.38
600316.SH,20251118,37.58,30.74
600315.SH,20251118,26.41,21.61
600313.SH,20251118,7.36,6.02
600312.SH,20251118,19.78,16.18
600310.SH,20251118,4.52,3.7
600309.SH,20251118,73.02,59.74
600308.SH,20251118,4.8,3.92
600307.SH,20251118,1.99,1.63
600305.SH,20251118,9.12,7.46
600303.SH,20251118,4.39,3.59
600302.SH,20251118,11.58,9.48
600301.SH,20251118,39.36,32.2
600300.SH,20251118,4.04,3.3
600299.SH,20251118,10.65,8.71
600298.SH,20251118,44.36,36.3
600295.SH,20251118,12.89,10.55
600293.SH,20251118,3.8,3.11
600292.SH,20251118,15.1,12.36
600289.SH,20251118,6.6,5.98
600288.SH,20251118,16.95,13.87
600287.SH,20251118,6.58,5.38
600285.SH,20251118,24.42,19.98
600284.SH,20251118,8.69,7.11
600283.SH,20251118,10.69,8.75
600282.SH,20251118,6.23,5.09
600281.SH,20251118,7.07,5.79
600280.SH,20251118,3.92,3.2
600279.SH,20251118,6.18,5.06
600278.SH,20251118,9.22,7.54
600276.SH,20251118,67.98,55.62
600273.SH,20251118,9.75,7.97
600272.SH,20251118,16.31,13.35
600271.SH,20251118,9.66,7.9
600269.SH,20251118,6.02,4.92
600268.SH,20251118,12.66,10.36
600267.SH,20251118,12.27,10.04
600266.SH,20251118,5.53,4.53
600265.SH,20251118,23.49,21.25
600262.SH,20251118,29.26,23.94
600261.SH,20251118,4.04,3.3
600259.SH,20251118,58.0,47.46
600258.SH,20251118,17.42,14.26
600257.SH,20251118,7.02,5.74
600256.SH,20251118,5.96,4.88
600255.SH,20251118,4.25,3.47
600252.SH,20251118,3.2,2.62
600251.SH,20251118,10.01,8.19
600250.SH,20251118,12.1,9.9
600249.SH,20251118,7.54,6.17
600248.SH,20251118,4.22,3.46
600246.SH,20251118,13.66,11.18
600243.SH,20251118,5.33,4.83
600241.SH,20251118,10.86,8.88
600239.SH,20251118,3.1,2.54
600238.SH,20251118,7.33,6.63
600237.SH,20251118,8.99,7.35
600236.SH,20251118,7.88,6.44
600235.SH,20251118,7.98,6.53
600234.SH,20251118,13.1,10.72
600233.SH,20251118,17.7,14.48
600232.SH,20251118,8.32,6.8
600231.SH,20251118,2.83,2.31
600230.SH,20251118,14.81,12.11
600229.SH,20251118,7.73,6.33
600228.SH,20251118,7.52,6.8
600227.SH,20251118,2.99,2.45
600226.SH,20251118,4.96,4.06
600223.SH,20251118,8.82,7.22
600222.SH,20251118,8.65,7.07
600221.SH,20251118,2.06,1.68
600219.SH,20251118,5.63,4.61
600218.SH,20251118,11.97,9.79
600217.SH,20251118,4.86,3.98
600216.SH,20251118,15.9,13.01
600215.SH,20251118,8.22,6.72
600212.SH,20251118,9.7,7.94
600211.SH,20251118,50.83,41.59
600210.SH,20251118,8.5,6.96
600208.SH,20251118,4.65,3.81
600207.SH,20251118,6.59,5.39
600206.SH,20251118,22.76,18.62
600203.SH,20251118,17.29,14.15
600202.SH,20251118,7.27,5.95
600201.SH,20251118,13.23,10.83
600200.SH,20251118,1.03,0.93
600199.SH,20251118,11.65,9.53
600198.SH,20251118,9.13,7.47
600197.SH,20251118,16.35,13.37
600196.SH,20251118,31.0,25.36
600195.SH,20251118,8.73,7.15
600193.SH,20251118,4.43,4.01
600192.SH,20251118,11.19,9.15
600191.SH,20251118,10.52,8.6
600189.SH,20251118,8.42,6.89
600188.SH,20251118,16.34,13.37
600187.SH,20251118,3.22,2.64
600186.SH,20251118,6.5,5.32
600185.SH,20251118,8.45,6.91
600184.SH,20251118,19.14,15.66
600183.SH,20251118,62.37,51.03
600182.SH,20251118,16.7,15.11
600180.SH,20251118,5.39,4.41
600179.SH,20251118,5.29,4.33
600178.SH,20251118,14.06,11.5
600177.SH,20251118,8.46,6.92
600176.SH,20251118,17.18,14.06
600173.SH,20251118,9.11,7.45
600172.SH,20251118,7.52,6.16
600171.SH,20251118,35.38,28.94
600170.SH,20251118,3.27,2.67
600169.SH,20251118,2.6,2.36
600168.SH,20251118,6.12,5.0
600167.SH,20251118,10.45,8.55
600166.SH,20251118,3.25,2.66
600165.SH,20251118,4.31,3.9
600163.SH,20251118,6.57,5.37
600162.SH,20251118,2.63,2.15
600161.SH,20251118,20.17,16.51
600160.SH,20251118,38.72,31.68
600159.SH,20251118,3.76,3.08
600158.SH,20251118,9.99,8.17
600157.SH,20251118,1.97,1.61
600156.SH,20251118,11.1,9.08
600155.SH,20251118,8.46,6.92
600153.SH,20251118,11.88,9.72
600152.SH,20251118,8.97,7.34
600151.SH,20251118,9.5,7.78
600150.SH,20251118,38.12,31.19
600149.SH,20251118,6.72,5.5
600148.SH,20251118,22.88,18.72
600143.SH,20251118,20.85,17.06
600141.SH,20251118,39.16,32.04
600138.SH,20251118,10.85,8.87
600137.SH,20251118,22.97,18.79
600136.SH,20251118,1.98,1.8
600135.SH,20251118,8.71,7.13
600133.SH,20251118,10.29,8.42
600132.SH,20251118,59.74,48.88
600131.SH,20251118,19.58,16.02
600130.SH,20251118,4.43,4.01
600129.SH,20251118,22.51,18.41
600128.SH,20251118,12.41,10.15
600127.SH,20251118,7.74,6.34
600126.SH,20251118,10.18,8.33
600125.SH,20251118,7.21,5.9
600123.SH,20251118,7.81,6.39
600121.SH,20251118,6.09,4.99
600120.SH,20251118,7.65,6.26
600119.SH,20251118,9.59,7.85
600118.SH,20251118,47.15,38.57
600117.SH,20251118,3.55,2.91
600116.SH,20251118,7.44,6.08
600115.SH,20251118,5.89,4.82
600114.SH,20251118,29.47,24.11
600113.SH,20251118,62.54,51.17
600111.SH,20251118,51.98,42.53
600110.SH,20251118,9.2,7.52
600109.SH,20251118,10.47,8.57
600108.SH,20251118,3.65,2.99
600107.SH,20251118,7.97,7.21
600106.SH,20251118,6.92,5.66
600105.SH,20251118,16.04,13.12
600104.SH,20251118,17.23,14.09
600103.SH,20251118,4.72,3.86
600101.SH,20251118,10.91,8.93
600100.SH,20251118,10.05,8.23
600099.SH,20251118,12.5,10.22
600098.SH,20251118,7.72,6.32
600097.SH,20251118,14.62,11.96
600096.SH,20251118,37.82,30.94
600095.SH,20251118,12.9,10.56
600094.SH,20251118,4.98,4.08
600089.SH,20251118,25.52,20.88
600088.SH,20251118,18.0,14.72
600085.SH,20251118,38.45,31.46
600084.SH,20251118,6.52,5.34
600082.SH,20251118,5.89,4.82
600081.SH,20251118,14.0,11.46
600080.SH,20251118,9.37,7.67
600079.SH,20251118,22.32,18.26
600078.SH,20251118,14.73,12.05
600076.SH,20251118,3.47,2.84
600075.SH,20251118,6.0,4.91
600073.SH,20251118,7.79,6.37
600072.SH,20251118,13.34,10.92
600071.SH,20251118,24.09,19.71
600067.SH,20251118,5.4,4.42
600066.SH,20251118,33.81,27.67
600064.SH,20251118,9.68,7.92
600063.SH,20251118,7.69,6.29
600062.SH,20251118,21.1,17.26
600061.SH,20251118,8.39,6.87
600060.SH,20251118,28.04,22.94
600059.SH,20251118,10.67,8.73
600058.SH,20251118,10.51,8.6
600057.SH,20251118,9.75,7.97
600056.SH,20251118,12.57,10.29
600055.SH,20251118,17.46,14.28
600054.SH,20251118,12.75,10.43
600053.SH,20251118,22.48,18.4
600052.SH,20251118,5.65,4.63
600051.SH,20251118,8.95,7.33
600050.SH,20251118,5.95,4.87
600048.SH,20251118,7.98,6.53
600039.SH,20251118,10.53,8.61
600038.SH,20251118,40.18,32.88
600037.SH,20251118,8.77,7.17
600036.SH,20251118,46.92,38.39
600035.SH,20251118,4.58,3.74
600033.SH,20251118,4.35,3.56
600032.SH,20251118,8.81,7.21
600031.SH,20251118,22.63,18.51
600030.SH,20251118,31.12,25.46
600029.SH,20251118,8.0,6.54
600028.SH,20251118,6.36,5.2
600027.SH,20251118,5.73,4.69
600026.SH,20251118,14.69,12.02
600025.SH,20251118,10.41,8.51
600023.SH,20251118,5.67,4.64
600022.SH,20251118,1.86,1.52
600021.SH,20251118,28.82,23.58
600020.SH,20251118,5.14,4.2
600019.SH,20251118,8.43,6.89
600018.SH,20251118,6.2,5.08
600017.SH,20251118,3.61,2.95
600016.SH,20251118,4.51,3.69
600015.SH,20251118,7.68,6.28
600012.SH,20251118,16.5,13.5
600011.SH,20251118,8.66,7.08
600010.SH,20251118,2.89,2.37
600009.SH,20251118,36.95,30.23
600008.SH,20251118,3.5,2.86
600007.SH,20251118,22.89,18.73
600006.SH,20251118,8.93,7.31
600004.SH,20251118,11.06,9.05
600000.SH,20251118,12.51,10.23
589990.SH,20251118,1.57,1.046
589980.SH,20251118,1.615,1.077
589960.SH,20251118,1.344,0.896
589950.SH,20251118,1.152,0.768
589900.SH,20251118,1.526,1.018
589890.SH,20251118,1.519,1.013
589880.SH,20251118,1.526,1.018
589860.SH,20251118,1.513,1.009
589850.SH,20251118,1.542,1.028
589820.SH,20251118,1.21,0.806
589800.SH,20251118,1.522,1.014
589780.SH,20251118,1.156,0.77
589770.SH,20251118,1.536,1.024
589720.SH,20251118,1.124,0.75
589700.SH,20251118,1.829,1.219
589680.SH,20251118,1.514,1.01
589660.SH,20251118,1.534,1.022
589630.SH,20251118,1.561,1.041
589600.SH,20251118,1.504,1.002
589580.SH,20251118,1.553,1.035
589560.SH,20251118,1.087,0.725
589550.SH,20251118,1.438,0.958
589520.SH,20251118,0.678,0.452
589500.SH,20251118,1.532,1.022
589380.SH,20251118,1.586,1.058
589300.SH,20251118,1.662,1.108
589200.SH,20251118,1.322,0.882
589180.SH,20251118,1.716,1.144
589120.SH,20251118,1.044,0.696
589110.SH,20251118,1.043,0.695
589100.SH,20251118,1.734,1.156
589090.SH,20251118,1.207,0.805
589080.SH,20251118,1.528,1.018
589060.SH,20251118,1.595,1.063
589050.SH,20251118,1.338,0.892
589020.SH,20251118,1.373,0.915
589010.SH,20251118,1.59,1.06
589000.SH,20251118,1.526,1.018
588990.SH,20251118,2.81,1.874
588980.SH,20251118,1.43,0.954
588960.SH,20251118,1.772,1.182
588950.SH,20251118,1.673,1.115
588940.SH,20251118,1.661,1.107
588930.SH,20251118,1.765,1.177
588920.SH,20251118,1.742,1.162
588910.SH,20251118,1.6,1.066
588900.SH,20251118,1.589,1.059
588890.SH,20251118,3.047,2.031
588880.SH,20251118,1.528,1.018
588870.SH,20251118,1.658,1.106
588860.SH,20251118,0.892,0.594
588850.SH,20251118,1.541,1.027
588840.SH,20251118,1.496,0.998
588830.SH,20251118,1.972,1.314
588820.SH,20251118,1.822,1.214
588810.SH,20251118,1.908,1.272
588800.SH,20251118,1.535,1.023
588790.SH,20251118,0.9,0.6
588780.SH,20251118,1.752,1.168
588770.SH,20251118,1.614,1.076
588760.SH,20251118,0.852,0.568
588750.SH,20251118,1.811,1.207
588730.SH,20251118,1.65,1.1
588720.SH,20251118,1.633,1.089
588710.SH,20251118,1.747,1.165
