ts_code,trade_date,adj_factor
000001.SZ,20180823,108.031
000002.SZ,20180823,142.668
000004.SZ,20180823,4.0639
000005.SZ,20180823,9.2676
000006.SZ,20180823,34.2262
000007.SZ,20180823,8.2835
000008.SZ,20180823,22.2747
000009.SZ,20180823,7.3639
000010.SZ,20180823,10.7745
000011.SZ,20180823,3.495
000012.SZ,20180823,23.7419
000014.SZ,20180823,5.3811
000016.SZ,20180823,21.1735
000017.SZ,20180823,2.6827
000018.SZ,20180823,6.7192
000019.SZ,20180823,4.0533
000020.SZ,20180823,1.7518
000021.SZ,20180823,13.8338
000022.SZ,20180823,4.189
000023.SZ,20180823,2.6536
000025.SZ,20180823,1.8828
000026.SZ,20180823,7.3545
000027.SZ,20180823,13.4239
000028.SZ,20180823,3.9038
000029.SZ,20180823,2.1628
000030.SZ,20180823,3.2216
000031.SZ,20180823,14.0028
000032.SZ,20180823,4.1088
000034.SZ,20180823,2.9663
000035.SZ,20180823,4.6116
000036.SZ,20180823,7.7799
000037.SZ,20180823,5.6586
000038.SZ,20180823,2.9238
000039.SZ,20180823,24.2453
000040.SZ,20180823,4.3013
000042.SZ,20180823,13.0717
000043.SZ,20180823,8.102
000045.SZ,20180823,2.9278
000046.SZ,20180823,32.3896
000048.SZ,20180823,5.9013
000049.SZ,20180823,5.365
000050.SZ,20180823,8.2815
000055.SZ,20180823,9.3683
000056.SZ,20180823,4.6974
000058.SZ,20180823,3.2431
000059.SZ,20180823,1.5623
000060.SZ,20180823,36.4373
000061.SZ,20180823,21.2744
000062.SZ,20180823,4.8746
000063.SZ,20180823,15.7875
000065.SZ,20180823,15.0077
000066.SZ,20180823,10.7568
000068.SZ,20180823,2.2795
000069.SZ,20180823,38.7642
000070.SZ,20180823,2.8747
000078.SZ,20180823,20.3674
000088.SZ,20180823,7.3174
000089.SZ,20180823,6.9548
000090.SZ,20180823,5.21
000096.SZ,20180823,2.6443
000099.SZ,20180823,3.765
000100.SZ,20180823,3.0162
000150.SZ,20180823,2.8162
000151.SZ,20180823,2.7065
000153.SZ,20180823,5.5598
000155.SZ,20180823,1.5677
000156.SZ,20180823,1.0041
000157.SZ,20180823,64.9704
000158.SZ,20180823,2.9518
000159.SZ,20180823,3.1805
000166.SZ,20180823,1.4143
000301.SZ,20180823,2.2074
000333.SZ,20180823,4.3967
000338.SZ,20180823,18.338
000400.SZ,20180823,7.5962
000401.SZ,20180823,3.8413
000402.SZ,20180823,34.3343
000403.SZ,20180823,4.2172
000404.SZ,20180823,3.3022
000407.SZ,20180823,10.8829
000408.SZ,20180823,5.6754
000409.SZ,20180823,2.1503
000410.SZ,20180823,2.889
000411.SZ,20180823,2.5366
000413.SZ,20180823,4.5287
000415.SZ,20180823,20.9189
000416.SZ,20180823,9.5213
000417.SZ,20180823,16.7109
000418.SZ,20180823,2.8666
000419.SZ,20180823,13.9553
000420.SZ,20180823,6.3521
000421.SZ,20180823,6.711
000422.SZ,20180823,14.7871
000423.SZ,20180823,9.7523
000425.SZ,20180823,37.5484
000426.SZ,20180823,16.9318
000428.SZ,20180823,12.1386
000429.SZ,20180823,3.3285
000430.SZ,20180823,4.6123
000488.SZ,20180823,8.852
000498.SZ,20180823,2.7227
000501.SZ,20180823,6.465
000502.SZ,20180823,3.1135
000503.SZ,20180823,7.6146
000504.SZ,20180823,2.1029
000505.SZ,20180823,3.3117
000506.SZ,20180823,2.8717
000507.SZ,20180823,4.4889
000509.SZ,20180823,9.7463
000510.SZ,20180823,10.4222
000513.SZ,20180823,6.0672
000514.SZ,20180823,4.3199
000516.SZ,20180823,39.1853
000517.SZ,20180823,12.8843
000518.SZ,20180823,8.3769
000519.SZ,20180823,7.8588
000520.SZ,20180823,6.8547
000521.SZ,20180823,5.0497
000523.SZ,20180823,5.5148
000524.SZ,20180823,4.7055
000525.SZ,20180823,7.4361
000526.SZ,20180823,2.4707
000528.SZ,20180823,8.614
000529.SZ,20180823,3.0874
000530.SZ,20180823,9.662
000531.SZ,20180823,11.8632
000532.SZ,20180823,4.394
000533.SZ,20180823,2.2577
000534.SZ,20180823,4.1326
000536.SZ,20180823,3.6732
000537.SZ,20180823,5.8632
000538.SZ,20180823,17.1868
000539.SZ,20180823,17.305
000540.SZ,20180823,79.8388
000541.SZ,20180823,28.109
000543.SZ,20180823,4.4541
000544.SZ,20180823,3.242
000545.SZ,20180823,4.5265
000546.SZ,20180823,1.804
000547.SZ,20180823,10.5317
000548.SZ,20180823,3.5204
000550.SZ,20180823,3.0947
000551.SZ,20180823,7.7258
000552.SZ,20180823,6.3349
000553.SZ,20180823,4.1402
000554.SZ,20180823,4.8963
000555.SZ,20180823,3.1245
000557.SZ,20180823,7.3282
000558.SZ,20180823,5.9568
000559.SZ,20180823,32.6028
000560.SZ,20180823,5.1259
000561.SZ,20180823,2.52
000563.SZ,20180823,17.1167
000564.SZ,20180823,3.0203
000565.SZ,20180823,7.542
000566.SZ,20180823,9.5136
000567.SZ,20180823,3.2608
000568.SZ,20180823,31.7818
000570.SZ,20180823,4.4794
000571.SZ,20180823,7.6131
000572.SZ,20180823,4.6561
000573.SZ,20180823,7.2382
000576.SZ,20180823,6.1868
000581.SZ,20180823,4.5071
000582.SZ,20180823,4.7259
000584.SZ,20180823,4.8224
000585.SZ,20180823,1.2766
000586.SZ,20180823,3.6985
000587.SZ,20180823,12.6552
000589.SZ,20180823,4.9646
000590.SZ,20180823,4.7638
000591.SZ,20180823,12.7602
000592.SZ,20180823,6.3753
000593.SZ,20180823,5.6004
000595.SZ,20180823,4.9585
