ts_code,trade_date,adj_factor
000001.SZ,20230616,116.713
000002.SZ,20230616,172.824
000004.SZ,20230616,4.064
000005.SZ,20230616,9.268
000006.SZ,20230616,38.94
000007.SZ,20230616,8.284
000008.SZ,20230616,22.408
000009.SZ,20230616,8.908
000010.SZ,20230616,10.775
000011.SZ,20230616,4.082
000012.SZ,20230616,27.779
000014.SZ,20230616,6.628
000016.SZ,20230616,22.375
000017.SZ,20230616,2.683
000019.SZ,20230616,4.453
000020.SZ,20230616,1.752
000021.SZ,20230616,14.356
000023.SZ,20230616,2.668
000025.SZ,20230616,2.742
000026.SZ,20230616,8.367
000027.SZ,20230616,17.681
000028.SZ,20230616,5.486
000029.SZ,20230616,2.279
000030.SZ,20230616,3.742
000031.SZ,20230616,14.651
000032.SZ,20230616,4.2
000034.SZ,20230616,3.171
000035.SZ,20230616,4.693
000036.SZ,20230616,12.84
000037.SZ,20230616,5.668
000039.SZ,20230616,49.53
000040.SZ,20230616,4.349
000042.SZ,20230616,13.479
000045.SZ,20230616,2.974
000046.SZ,20230616,34.006
000048.SZ,20230616,9.488
000049.SZ,20230616,8.407
000050.SZ,20230616,8.477
000055.SZ,20230616,10.003
000056.SZ,20230616,4.708
000058.SZ,20230616,3.286
000059.SZ,20230616,1.818
000060.SZ,20230616,39.26
000061.SZ,20230616,21.947
000062.SZ,20230616,7.744
000063.SZ,20230616,16.377
000065.SZ,20230616,17.396
000066.SZ,20230616,11.0
000068.SZ,20230616,2.28
000069.SZ,20230616,45.255
000070.SZ,20230616,3.484
000078.SZ,20230616,20.484
000088.SZ,20230616,8.16
000089.SZ,20230616,7.118
000090.SZ,20230616,8.406
000096.SZ,20230616,2.85
000099.SZ,20230616,3.886
000100.SZ,20230616,3.657
000151.SZ,20230616,2.759
000153.SZ,20230616,5.78
000155.SZ,20230616,1.568
000156.SZ,20230616,1.137
000157.SZ,20230616,79.707
000158.SZ,20230616,2.952
000159.SZ,20230616,3.215
000166.SZ,20230616,1.519
000301.SZ,20230616,2.351
000333.SZ,20230616,5.122
000338.SZ,20230616,20.75
000400.SZ,20230616,7.771
000401.SZ,20230616,4.587
000402.SZ,20230616,39.056
000403.SZ,20230616,7.602
000404.SZ,20230616,3.632
000407.SZ,20230616,11.127
000408.SZ,20230616,6.247
000409.SZ,20230616,2.15
000410.SZ,20230616,2.889
000411.SZ,20230616,3.186
000413.SZ,20230616,4.592
000415.SZ,20230616,20.919
000416.SZ,20230616,9.783
000417.SZ,20230616,17.897
000419.SZ,20230616,15.497
000420.SZ,20230616,6.352
000421.SZ,20230616,7.292
000422.SZ,20230616,14.907
000423.SZ,20230616,10.413
000425.SZ,20230616,41.892
000426.SZ,20230616,16.932
000428.SZ,20230616,12.139
000429.SZ,20230616,4.214
000430.SZ,20230616,4.612
000488.SZ,20230616,9.767
000498.SZ,20230616,2.891
000501.SZ,20230616,6.921
000503.SZ,20230616,7.615
000504.SZ,20230616,2.103
000505.SZ,20230616,3.312
000506.SZ,20230616,2.872
000507.SZ,20230616,4.704
000509.SZ,20230616,9.7463
000510.SZ,20230616,10.422
000513.SZ,20230616,8.982
000514.SZ,20230616,4.42
000516.SZ,20230616,39.873
000517.SZ,20230616,14.211
000518.SZ,20230616,8.377
000519.SZ,20230616,7.949
000520.SZ,20230616,6.855
000521.SZ,20230616,5.427
000523.SZ,20230616,6.687
000524.SZ,20230616,4.927
000525.SZ,20230616,7.524
000526.SZ,20230616,2.471
000528.SZ,20230616,12.432
000529.SZ,20230616,3.304
000530.SZ,20230616,9.9
000531.SZ,20230616,15.601
000532.SZ,20230616,4.489
000533.SZ,20230616,2.258
000534.SZ,20230616,4.202
000536.SZ,20230616,3.673
000537.SZ,20230616,6.615
000538.SZ,20230616,27.629
000539.SZ,20230616,18.753
000541.SZ,20230616,30.998
000543.SZ,20230616,4.712
000544.SZ,20230616,3.889
000545.SZ,20230616,4.56
000547.SZ,20230616,10.64
000548.SZ,20230616,3.582
000550.SZ,20230616,3.626
000551.SZ,20230616,7.818
000552.SZ,20230616,7.36
000553.SZ,20230616,4.214
000554.SZ,20230616,4.907
000555.SZ,20230616,3.17
000557.SZ,20230616,7.328
000558.SZ,20230616,5.957
000559.SZ,20230616,38.492
000560.SZ,20230616,5.302
000561.SZ,20230616,2.52
000563.SZ,20230616,17.85
000564.SZ,20230616,7.182
000565.SZ,20230616,7.638
000566.SZ,20230616,9.514
000567.SZ,20230616,10.558
000568.SZ,20230616,33.649
000570.SZ,20230616,4.526
