ts_code,trade_date,up_limit,down_limit
688789.SH,20260109,96.92,64.62
688788.SH,20260109,84.24,56.16
688787.SH,20260109,150.73,100.49
688786.SH,20260109,36.48,24.32
688783.SH,20260109,31.3,20.86
688779.SH,20260109,9.49,6.33
688778.SH,20260109,96.73,64.49
688777.SH,20260109,63.31,42.21
688776.SH,20260109,130.8,87.2
688775.SH,20260109,287.57,191.71
688772.SH,20260109,25.79,17.19
688768.SH,20260109,54.28,36.18
688767.SH,20260109,55.96,37.3
688766.SH,20260109,226.8,151.2
688765.SH,20260109,94.44,62.96
688759.SH,20260109,59.62,39.74
688758.SH,20260109,22.08,14.72
688757.SH,20260109,34.16,22.78
688755.SH,20260109,50.4,33.6
688750.SH,20260109,24.62,16.42
688739.SH,20260109,31.44,20.96
688737.SH,20260109,27.83,18.55
688733.SH,20260109,37.31,24.87
688729.SH,20260109,32.12,21.42
688728.SH,20260109,19.13,12.75
688727.SH,20260109,76.8,51.2
688726.SH,20260109,47.26,31.5
688722.SH,20260109,25.03,16.69
688721.SH,20260109,60.44,40.3
688720.SH,20260109,91.36,60.9
688719.SH,20260109,59.51,39.67
688718.SH,20260109,16.08,10.72
688717.SH,20260109,87.48,58.32
688716.SH,20260109,50.88,33.92
688711.SH,20260109,38.6,25.74
688710.SH,20260109,68.44,45.62
688709.SH,20260109,59.04,39.36
688708.SH,20260109,81.31,54.21
688707.SH,20260109,17.76,11.84
688702.SH,20260109,156.36,104.24
688701.SH,20260109,10.03,6.69
688700.SH,20260109,45.05,30.03
688699.SH,20260109,56.22,37.48
688698.SH,20260109,113.48,75.66
688697.SH,20260109,19.5,13.0
688696.SH,20260109,129.6,86.4
688695.SH,20260109,33.76,22.5
688693.SH,20260109,46.66,31.1
688692.SH,20260109,335.4,223.6
688691.SH,20260109,137.94,91.96
688690.SH,20260109,32.34,21.56
688689.SH,20260109,35.26,23.5
688687.SH,20260109,31.51,21.01
688686.SH,20260109,152.96,101.98
688685.SH,20260109,66.79,44.53
688683.SH,20260109,39.12,26.08
688682.SH,20260109,74.62,49.74
688681.SH,20260109,21.65,14.43
688680.SH,20260109,54.73,36.49
688679.SH,20260109,30.97,20.65
688678.SH,20260109,29.58,19.72
688677.SH,20260109,54.82,36.54
688676.SH,20260109,103.27,68.85
688671.SH,20260109,30.26,20.18
688670.SH,20260109,25.32,16.88
688669.SH,20260109,32.03,21.35
688668.SH,20260109,138.76,92.5
688667.SH,20260109,86.35,57.57
688665.SH,20260109,60.19,40.13
688663.SH,20260109,50.28,33.52
688662.SH,20260109,71.88,47.92
688661.SH,20260109,84.41,56.27
688660.SH,20260109,21.16,14.1
688659.SH,20260109,11.63,7.75
688658.SH,20260109,32.57,21.71
688657.SH,20260109,66.4,44.26
688656.SH,20260109,192.83,128.55
688655.SH,20260109,22.87,15.25
688653.SH,20260109,15.64,10.42
688652.SH,20260109,135.89,90.59
688651.SH,20260109,71.2,47.46
688648.SH,20260109,81.74,54.5
688646.SH,20260109,43.38,28.92
688639.SH,20260109,42.28,28.18
688638.SH,20260109,45.82,30.54
688636.SH,20260109,58.67,39.11
688633.SH,20260109,29.22,19.48
688631.SH,20260109,85.68,57.12
688630.SH,20260109,170.5,113.66
688629.SH,20260109,125.34,83.56
688628.SH,20260109,38.83,25.89
688627.SH,20260109,290.66,193.78
688626.SH,20260109,101.7,67.8
688625.SH,20260109,64.44,42.96
688623.SH,20260109,122.2,81.46
688622.SH,20260109,139.32,92.88
688621.SH,20260109,87.22,58.14
688620.SH,20260109,15.16,10.1
688619.SH,20260109,16.76,11.18
688618.SH,20260109,39.1,26.06
688617.SH,20260109,305.3,203.54
688616.SH,20260109,14.86,9.9
688615.SH,20260109,300.19,200.13
688613.SH,20260109,27.07,18.05
688612.SH,20260109,40.67,27.11
688611.SH,20260109,71.57,47.71
688610.SH,20260109,80.62,53.74
688609.SH,20260109,12.29,8.19
688608.SH,20260109,282.25,188.17
688607.SH,20260109,54.96,36.64
688606.SH,20260109,77.88,51.92
688605.SH,20260109,84.66,56.44
688603.SH,20260109,96.67,64.45
688602.SH,20260109,10.92,7.28
688601.SH,20260109,58.28,38.86
688600.SH,20260109,32.94,21.96
688599.SH,20260109,22.27,14.85
688598.SH,20260109,36.74,24.5
688597.SH,20260109,10.75,7.17
688596.SH,20260109,40.98,27.32
688595.SH,20260109,42.19,28.13
688593.SH,20260109,25.88,17.26
688592.SH,20260109,57.59,38.39
688591.SH,20260109,55.6,37.06
688590.SH,20260109,23.3,15.54
688589.SH,20260109,28.79,19.19
688588.SH,20260109,17.78,11.86
688586.SH,20260109,16.87,11.25
688585.SH,20260109,158.88,105.92
688584.SH,20260109,28.18,18.78
688583.SH,20260109,116.69,77.79
688582.SH,20260109,85.86,57.24
688581.SH,20260109,74.94,49.96
688580.SH,20260109,80.92,53.94
688579.SH,20260109,13.32,8.88
688578.SH,20260109,125.04,83.36
688577.SH,20260109,112.48,74.98
688576.SH,20260109,79.03,52.69
688575.SH,20260109,18.97,12.65
688573.SH,20260109,29.09,19.39
688571.SH,20260109,9.24,6.16
688570.SH,20260109,22.56,15.04
688569.SH,20260109,26.44,17.62
688568.SH,20260109,73.2,48.8
688567.SH,20260109,19.27,12.85
688566.SH,20260109,36.48,24.32
688565.SH,20260109,14.04,9.36
688563.SH,20260109,74.75,49.83
688562.SH,20260109,31.55,21.03
688561.SH,20260109,44.82,29.88
688560.SH,20260109,19.19,12.79
688559.SH,20260109,66.35,44.23
688558.SH,20260109,37.39,24.93
688557.SH,20260109,45.22,30.14
688556.SH,20260109,16.69,11.13
688553.SH,20260109,24.72,16.48
688552.SH,20260109,54.0,36.0
688551.SH,20260109,46.56,31.04
688550.SH,20260109,56.88,37.92
688549.SH,20260109,11.98,7.98
688548.SH,20260109,22.8,15.2
688545.SH,20260109,53.69,35.79
688543.SH,20260109,75.96,50.64
688539.SH,20260109,62.52,41.68
688538.SH,20260109,3.26,2.18
688536.SH,20260109,208.44,138.96
688535.SH,20260109,147.49,98.33
688533.SH,20260109,36.25,24.17
688531.SH,20260109,82.02,54.68
688530.SH,20260109,21.0,14.0
688529.SH,20260109,22.93,15.29
688528.SH,20260109,13.1,8.74
688526.SH,20260109,19.21,12.81
688525.SH,20260109,151.8,101.2
688523.SH,20260109,95.99,63.99
688522.SH,20260109,50.77,33.85
688521.SH,20260109,189.72,126.48
688520.SH,20260109,57.28,38.18
688519.SH,20260109,91.28,60.86
688518.SH,20260109,32.94,21.96
688517.SH,20260109,19.61,13.07
688516.SH,20260109,70.2,46.8
688515.SH,20260109,137.75,91.83
688513.SH,20260109,76.34,50.9
688512.SH,20260109,13.87,9.25
688511.SH,20260109,38.62,25.74
688510.SH,20260109,36.37,24.25
688509.SH,20260109,6.55,4.37
688508.SH,20260109,77.39,51.59
688507.SH,20260109,138.5,92.34
688506.SH,20260109,399.19,266.13
688505.SH,20260109,10.39,6.93
688503.SH,20260109,88.48,58.98
688502.SH,20260109,501.47,334.31
688501.SH,20260109,33.5,22.34
688500.SH,20260109,76.57,51.05
688499.SH,20260109,75.23,50.15
688498.SH,20260109,858.0,572.0
688496.SH,20260109,7.25,4.83
688489.SH,20260109,55.04,36.7
688488.SH,20260109,20.71,13.81
688486.SH,20260109,98.68,65.78
688485.SH,20260109,22.6,15.06
688484.SH,20260109,51.5,34.34
688480.SH,20260109,72.86,48.58
688479.SH,20260109,23.2,15.46
688478.SH,20260109,47.63,31.75
688475.SH,20260109,37.08,24.72
688472.SH,20260109,19.22,12.82
688469.SH,20260109,8.26,5.5
688468.SH,20260109,9.26,6.18
688466.SH,20260109,20.36,13.58
688459.SH,20260109,11.66,7.78
688458.SH,20260109,49.38,32.92
688456.SH,20260109,82.08,54.72
688455.SH,20260109,24.43,16.29
688450.SH,20260109,34.63,23.09
688449.SH,20260109,64.06,42.7
688448.SH,20260109,63.42,42.28
688443.SH,20260109,35.02,23.34
688439.SH,20260109,79.27,52.85
688435.SH,20260109,58.33,38.89
688433.SH,20260109,91.56,61.04
688432.SH,20260109,16.44,10.96
688429.SH,20260109,16.54,11.02
688428.SH,20260109,26.12,17.42
688426.SH,20260109,31.25,20.83
688425.SH,20260109,6.41,4.27
688420.SH,20260109,29.42,19.62
688419.SH,20260109,41.76,27.84
688418.SH,20260109,57.29,38.19
688416.SH,20260109,88.16,58.78
688411.SH,20260109,299.94,199.96
688410.SH,20260109,18.98,12.66
688409.SH,20260109,97.08,64.72
688408.SH,20260109,56.05,37.37
688403.SH,20260109,21.84,14.56
688401.SH,20260109,68.98,45.98
688400.SH,20260109,54.14,36.1
688399.SH,20260109,92.65,61.77
688398.SH,20260109,21.26,14.18
688396.SH,20260109,70.08,46.72
688395.SH,20260109,29.48,19.66
688393.SH,20260109,33.12,22.08
688392.SH,20260109,153.6,102.4
688391.SH,20260109,36.26,24.18
688390.SH,20260109,89.04,59.36
688389.SH,20260109,16.14,10.76
688388.SH,20260109,51.36,34.24
688387.SH,20260109,15.84,10.56
688386.SH,20260109,110.7,73.8
688385.SH,20260109,102.48,68.32
688383.SH,20260109,96.42,64.28
688382.SH,20260109,39.12,26.08
688381.SH,20260109,28.81,19.21
688380.SH,20260109,41.11,27.41
688379.SH,20260109,69.2,46.14
688378.SH,20260109,37.08,24.72
688377.SH,20260109,44.46,29.64
688376.SH,20260109,72.36,48.24
688375.SH,20260109,138.16,92.1
688373.SH,20260109,7.88,5.26
688372.SH,20260109,136.08,90.72
688371.SH,20260109,24.47,16.31
688370.SH,20260109,32.78,21.86
688369.SH,20260109,32.65,21.77
688368.SH,20260109,148.98,99.32
688367.SH,20260109,38.5,25.66
688366.SH,20260109,54.58,36.38
688365.SH,20260109,21.88,14.58
688363.SH,20260109,54.13,36.09
688362.SH,20260109,48.92,32.62
688361.SH,20260109,216.25,144.17
688360.SH,20260109,24.97,16.65
688359.SH,20260109,82.64,55.1
688358.SH,20260109,38.82,25.88
688357.SH,20260109,41.15,27.43
688356.SH,20260109,111.64,74.42
688355.SH,20260109,21.95,14.63
688353.SH,20260109,134.14,89.42
688352.SH,20260109,16.0,10.66
688351.SH,20260109,30.46,20.3
688350.SH,20260109,33.49,22.33
688349.SH,20260109,32.4,21.6
688348.SH,20260109,65.81,43.87
688347.SH,20260109,151.56,101.04
688345.SH,20260109,39.8,26.54
688343.SH,20260109,93.91,62.61
688339.SH,20260109,34.97,23.31
688338.SH,20260109,32.39,21.59
688337.SH,20260109,47.93,31.95
688336.SH,20260109,75.18,50.12
688335.SH,20260109,36.67,24.45
688334.SH,20260109,24.41,16.27
688333.SH,20260109,133.37,88.91
688332.SH,20260109,170.56,113.7
688331.SH,20260109,110.88,73.92
688330.SH,20260109,46.27,30.85
688329.SH,20260109,26.36,17.58
688328.SH,20260109,37.94,25.3
688327.SH,20260109,18.24,12.16
688326.SH,20260109,151.28,100.86
688325.SH,20260109,110.39,73.59
688323.SH,20260109,30.19,20.13
688322.SH,20260109,110.4,73.6
688321.SH,20260109,38.38,25.58
688320.SH,20260109,43.9,29.26
688319.SH,20260109,34.85,23.23
688318.SH,20260109,170.44,113.62
688317.SH,20260109,25.28,16.86
688316.SH,20260109,75.85,50.57
688315.SH,20260109,16.98,11.32
688314.SH,20260109,48.72,32.48
688313.SH,20260109,103.21,68.81
688312.SH,20260109,41.5,27.66
688311.SH,20260109,64.86,43.24
688310.SH,20260109,19.14,12.76
688309.SH,20260109,29.96,19.98
688308.SH,20260109,38.78,25.86
688307.SH,20260109,54.72,36.48
688306.SH,20260109,14.09,9.39
688305.SH,20260109,79.09,52.73
688303.SH,20260109,34.01,22.67
688302.SH,20260109,63.35,42.23
688301.SH,20260109,130.8,87.2
688300.SH,20260109,75.88,50.58
688299.SH,20260109,21.41,14.27
688298.SH,20260109,30.0,20.0
688297.SH,20260109,60.78,40.52
688296.SH,20260109,16.55,11.03
688295.SH,20260109,39.7,26.46
688293.SH,20260109,62.94,41.96
688292.SH,20260109,33.38,22.26
688291.SH,20260109,54.2,36.14
688290.SH,20260109,76.28,50.86
688289.SH,20260109,23.41,15.61
688288.SH,20260109,33.59,22.39
688287.SH,20260109,7.26,4.84
688286.SH,20260109,98.16,65.44
688285.SH,20260109,10.96,7.3
688283.SH,20260109,57.14,38.1
688282.SH,20260109,84.0,56.0
688281.SH,20260109,93.47,62.31
688280.SH,20260109,10.88,7.26
688279.SH,20260109,233.68,155.78
688278.SH,20260109,98.48,65.66
688277.SH,20260109,21.31,14.21
688276.SH,20260109,24.28,16.18
688275.SH,20260109,89.2,59.46
688273.SH,20260109,66.22,44.14
688272.SH,20260109,39.3,26.2
688271.SH,20260109,160.82,107.22
688270.SH,20260109,182.4,121.6
688269.SH,20260109,49.5,33.0
688268.SH,20260109,82.14,54.76
688267.SH,20260109,34.67,23.11
688266.SH,20260109,116.7,77.8
688265.SH,20260109,53.88,35.92
688262.SH,20260109,39.38,26.26
688261.SH,20260109,105.9,70.6
688260.SH,20260109,36.53,24.35
688259.SH,20260109,52.62,35.08
688258.SH,20260109,114.12,76.08
688257.SH,20260109,47.82,31.88
688256.SH,20260109,1732.8,1155.2
688255.SH,20260109,44.16,29.44
688253.SH,20260109,37.98,25.32
688252.SH,20260109,26.88,17.92
688251.SH,20260109,33.43,22.29
688249.SH,20260109,43.8,29.2
688248.SH,20260109,57.72,38.48
688247.SH,20260109,12.14,8.1
688246.SH,20260109,30.95,20.63
688244.SH,20260109,30.43,20.29
688239.SH,20260109,82.22,54.82
688238.SH,20260109,8.71,5.81
688237.SH,20260109,66.78,44.52
688236.SH,20260109,29.75,19.83
688235.SH,20260109,369.17,246.11
688234.SH,20260109,110.81,73.87
688233.SH,20260109,98.42,65.62
688232.SH,20260109,31.01,20.67
688231.SH,20260109,33.72,22.48
688230.SH,20260109,91.3,60.86
688229.SH,20260109,81.86,54.58
688228.SH,20260109,256.78,171.18
688227.SH,20260109,92.63,61.75
688226.SH,20260109,46.8,31.2
688225.SH,20260109,24.48,16.32
688223.SH,20260109,7.67,5.11
688222.SH,20260109,36.9,24.6
688221.SH,20260109,28.15,18.77
688220.SH,20260109,107.39,71.59
688219.SH,20260109,14.84,9.9
688218.SH,20260109,27.8,18.54
688217.SH,20260109,35.86,23.9
688216.SH,20260109,28.2,18.8
688215.SH,20260109,92.4,61.6
688213.SH,20260109,116.22,77.48
688212.SH,20260109,57.6,38.4
688211.SH,20260109,37.38,24.92
688210.SH,20260109,63.11,42.07
688209.SH,20260109,26.52,17.68
688208.SH,20260109,44.1,29.4
688207.SH,20260109,19.3,12.86
688206.SH,20260109,45.44,30.3
688205.SH,20260109,177.24,118.16
688203.SH,20260109,15.6,10.4
688202.SH,20260109,81.32,54.22
688201.SH,20260109,17.8,11.86
688200.SH,20260109,252.83,168.55
688199.SH,20260109,31.68,21.12
688198.SH,20260109,133.22,88.82
688197.SH,20260109,46.67,31.11
688196.SH,20260109,75.74,50.5
