ts_code,trade_date,adj_factor
000001.SZ,20230821,116.713
000002.SZ,20230821,172.824
000004.SZ,20230821,4.064
000005.SZ,20230821,9.268
000006.SZ,20230821,39.74
000007.SZ,20230821,8.284
000008.SZ,20230821,22.408
000009.SZ,20230821,8.932
000010.SZ,20230821,10.775
000011.SZ,20230821,4.242
000012.SZ,20230821,28.486
000014.SZ,20230821,6.628
000016.SZ,20230821,22.375
000017.SZ,20230821,2.683
000019.SZ,20230821,4.603
000020.SZ,20230821,1.752
000021.SZ,20230821,14.451
000023.SZ,20230821,2.668
000025.SZ,20230821,2.747
000026.SZ,20230821,8.367
000027.SZ,20230821,17.681
000028.SZ,20230821,5.486
000029.SZ,20230821,2.291
000030.SZ,20230821,3.933
000031.SZ,20230821,14.651
000032.SZ,20230821,4.2
000034.SZ,20230821,3.171
000035.SZ,20230821,4.693
000036.SZ,20230821,12.84
000037.SZ,20230821,5.668
000039.SZ,20230821,50.774
000040.SZ,20230821,4.349
000042.SZ,20230821,13.498
000045.SZ,20230821,2.974
000046.SZ,20230821,34.006
000048.SZ,20230821,9.488
000049.SZ,20230821,8.407
000050.SZ,20230821,8.477
000055.SZ,20230821,10.003
000056.SZ,20230821,4.708
000058.SZ,20230821,3.292
000059.SZ,20230821,1.818
000060.SZ,20230821,40.096
000061.SZ,20230821,22.094
000062.SZ,20230821,7.744
000063.SZ,20230821,16.377
000065.SZ,20230821,17.462
000066.SZ,20230821,11.008
000068.SZ,20230821,2.28
000069.SZ,20230821,45.255
000070.SZ,20230821,3.484
000078.SZ,20230821,20.484
000088.SZ,20230821,8.16
000089.SZ,20230821,7.118
000090.SZ,20230821,8.969
000096.SZ,20230821,2.86
000099.SZ,20230821,3.909
000100.SZ,20230821,3.657
000151.SZ,20230821,2.759
000153.SZ,20230821,5.78
000155.SZ,20230821,1.568
000156.SZ,20230821,1.137
000157.SZ,20230821,83.286
000158.SZ,20230821,2.952
000159.SZ,20230821,3.215
000166.SZ,20230821,1.528
000301.SZ,20230821,2.351
000333.SZ,20230821,5.122
000338.SZ,20230821,20.75
000400.SZ,20230821,7.822
000401.SZ,20230821,4.587
000402.SZ,20230821,39.142
000403.SZ,20230821,7.634
000404.SZ,20230821,3.632
000407.SZ,20230821,11.188
000408.SZ,20230821,6.247
000409.SZ,20230821,2.15
000410.SZ,20230821,2.889
000411.SZ,20230821,3.186
000413.SZ,20230821,4.592
000415.SZ,20230821,20.919
000416.SZ,20230821,9.783
000417.SZ,20230821,18.172
000419.SZ,20230821,15.878
000420.SZ,20230821,6.352
000421.SZ,20230821,7.292
000422.SZ,20230821,14.907
000423.SZ,20230821,10.673
000425.SZ,20230821,41.892
000426.SZ,20230821,16.932
000428.SZ,20230821,12.139
000429.SZ,20230821,4.463
000430.SZ,20230821,4.612
000488.SZ,20230821,9.767
000498.SZ,20230821,2.964
000501.SZ,20230821,6.921
000503.SZ,20230821,7.615
000504.SZ,20230821,2.103
000505.SZ,20230821,3.312
000506.SZ,20230821,2.872
000507.SZ,20230821,4.766
000509.SZ,20230821,9.7463
000510.SZ,20230821,10.422
000513.SZ,20230821,9.362
000514.SZ,20230821,4.42
000516.SZ,20230821,39.873
000517.SZ,20230821,15.79
000518.SZ,20230821,8.377
000519.SZ,20230821,7.971
000520.SZ,20230821,6.855
000521.SZ,20230821,5.427
000523.SZ,20230821,6.687
000524.SZ,20230821,4.927
000525.SZ,20230821,7.524
000526.SZ,20230821,2.471
000528.SZ,20230821,12.596
000529.SZ,20230821,3.383
000530.SZ,20230821,9.918
000531.SZ,20230821,15.759
000532.SZ,20230821,4.489
000533.SZ,20230821,2.258
000534.SZ,20230821,4.202
000536.SZ,20230821,3.673
000537.SZ,20230821,6.615
000538.SZ,20230821,27.629
000539.SZ,20230821,18.753
000541.SZ,20230821,31.552
000543.SZ,20230821,4.751
000544.SZ,20230821,3.889
000545.SZ,20230821,4.56
000546.SZ,20230821,1.847
000547.SZ,20230821,10.683
000548.SZ,20230821,3.582
000550.SZ,20230821,3.714
000551.SZ,20230821,7.87
000552.SZ,20230821,7.678
000553.SZ,20230821,4.214
000554.SZ,20230821,4.916
000555.SZ,20230821,3.17
000557.SZ,20230821,7.328
000558.SZ,20230821,5.957
000559.SZ,20230821,38.492
000560.SZ,20230821,5.302
000561.SZ,20230821,2.52
000563.SZ,20230821,17.85
000564.SZ,20230821,7.182
000565.SZ,20230821,7.638
000566.SZ,20230821,9.514
000567.SZ,20230821,10.558
000568.SZ,20230821,33.649
000570.SZ,20230821,4.534
000571.SZ,20230821,7.613
000572.SZ,20230821,4.656
000573.SZ,20230821,8.242
000576.SZ,20230821,6.297
000581.SZ,20230821,5.84
000582.SZ,20230821,5.211
000584.SZ,20230821,4.845
000586.SZ,20230821,3.698
000589.SZ,20230821,6.518
000590.SZ,20230821,4.764
000591.SZ,20230821,14.311
000592.SZ,20230821,6.375
000593.SZ,20230821,5.6
000595.SZ,20230821,4.958
000596.SZ,20230821,3.514
000597.SZ,20230821,4.897
000598.SZ,20230821,26.711
000599.SZ,20230821,4.902
000600.SZ,20230821,7.22
000601.SZ,20230821,10.45
000603.SZ,20230821,4.269
000605.SZ,20230821,3.59
000607.SZ,20230821,3.762
000608.SZ,20230821,11.125
000609.SZ,20230821,6.029
000610.SZ,20230821,3.017
000612.SZ,20230821,10.062
000615.SZ,20230821,9.093
000617.SZ,20230821,7.625
000619.SZ,20230821,9.341
000620.SZ,20230821,2.284
000622.SZ,20230821,2.525
000623.SZ,20230821,22.228
000625.SZ,20230821,14.773
000626.SZ,20230821,10.678
000627.SZ,20230821,28.918
000628.SZ,20230821,3.179
000629.SZ,20230821,7.789
000630.SZ,20230821,28.522
000631.SZ,20230821,19.341
000632.SZ,20230821,7.527
000633.SZ,20230821,7.479
000635.SZ,20230821,4.212
000636.SZ,20230821,17.717
000637.SZ,20230821,17.272
000638.SZ,20230821,4.42
000639.SZ,20230821,10.906
000650.SZ,20230821,23.052
000651.SZ,20230821,198.944
000652.SZ,20230821,27.72
000655.SZ,20230821,5.847
000656.SZ,20230821,7.43
000657.SZ,20230821,5.565
000659.SZ,20230821,16.527
000661.SZ,20230821,7.525
000663.SZ,20230821,4.049
000665.SZ,20230821,5.766
000666.SZ,20230821,1.645
000668.SZ,20230821,3.672
000669.SZ,20230821,3.651
000670.SZ,20230821,10.09
000672.SZ,20230821,8.079
000676.SZ,20230821,10.804
000677.SZ,20230821,18.3
000678.SZ,20230821,4.96
000679.SZ,20230821,5.763
000680.SZ,20230821,5.55
000681.SZ,20230821,5.057
000682.SZ,20230821,15.998
000683.SZ,20230821,7.815
000685.SZ,20230821,16.191
000686.SZ,20230821,13.578
000688.SZ,20230821,4.963
000690.SZ,20230821,45.312
000691.SZ,20230821,3.055
000692.SZ,20230821,12.19
000695.SZ,20230821,2.55
000697.SZ,20230821,3.675
000698.SZ,20230821,3.07
000700.SZ,20230821,16.526
000701.SZ,20230821,1.726
000702.SZ,20230821,2.553
000703.SZ,20230821,9.679
000705.SZ,20230821,5.554
000707.SZ,20230821,3.038
000708.SZ,20230821,4.01
000709.SZ,20230821,11.101
000710.SZ,20230821,3.497
000711.SZ,20230821,9.759
000712.SZ,20230821,13.16
000713.SZ,20230821,6.278
000715.SZ,20230821,5.085
000716.SZ,20230821,3.783
000717.SZ,20230821,5.183
000718.SZ,20230821,8.588
000719.SZ,20230821,5.107
000720.SZ,20230821,7.26
000721.SZ,20230821,4.69
000722.SZ,20230821,3.986
000723.SZ,20230821,6.815
000725.SZ,20230821,5.32
000726.SZ,20230821,8.306
000727.SZ,20230821,5.635
000728.SZ,20230821,2.843
000729.SZ,20230821,8.22
000731.SZ,20230821,11.763
000733.SZ,20230821,2.243
000735.SZ,20230821,5.858
000736.SZ,20230821,3.024
000737.SZ,20230821,3.636
000738.SZ,20230821,1.809
000739.SZ,20230821,12.708
000750.SZ,20230821,13.164
000751.SZ,20230821,3.371
000752.SZ,20230821,4.771
000753.SZ,20230821,10.985
000755.SZ,20230821,2.567
000756.SZ,20230821,2.07
000757.SZ,20230821,4.024
000758.SZ,20230821,16.857
000759.SZ,20230821,7.071
000761.SZ,20230821,2.398
000762.SZ,20230821,5.38
000766.SZ,20230821,3.268
000767.SZ,20230821,10.762
000768.SZ,20230821,8.534
000776.SZ,20230821,6.078
000777.SZ,20230821,7.157
000778.SZ,20230821,14.832
000779.SZ,20230821,2.36
000782.SZ,20230821,3.46
000783.SZ,20230821,6.076
000785.SZ,20230821,7.071
000786.SZ,20230821,11.269
000788.SZ,20230821,3.764
000789.SZ,20230821,6.828
000790.SZ,20230821,12.326
000791.SZ,20230821,3.903
000792.SZ,20230821,7.369
000793.SZ,20230821,12.769
000795.SZ,20230821,4.34
000796.SZ,20230821,4.026
000797.SZ,20230821,6.805
000798.SZ,20230821,2.302
000799.SZ,20230821,2.077
000800.SZ,20230821,2.651
000801.SZ,20230821,14.838
000802.SZ,20230821,3.328
000803.SZ,20230821,5.893
000807.SZ,20230821,6.965
000809.SZ,20230821,2.896
000810.SZ,20230821,5.501
000811.SZ,20230821,15.808
000812.SZ,20230821,7.386
000813.SZ,20230821,3.929
000815.SZ,20230821,3.446
000816.SZ,20230821,7.31
000818.SZ,20230821,2.098
000819.SZ,20230821,8.397
000820.SZ,20230821,1.925
000821.SZ,20230821,2.462
000822.SZ,20230821,2.473
000823.SZ,20230821,2.96
000825.SZ,20230821,8.159
000826.SZ,20230821,8.322
000828.SZ,20230821,3.98
000829.SZ,20230821,15.136
000830.SZ,20230821,8.409
000831.SZ,20230821,4.012
000833.SZ,20230821,1.7
000836.SZ,20230821,8.029
000837.SZ,20230821,4.035
000838.SZ,20230821,13.129
000839.SZ,20230821,22.611
000848.SZ,20230821,26.891
000850.SZ,20230821,8.85
000851.SZ,20230821,2.397
000852.SZ,20230821,5.479
000856.SZ,20230821,1.878
000858.SZ,20230821,18.415
000859.SZ,20230821,3.722
000860.SZ,20230821,3.011
000861.SZ,20230821,18.791
000862.SZ,20230821,2.698
000863.SZ,20230821,6.889
000868.SZ,20230821,6.73
000869.SZ,20230821,4.843
000875.SZ,20230821,1.406
000876.SZ,20230821,18.164
000877.SZ,20230821,7.359
000878.SZ,20230821,2.971
000880.SZ,20230821,3.966
000881.SZ,20230821,5.007
000882.SZ,20230821,2.945
000883.SZ,20230821,5.758
000885.SZ,20230821,2.111
000886.SZ,20230821,3.119
000887.SZ,20230821,7.421
000888.SZ,20230821,6.348
000889.SZ,20230821,5.05
000890.SZ,20230821,3.602
000892.SZ,20230821,2.486
000893.SZ,20230821,2.035
000895.SZ,20230821,25.136
000897.SZ,20230821,5.945
000898.SZ,20230821,3.297
000899.SZ,20230821,3.618
000900.SZ,20230821,14.299
000901.SZ,20230821,6.547
000902.SZ,20230821,3.728
000903.SZ,20230821,12.021
000905.SZ,20230821,2.656
000906.SZ,20230821,5.263
000908.SZ,20230821,2.83
000909.SZ,20230821,2.133
000910.SZ,20230821,2.577
000911.SZ,20230821,1.889
000912.SZ,20230821,2.301
000913.SZ,20230821,2.761
000915.SZ,20230821,3.415
000917.SZ,20230821,7.953
000919.SZ,20230821,3.843
000920.SZ,20230821,3.18
000921.SZ,20230821,1.445
000922.SZ,20230821,2.822
000923.SZ,20230821,1.735
000925.SZ,20230821,3.025
000926.SZ,20230821,3.528
000927.SZ,20230821,1.588
000928.SZ,20230821,2.379
000929.SZ,20230821,2.498
000930.SZ,20230821,6.346
000931.SZ,20230821,1.54
000932.SZ,20230821,2.459
000933.SZ,20230821,13.941
000935.SZ,20230821,3.169
000936.SZ,20230821,6.652
000937.SZ,20230821,11.021
000938.SZ,20230821,7.078
000948.SZ,20230821,2.546
000949.SZ,20230821,4.899
000950.SZ,20230821,2.433
000951.SZ,20230821,4.803
000952.SZ,20230821,2.568
000953.SZ,20230821,2.608
000955.SZ,20230821,2.46
000957.SZ,20230821,5.113
000958.SZ,20230821,4.659
000959.SZ,20230821,2.324
000960.SZ,20230821,3.436
000961.SZ,20230821,6.258
000962.SZ,20230821,3.362
000963.SZ,20230821,12.795
000965.SZ,20230821,2.853
000966.SZ,20230821,3.952
000967.SZ,20230821,5.433
000968.SZ,20230821,1.919
000969.SZ,20230821,6.851
000970.SZ,20230821,17.883
000971.SZ,20230821,3.789
000972.SZ,20230821,3.266
000973.SZ,20230821,3.941
000975.SZ,20230821,10.641
000976.SZ,20230821,3.693
000977.SZ,20230821,6.633
000978.SZ,20230821,3.133
000980.SZ,20230821,2.078
000981.SZ,20230821,8.802
000982.SZ,20230821,16.841
000983.SZ,20230821,10.583
000985.SZ,20230821,1.682
000987.SZ,20230821,8.106
000988.SZ,20230821,10.116
000989.SZ,20230821,5.155
000990.SZ,20230821,3.164
000993.SZ,20230821,1.82
000995.SZ,20230821,1.686
000996.SZ,20230821,4.059
000997.SZ,20230821,11.437
000998.SZ,20230821,10.97
000999.SZ,20230821,2.151
001201.SZ,20230821,1.717
001202.SZ,20230821,1.052
001203.SZ,20230821,1.051
001205.SZ,20230821,1.413
001206.SZ,20230821,2.088
001207.SZ,20230821,1.042
001208.SZ,20230821,1.014
001209.SZ,20230821,1.461
001210.SZ,20230821,1.25
001211.SZ,20230821,1.039
001212.SZ,20230821,1.325
001213.SZ,20230821,1.013
001215.SZ,20230821,1.005
001216.SZ,20230821,1.036
001217.SZ,20230821,1.028
001218.SZ,20230821,1.476
001219.SZ,20230821,1.729
001222.SZ,20230821,1.428
001223.SZ,20230821,1.0
001225.SZ,20230821,1.027
001226.SZ,20230821,1.015
001227.SZ,20230821,1.066
001228.SZ,20230821,1.013
001229.SZ,20230821,1.012
001230.SZ,20230821,1.008
001231.SZ,20230821,1.009
001234.SZ,20230821,1.044
001236.SZ,20230821,1.002
001238.SZ,20230821,1.004
001255.SZ,20230821,1.006
001256.SZ,20230821,1.009
001258.SZ,20230821,1.006
001259.SZ,20230821,1.0
001260.SZ,20230821,1.024
001266.SZ,20230821,1.43
001267.SZ,20230821,1.024
001268.SZ,20230821,1.014
001269.SZ,20230821,1.408
