ts_code,trade_date,open,high,low,close,vol,amount
000001.SZ,20180802,9.13,9.15,8.88,8.94,931401.28,839272.254
000002.SZ,20180802,22.34,22.34,21.07,21.38,677777.75,1457805.725
000004.SZ,20180802,18.15,18.8,17.42,18.66,6702.0,12252.123
000005.SZ,20180802,3.06,3.08,2.94,2.99,92704.38,27752.761
000006.SZ,20180802,5.79,5.79,5.36,5.45,141845.06,78318.834
000007.SZ,20180802,13.11,13.15,11.79,12.85,46058.83,56047.12
000009.SZ,20180802,4.94,4.94,4.65,4.75,124549.89,59249.791
000010.SZ,20180802,4.55,4.55,4.36,4.41,47754.06,21212.427
000011.SZ,20180802,11.17,11.38,10.7,11.16,70010.2,77690.349
000012.SZ,20180802,5.01,5.06,4.8,4.96,121780.36,60044.376
000014.SZ,20180802,12.06,12.13,11.0,11.02,135957.95,153181.157
000016.SZ,20180802,4.75,4.75,4.4,4.54,134851.15,61462.058
000017.SZ,20180802,4.87,4.96,4.6,4.63,392935.34,185901.334
000018.SZ,20180802,3.29,3.29,3.11,3.2,233010.4,74350.312
000019.SZ,20180802,10.0,10.0,9.1,9.42,192377.68,183407.565
000020.SZ,20180802,13.65,13.66,12.48,12.85,24921.01,32068.341
000021.SZ,20180802,6.66,6.73,6.28,6.4,105816.91,68340.726
000022.SZ,20180802,18.5,18.68,17.35,17.72,32666.57,58634.604
000023.SZ,20180802,12.37,12.37,11.4,11.62,36352.33,42812.132
000025.SZ,20180802,31.26,31.49,30.01,30.57,26357.05,80553.292
000026.SZ,20180802,8.19,8.19,7.55,7.66,35606.76,27708.988
000027.SZ,20180802,5.05,5.06,4.85,4.89,59211.75,29284.206
000028.SZ,20180802,45.22,45.22,42.26,43.36,10519.32,45649.008
000030.SZ,20180802,4.88,4.9,4.61,4.81,41351.2,19667.594
000031.SZ,20180802,5.96,5.96,5.65,5.85,89190.84,51969.139
000032.SZ,20180802,8.2,8.34,7.5,7.67,61357.99,48020.013
000034.SZ,20180802,14.7,14.9,13.52,14.1,48862.3,68873.261
000035.SZ,20180802,4.45,4.48,4.03,4.09,153115.66,63639.689
000036.SZ,20180802,5.8,5.85,5.44,5.63,71627.11,40102.199
000037.SZ,20180802,6.0,6.0,5.61,5.78,21692.13,12524.462
000039.SZ,20180802,12.2,12.24,11.44,11.7,124521.5,146067.694
000040.SZ,20180802,10.16,10.18,9.24,9.58,162186.09,157643.192
000042.SZ,20180802,15.75,16.35,15.11,16.3,16021.61,25228.653
000043.SZ,20180802,7.27,7.27,6.77,6.92,33494.39,23273.582
000045.SZ,20180802,7.3,7.38,6.96,7.25,60756.0,43667.267
000046.SZ,20180802,6.41,6.47,6.1,6.42,138612.29,88097.605
000048.SZ,20180802,20.41,20.67,19.9,20.06,2531.0,5117.727
000049.SZ,20180802,28.23,28.36,26.76,27.29,25485.52,69682.016
000050.SZ,20180802,14.01,14.02,13.15,13.56,202437.36,274683.935
000055.SZ,20180802,5.03,5.04,4.76,4.86,65816.5,32192.264
000056.SZ,20180802,10.05,10.59,10.03,10.48,7700.0,7888.305
000058.SZ,20180802,5.33,5.37,5.01,5.14,51485.15,26416.888
