ts_code,trade_date,adj_factor
689009.SH,20220225,1.0
000001.SZ,20220225,111.922
000002.SZ,20220225,162.737
000004.SZ,20220225,4.064
000005.SZ,20220225,9.268
000006.SZ,20220225,37.878
000007.SZ,20220225,8.284
000008.SZ,20220225,22.408
000009.SZ,20220225,8.891
000010.SZ,20220225,10.775
000011.SZ,20220225,3.874
000012.SZ,20220225,27.053
000014.SZ,20220225,5.434
000016.SZ,20220225,22.172
000017.SZ,20220225,2.683
000019.SZ,20220225,4.321
000020.SZ,20220225,1.752
000021.SZ,20220225,14.166
000023.SZ,20220225,2.668
000025.SZ,20220225,2.74
000026.SZ,20220225,7.964
000027.SZ,20220225,16.844
000028.SZ,20220225,4.078
000029.SZ,20220225,2.262
000030.SZ,20220225,3.563
000031.SZ,20220225,14.651
000032.SZ,20220225,4.163
000034.SZ,20220225,3.076
000035.SZ,20220225,4.612
000036.SZ,20220225,12.515
000037.SZ,20220225,5.668
000038.SZ,20220225,2.924
000039.SZ,20220225,31.363
000040.SZ,20220225,4.349
000042.SZ,20220225,13.432
000045.SZ,20220225,2.938
000046.SZ,20220225,34.006
000048.SZ,20220225,8.573
000049.SZ,20220225,8.083
000050.SZ,20220225,8.413
000055.SZ,20220225,9.783
000056.SZ,20220225,4.708
000058.SZ,20220225,3.28
000059.SZ,20220225,1.719
000060.SZ,20220225,38.489
000061.SZ,20220225,21.706
000062.SZ,20220225,7.36
000063.SZ,20220225,15.959
000065.SZ,20220225,15.528
000066.SZ,20220225,10.945
000068.SZ,20220225,2.28
000069.SZ,20220225,44.455
000070.SZ,20220225,3.484
000078.SZ,20220225,20.484
000088.SZ,20220225,8.045
000089.SZ,20220225,7.087
000090.SZ,20220225,7.964
000096.SZ,20220225,2.659
000099.SZ,20220225,3.845
000100.SZ,20220225,3.212
000150.SZ,20220225,3.944
000151.SZ,20220225,2.759
000153.SZ,20220225,5.652
000155.SZ,20220225,1.568
000156.SZ,20220225,1.106
000157.SZ,20220225,75.664
000158.SZ,20220225,2.952
000159.SZ,20220225,3.215
000166.SZ,20220225,1.482
000301.SZ,20220225,2.308
000333.SZ,20220225,4.728
000338.SZ,20220225,20.231
000400.SZ,20220225,7.734
000401.SZ,20220225,4.197
000402.SZ,20220225,38.85
000403.SZ,20220225,7.581
000404.SZ,20220225,3.422
000407.SZ,20220225,11.037
000408.SZ,20220225,5.675
000409.SZ,20220225,2.15
000410.SZ,20220225,2.889
000411.SZ,20220225,2.587
000413.SZ,20220225,4.592
000415.SZ,20220225,20.919
000416.SZ,20220225,9.705
000417.SZ,20220225,17.664
000419.SZ,20220225,14.999
000420.SZ,20220225,6.352
000421.SZ,20220225,6.993
000422.SZ,20220225,14.787
000423.SZ,20220225,10.226
000425.SZ,20220225,39.025
000426.SZ,20220225,16.932
000428.SZ,20220225,12.139
000429.SZ,20220225,3.924
000430.SZ,20220225,4.612
000488.SZ,20220225,9.767
000498.SZ,20220225,2.855
000501.SZ,20220225,6.777
000502.SZ,20220225,3.113
000503.SZ,20220225,7.615
000504.SZ,20220225,2.103
000505.SZ,20220225,3.312
000506.SZ,20220225,2.872
000507.SZ,20220225,4.609
000509.SZ,20220225,9.7463
000510.SZ,20220225,10.422
000513.SZ,20220225,8.626
000514.SZ,20220225,4.378
000516.SZ,20220225,39.873
000517.SZ,20220225,13.55
000518.SZ,20220225,8.377
000519.SZ,20220225,7.937
000520.SZ,20220225,6.855
000521.SZ,20220225,5.289
000523.SZ,20220225,6.687
000524.SZ,20220225,4.927
000525.SZ,20220225,7.524
000526.SZ,20220225,2.471
000528.SZ,20220225,12.126
000529.SZ,20220225,3.229
000530.SZ,20220225,9.878
000531.SZ,20220225,12.749
000532.SZ,20220225,4.44
000533.SZ,20220225,2.258
000534.SZ,20220225,4.187
000536.SZ,20220225,3.673
000537.SZ,20220225,6.512
000538.SZ,20220225,18.809
000539.SZ,20220225,18.753
000540.SZ,20220225,80.895
000541.SZ,20220225,30.396
000543.SZ,20220225,4.712
000544.SZ,20220225,3.648
000545.SZ,20220225,4.283
000546.SZ,20220225,1.845
000547.SZ,20220225,10.622
000548.SZ,20220225,3.554
000550.SZ,20220225,3.571
000551.SZ,20220225,7.818
000552.SZ,20220225,7.267
000553.SZ,20220225,4.195
000554.SZ,20220225,4.907
000555.SZ,20220225,3.152
000557.SZ,20220225,7.328
000558.SZ,20220225,5.957
000559.SZ,20220225,35.354
000560.SZ,20220225,5.283
000561.SZ,20220225,2.52
000563.SZ,20220225,17.503
000564.SZ,20220225,7.182
000565.SZ,20220225,7.597
000566.SZ,20220225,9.514
000567.SZ,20220225,4.748
000568.SZ,20220225,33.153
000570.SZ,20220225,4.499
000571.SZ,20220225,7.613
000572.SZ,20220225,4.656
000573.SZ,20220225,7.799
000576.SZ,20220225,6.297
000581.SZ,20220225,5.371
000582.SZ,20220225,4.986
000584.SZ,20220225,4.845
000585.SZ,20220225,1.277
000586.SZ,20220225,3.698
000587.SZ,20220225,12.655
000589.SZ,20220225,5.139
000590.SZ,20220225,4.764
000591.SZ,20220225,13.823
000592.SZ,20220225,6.375
000593.SZ,20220225,5.6
000595.SZ,20220225,4.958
000596.SZ,20220225,3.437
000597.SZ,20220225,4.801
000598.SZ,20220225,25.663
000599.SZ,20220225,4.89
000600.SZ,20220225,7.193
000601.SZ,20220225,10.364
000603.SZ,20220225,4.269
000605.SZ,20220225,3.569
000606.SZ,20220225,6.443
000607.SZ,20220225,3.762
000608.SZ,20220225,11.125
000609.SZ,20220225,6.029
000610.SZ,20220225,3.017
000611.SZ,20220225,4.596
000612.SZ,20220225,9.77
000613.SZ,20220225,1.43
000615.SZ,20220225,9.093
000616.SZ,20220225,28.319
000617.SZ,20220225,7.287
000619.SZ,20220225,9.341
000620.SZ,20220225,2.284
000622.SZ,20220225,2.525
000623.SZ,20220225,21.411
000625.SZ,20220225,11.055
000626.SZ,20220225,10.678
000627.SZ,20220225,27.954
000628.SZ,20220225,3.169
000629.SZ,20220225,7.789
000630.SZ,20220225,27.197
000631.SZ,20220225,17.91
000632.SZ,20220225,7.527
000633.SZ,20220225,7.479
000635.SZ,20220225,4.212
000636.SZ,20220225,17.37
000637.SZ,20220225,17.116
000638.SZ,20220225,4.42
000639.SZ,20220225,10.906
000650.SZ,20220225,21.968
000651.SZ,20220225,171.831
000652.SZ,20220225,27.513
000655.SZ,20220225,5.765
000656.SZ,20220225,7.43
000657.SZ,20220225,4.24
000659.SZ,20220225,16.527
000661.SZ,20220225,7.445
000663.SZ,20220225,4.049
000665.SZ,20220225,5.766
000666.SZ,20220225,1.619
000667.SZ,20220225,25.348
000668.SZ,20220225,3.672
000669.SZ,20220225,3.651
000671.SZ,20220225,34.748
000672.SZ,20220225,6.255
000673.SZ,20220225,11.508
000676.SZ,20220225,10.804
000677.SZ,20220225,18.3
000678.SZ,20220225,4.96
000679.SZ,20220225,5.763
000680.SZ,20220225,5.46
000681.SZ,20220225,5.046
000682.SZ,20220225,15.749
000683.SZ,20220225,7.556
000685.SZ,20220225,15.133
000686.SZ,20220225,13.18
000687.SZ,20220225,3.319
000688.SZ,20220225,4.953
000690.SZ,20220225,44.57
000691.SZ,20220225,3.055
000692.SZ,20220225,12.19
000695.SZ,20220225,2.55
000697.SZ,20220225,3.675
000698.SZ,20220225,3.07
000700.SZ,20220225,16.526
000701.SZ,20220225,1.726
000702.SZ,20220225,2.553
000703.SZ,20220225,9.486
000705.SZ,20220225,5.472
000707.SZ,20220225,3.038
000708.SZ,20220225,3.701
000709.SZ,20220225,10.557
000710.SZ,20220225,3.497
000711.SZ,20220225,9.759
000712.SZ,20220225,13.151
000713.SZ,20220225,6.25
000715.SZ,20220225,5.042
000716.SZ,20220225,3.783
000717.SZ,20220225,4.856
000718.SZ,20220225,8.043
000719.SZ,20220225,4.7
000720.SZ,20220225,7.26
000721.SZ,20220225,4.69
000722.SZ,20220225,3.963
000723.SZ,20220225,6.703
000725.SZ,20220225,4.959
000726.SZ,20220225,8.101
000727.SZ,20220225,5.635
000728.SZ,20220225,2.694
000729.SZ,20220225,8.131
000731.SZ,20220225,11.309
000732.SZ,20220225,4.428
000733.SZ,20220225,2.207
000735.SZ,20220225,5.841
000736.SZ,20220225,3.015
000737.SZ,20220225,3.636
000738.SZ,20220225,1.803
000739.SZ,20220225,12.376
000750.SZ,20220225,12.935
000751.SZ,20220225,3.371
000752.SZ,20220225,4.771
000753.SZ,20220225,10.856
000755.SZ,20220225,2.567
000756.SZ,20220225,2.035
000757.SZ,20220225,4.024
000758.SZ,20220225,16.857
000759.SZ,20220225,7.071
000761.SZ,20220225,2.097
000762.SZ,20220225,5.38
000766.SZ,20220225,3.268
000767.SZ,20220225,10.762
000768.SZ,20220225,8.475
000776.SZ,20220225,5.781
000777.SZ,20220225,7.043
000778.SZ,20220225,13.903
000779.SZ,20220225,2.328
000782.SZ,20220225,3.421
000783.SZ,20220225,5.649
000785.SZ,20220225,6.478
000786.SZ,20220225,10.743
000788.SZ,20220225,3.754
000789.SZ,20220225,6.15
000790.SZ,20220225,12.275
000791.SZ,20220225,3.831
000792.SZ,20220225,7.369
000793.SZ,20220225,12.769
000795.SZ,20220225,4.284
000796.SZ,20220225,4.026
000797.SZ,20220225,6.763
000798.SZ,20220225,2.302
000799.SZ,20220225,2.034
000800.SZ,20220225,2.489
000801.SZ,20220225,14.53
000802.SZ,20220225,3.328
000803.SZ,20220225,3.005
000806.SZ,20220225,8.502
000807.SZ,20220225,6.803
000809.SZ,20220225,2.896
000810.SZ,20220225,5.389
000811.SZ,20220225,15.321
000812.SZ,20220225,7.386
000813.SZ,20220225,3.929
000815.SZ,20220225,3.446
000816.SZ,20220225,7.31
000818.SZ,20220225,2.089
000819.SZ,20220225,8.397
000820.SZ,20220225,1.925
000821.SZ,20220225,2.462
000822.SZ,20220225,2.427
000823.SZ,20220225,2.899
000825.SZ,20220225,8.031
000826.SZ,20220225,8.322
000828.SZ,20220225,3.774
000829.SZ,20220225,14.997
000830.SZ,20220225,7.018
000831.SZ,20220225,4.006
000833.SZ,20220225,1.66
000835.SZ,20220225,7.462
000836.SZ,20220225,8.029
000837.SZ,20220225,4.035
000838.SZ,20220225,13.129
000839.SZ,20220225,22.611
000848.SZ,20220225,26.048
000850.SZ,20220225,8.279
000851.SZ,20220225,2.397
000852.SZ,20220225,5.479
000856.SZ,20220225,1.878
000858.SZ,20220225,17.725
000859.SZ,20220225,3.694
000860.SZ,20220225,3.009
000861.SZ,20220225,18.791
000862.SZ,20220225,2.698
000863.SZ,20220225,6.671
000868.SZ,20220225,6.73
000869.SZ,20220225,4.701
000875.SZ,20220225,1.406
000876.SZ,20220225,18.164
000877.SZ,20220225,6.933
000878.SZ,20220225,2.812
000880.SZ,20220225,3.9
000881.SZ,20220225,4.965
000882.SZ,20220225,2.945
000883.SZ,20220225,5.522
000885.SZ,20220225,2.051
000886.SZ,20220225,3.054
000887.SZ,20220225,7.228
000888.SZ,20220225,6.303
000889.SZ,20220225,5.05
000890.SZ,20220225,3.602
000892.SZ,20220225,2.486
000893.SZ,20220225,2.035
000895.SZ,20220225,22.622
000897.SZ,20220225,5.945
000898.SZ,20220225,3.076
000899.SZ,20220225,3.618
000900.SZ,20220225,13.434
000901.SZ,20220225,6.519
000902.SZ,20220225,3.621
000903.SZ,20220225,11.983
000905.SZ,20220225,2.619
000906.SZ,20220225,4.761
000908.SZ,20220225,2.83
000909.SZ,20220225,2.133
000910.SZ,20220225,2.479
000911.SZ,20220225,1.889
000912.SZ,20220225,2.301
000913.SZ,20220225,2.724
000915.SZ,20220225,3.256
000917.SZ,20220225,7.9
000918.SZ,20220225,2.466
000919.SZ,20220225,3.74
000920.SZ,20220225,3.108
000921.SZ,20220225,1.394
000922.SZ,20220225,2.771
000923.SZ,20220225,1.664
000925.SZ,20220225,3.007
000926.SZ,20220225,3.508
000927.SZ,20220225,1.588
000928.SZ,20220225,2.216
000929.SZ,20220225,2.498
000930.SZ,20220225,5.75
000931.SZ,20220225,1.54
000932.SZ,20220225,2.212
000933.SZ,20220225,12.558
000935.SZ,20220225,3.134
000936.SZ,20220225,6.577
000937.SZ,20220225,8.452
000938.SZ,20220225,7.041
000948.SZ,20220225,2.529
000949.SZ,20220225,4.762
000950.SZ,20220225,2.381
000951.SZ,20220225,4.672
000952.SZ,20220225,2.547
000953.SZ,20220225,2.608
000955.SZ,20220225,2.46
000957.SZ,20220225,5.113
000958.SZ,20220225,4.531
000959.SZ,20220225,2.274
000960.SZ,20220225,3.384
000961.SZ,20220225,6.258
000962.SZ,20220225,3.362
000963.SZ,20220225,12.614
000965.SZ,20220225,2.839
000966.SZ,20220225,3.944
000967.SZ,20220225,5.215
000968.SZ,20220225,1.895
000969.SZ,20220225,6.759
000970.SZ,20220225,17.624
000971.SZ,20220225,3.789
000972.SZ,20220225,3.266
000973.SZ,20220225,3.87
000975.SZ,20220225,10.119
000976.SZ,20220225,3.693
000977.SZ,20220225,6.578
000978.SZ,20220225,3.133
000980.SZ,20220225,2.078
000982.SZ,20220225,16.841
000983.SZ,20220225,8.777
000985.SZ,20220225,1.671
000987.SZ,20220225,5.723
000988.SZ,20220225,10.043
000989.SZ,20220225,4.794
000990.SZ,20220225,3.12
000993.SZ,20220225,1.82
000995.SZ,20220225,1.686
000996.SZ,20220225,4.059
000997.SZ,20220225,11.211
000998.SZ,20220225,11.267
