ts_code,trade_date,suspend_type
600215.SH,20200113,S
600248.SH,20200113,S
600319.SH,20200113,S
600419.SH,20200113,S
600679.SH,20200113,S
600817.SH,20200113,S
830832.BJ,20200113,S
832651.BJ,20200113,S
833394.BJ,20200113,S
834770.BJ,20200113,S
835857.BJ,20200113,S
837023.BJ,20200113,S
000750.SZ,20200114,R
600319.SH,20200114,R
600419.SH,20200114,R
000029.SZ,20200114,S
000032.SZ,20200114,S
000803.SZ,20200114,S
002450.SZ,20200114,S
002761.SZ,20200114,S
002902.SZ,20200114,S
300397.SZ,20200114,S
300571.SZ,20200114,S
430564.BJ,20200114,S
600145.SH,20200114,S
600215.SH,20200114,S
600248.SH,20200114,S
600679.SH,20200114,S
600817.SH,20200114,S
601258.SH,20200114,S
830832.BJ,20200114,S
832651.BJ,20200114,S
833394.BJ,20200114,S
834770.BJ,20200114,S
835857.BJ,20200114,S
837023.BJ,20200114,S
601258.SH,20200115,R
000029.SZ,20200115,S
000032.SZ,20200115,S
000803.SZ,20200115,S
002450.SZ,20200115,S
002645.SZ,20200115,S
002761.SZ,20200115,S
002902.SZ,20200115,S
300397.SZ,20200115,S
300571.SZ,20200115,S
430564.BJ,20200115,S
600075.SH,20200115,S
600145.SH,20200115,S
600215.SH,20200115,S
600248.SH,20200115,S
600679.SH,20200115,S
600817.SH,20200115,S
603551.SH,20200115,S
830832.BJ,20200115,S
832651.BJ,20200115,S
833394.BJ,20200115,S
834770.BJ,20200115,S
835857.BJ,20200115,S
837023.BJ,20200115,S
002645.SZ,20200116,R
600075.SH,20200116,R
600215.SH,20200116,R
000029.SZ,20200116,S
000032.SZ,20200116,S
000803.SZ,20200116,S
002266.SZ,20200116,S
002450.SZ,20200116,S
002761.SZ,20200116,S
002902.SZ,20200116,S
300397.SZ,20200116,S
300571.SZ,20200116,S
300592.SZ,20200116,S
430564.BJ,20200116,S
600145.SH,20200116,S
600226.SH,20200116,S
600248.SH,20200116,S
600679.SH,20200116,S
600817.SH,20200116,S
601816.SH,20200116,S
830832.BJ,20200116,S
832651.BJ,20200116,S
833394.BJ,20200116,S
834770.BJ,20200116,S
835857.BJ,20200116,S
837023.BJ,20200116,S
002266.SZ,20200117,R
300571.SZ,20200117,R
300592.SZ,20200117,R
600248.SH,20200117,R
000029.SZ,20200117,S
000032.SZ,20200117,S
000792.SZ,20200117,S
000803.SZ,20200117,S
002450.SZ,20200117,S
002761.SZ,20200117,S
002902.SZ,20200117,S
300397.SZ,20200117,S
430564.BJ,20200117,S
600145.SH,20200117,S
600226.SH,20200117,S
600679.SH,20200117,S
600817.SH,20200117,S
830832.BJ,20200117,S
832651.BJ,20200117,S
833394.BJ,20200117,S
834770.BJ,20200117,S
835857.BJ,20200117,S
837023.BJ,20200117,S
000792.SZ,20200120,R
000803.SZ,20200120,R
600679.SH,20200120,R
830832.BJ,20200120,R
000029.SZ,20200120,S
000032.SZ,20200120,S
002450.SZ,20200120,S
002761.SZ,20200120,S
002902.SZ,20200120,S
300397.SZ,20200120,S
430564.BJ,20200120,S
600145.SH,20200120,S
600186.SH,20200120,S
600226.SH,20200120,S
600817.SH,20200120,S
688278.SH,20200120,S
832651.BJ,20200120,S
833394.BJ,20200120,S
834770.BJ,20200120,S
835857.BJ,20200120,S
837023.BJ,20200120,S
600186.SH,20200121,R
600226.SH,20200121,R
600817.SH,20200121,R
000029.SZ,20200121,S
000032.SZ,20200121,S
002450.SZ,20200121,S
002761.SZ,20200121,S
002902.SZ,20200121,S
300353.SZ,20200121,S
300397.SZ,20200121,S
430564.BJ,20200121,S
600145.SH,20200121,S
600677.SH,20200121,S
832651.BJ,20200121,S
833394.BJ,20200121,S
834770.BJ,20200121,S
835857.BJ,20200121,S
837023.BJ,20200121,S
000032.SZ,20200122,R
002761.SZ,20200122,R
002902.SZ,20200122,R
600677.SH,20200122,R
000029.SZ,20200122,S
002450.SZ,20200122,S
300353.SZ,20200122,S
300397.SZ,20200122,S
430564.BJ,20200122,S
600145.SH,20200122,S
603637.SH,20200122,S
832651.BJ,20200122,S
833394.BJ,20200122,S
834770.BJ,20200122,S
835857.BJ,20200122,S
837023.BJ,20200122,S
000029.SZ,20200123,S
002450.SZ,20200123,S
300353.SZ,20200123,S
300397.SZ,20200123,S
300815.SZ,20200123,S
430564.BJ,20200123,S
600145.SH,20200123,S
603637.SH,20200123,S
832651.BJ,20200123,S
833394.BJ,20200123,S
834770.BJ,20200123,S
835857.BJ,20200123,S
837023.BJ,20200123,S
603637.SH,20200203,R
000029.SZ,20200203,S
002450.SZ,20200203,S
300353.SZ,20200203,S
300397.SZ,20200203,S
430564.BJ,20200203,S
600145.SH,20200203,S
600240.SH,20200203,S
688026.SH,20200203,S
832651.BJ,20200203,S
833394.BJ,20200203,S
834770.BJ,20200203,S
835857.BJ,20200203,S
837023.BJ,20200203,S
000029.SZ,20200204,S
002450.SZ,20200204,S
300353.SZ,20200204,S
300397.SZ,20200204,S
430564.BJ,20200204,S
600145.SH,20200204,S
600240.SH,20200204,S
603290.SH,20200204,S
688026.SH,20200204,S
688100.SH,20200204,S
688159.SH,20200204,S
832651.BJ,20200204,S
833394.BJ,20200204,S
834770.BJ,20200204,S
835857.BJ,20200204,S
837023.BJ,20200204,S
300397.SZ,20200205,R
000029.SZ,20200205,S
002450.SZ,20200205,S
002975.SZ,20200205,S
300353.SZ,20200205,S
430564.BJ,20200205,S
600145.SH,20200205,S
688298.SH,20200205,S
832651.BJ,20200205,S
833394.BJ,20200205,S
834770.BJ,20200205,S
835857.BJ,20200205,S
837023.BJ,20200205,S
000029.SZ,20200206,S
002450.SZ,20200206,S
300353.SZ,20200206,S
430564.BJ,20200206,S
600145.SH,20200206,S
603195.SH,20200206,S
832651.BJ,20200206,S
833394.BJ,20200206,S
834770.BJ,20200206,S
835857.BJ,20200206,S
837023.BJ,20200206,S
000029.SZ,20200207,S
002450.SZ,20200207,S
300353.SZ,20200207,S
430564.BJ,20200207,S
600145.SH,20200207,S
603893.SH,20200207,S
832651.BJ,20200207,S
833394.BJ,20200207,S
834770.BJ,20200207,S
835857.BJ,20200207,S
837023.BJ,20200207,S
000029.SZ,20200210,S
002450.SZ,20200210,S
300353.SZ,20200210,S
300816.SZ,20200210,S
430564.BJ,20200210,S
600145.SH,20200210,S
832651.BJ,20200210,S
833394.BJ,20200210,S
834770.BJ,20200210,S
835857.BJ,20200210,S
837023.BJ,20200210,S
837023.BJ,20200211,R
000029.SZ,20200211,S
002450.SZ,20200211,S
300353.SZ,20200211,S
430564.BJ,20200211,S
600145.SH,20200211,S
688186.SH,20200211,S
688398.SH,20200211,S
832651.BJ,20200211,S
833394.BJ,20200211,S
834770.BJ,20200211,S
835857.BJ,20200211,S
300353.SZ,20200212,R
000029.SZ,20200212,S
002450.SZ,20200212,S
300818.SZ,20200212,S
430564.BJ,20200212,S
600093.SH,20200212,S
600145.SH,20200212,S
832651.BJ,20200212,S
833394.BJ,20200212,S
834770.BJ,20200212,S
835857.BJ,20200212,S
000029.SZ,20200213,S
002450.SZ,20200213,S
300820.SZ,20200213,S
430564.BJ,20200213,S
600093.SH,20200213,S
600145.SH,20200213,S
832651.BJ,20200213,S
833394.BJ,20200213,S
834770.BJ,20200213,S
835857.BJ,20200213,S
600093.SH,20200214,R
000029.SZ,20200214,S
002450.SZ,20200214,S
430564.BJ,20200214,S
600145.SH,20200214,S
832651.BJ,20200214,S
833394.BJ,20200214,S
834770.BJ,20200214,S
835857.BJ,20200214,S
000029.SZ,20200217,S
002450.SZ,20200217,S
430564.BJ,20200217,S
600145.SH,20200217,S
832651.BJ,20200217,S
833394.BJ,20200217,S
834770.BJ,20200217,S
835857.BJ,20200217,S
000029.SZ,20200218,S
000800.SZ,20200218,S
002450.SZ,20200218,S
300294.SZ,20200218,S
300817.SZ,20200218,S
430564.BJ,20200218,S
600145.SH,20200218,S
832651.BJ,20200218,S
833394.BJ,20200218,S
834770.BJ,20200218,S
835857.BJ,20200218,S
000800.SZ,20200219,R
300294.SZ,20200219,R
000029.SZ,20200219,S
002450.SZ,20200219,S
430564.BJ,20200219,S
600145.SH,20200219,S
832651.BJ,20200219,S
833394.BJ,20200219,S
834770.BJ,20200219,S
835857.BJ,20200219,S
000029.SZ,20200220,S
002450.SZ,20200220,S
430564.BJ,20200220,S
600145.SH,20200220,S
832651.BJ,20200220,S
833394.BJ,20200220,S
834770.BJ,20200220,S
835857.BJ,20200220,S
430564.BJ,20200221,R
000029.SZ,20200221,S
002450.SZ,20200221,S
600145.SH,20200221,S
688177.SH,20200221,S
832651.BJ,20200221,S
833394.BJ,20200221,S
834770.BJ,20200221,S
835857.BJ,20200221,S
000029.SZ,20200224,S
002450.SZ,20200224,S
600145.SH,20200224,S
832651.BJ,20200224,S
833394.BJ,20200224,S
834770.BJ,20200224,S
835857.BJ,20200224,S
000029.SZ,20200225,S
002450.SZ,20200225,S
600145.SH,20200225,S
832651.BJ,20200225,S
833394.BJ,20200225,S
834770.BJ,20200225,S
835857.BJ,20200225,S
000029.SZ,20200226,S
002450.SZ,20200226,S
300173.SZ,20200226,S
600145.SH,20200226,S
601696.SH,20200226,S
832651.BJ,20200226,S
833394.BJ,20200226,S
834770.BJ,20200226,S
835857.BJ,20200226,S
300173.SZ,20200227,R
000029.SZ,20200227,S
000901.SZ,20200227,S
002450.SZ,20200227,S
600145.SH,20200227,S
600289.SH,20200227,S
832651.BJ,20200227,S
833394.BJ,20200227,S
834770.BJ,20200227,S
835857.BJ,20200227,S
600289.SH,20200228,R
000029.SZ,20200228,S
000901.SZ,20200228,S
002450.SZ,20200228,S
600145.SH,20200228,S
832651.BJ,20200228,S
833394.BJ,20200228,S
834770.BJ,20200228,S
835857.BJ,20200228,S
000029.SZ,20200302,S
000502.SZ,20200302,S
000901.SZ,20200302,S
002450.SZ,20200302,S
600145.SH,20200302,S
603066.SH,20200302,S
603948.SH,20200302,S
832651.BJ,20200302,S
833394.BJ,20200302,S
834770.BJ,20200302,S
835857.BJ,20200302,S
000029.SZ,20200303,S
000502.SZ,20200303,S
000901.SZ,20200303,S
002450.SZ,20200303,S
600145.SH,20200303,S
600891.SH,20200303,S
603066.SH,20200303,S
832651.BJ,20200303,S
833394.BJ,20200303,S
834770.BJ,20200303,S
835857.BJ,20200303,S
603066.SH,20200304,R
000029.SZ,20200304,S
000502.SZ,20200304,S
000901.SZ,20200304,S
002450.SZ,20200304,S
002724.SZ,20200304,S
600145.SH,20200304,S
600732.SH,20200304,S
600891.SH,20200304,S
603002.SH,20200304,S
603960.SH,20200304,S
832651.BJ,20200304,S
833394.BJ,20200304,S
834770.BJ,20200304,S
835857.BJ,20200304,S
002724.SZ,20200305,R
600732.SH,20200305,R
603960.SH,20200305,R
000029.SZ,20200305,S
000502.SZ,20200305,S
000901.SZ,20200305,S
002450.SZ,20200305,S
300592.SZ,20200305,S
600145.SH,20200305,S
600228.SH,20200305,S
600891.SH,20200305,S
603002.SH,20200305,S
832651.BJ,20200305,S
833394.BJ,20200305,S
834770.BJ,20200305,S
835857.BJ,20200305,S
000901.SZ,20200306,R
000029.SZ,20200306,S
000502.SZ,20200306,S
002450.SZ,20200306,S
002976.SZ,20200306,S
300070.SZ,20200306,S
300592.SZ,20200306,S
600145.SH,20200306,S
600228.SH,20200306,S
600310.SH,20200306,S
600891.SH,20200306,S
603002.SH,20200306,S
603399.SH,20200306,S
832651.BJ,20200306,S
833394.BJ,20200306,S
834770.BJ,20200306,S
835857.BJ,20200306,S
000029.SZ,20200309,S
000502.SZ,20200309,S
002450.SZ,20200309,S
300070.SZ,20200309,S
300592.SZ,20200309,S
600145.SH,20200309,S
600167.SH,20200309,S
600228.SH,20200309,S
600310.SH,20200309,S
600891.SH,20200309,S
603002.SH,20200309,S
603399.SH,20200309,S
832651.BJ,20200309,S
833394.BJ,20200309,S
834770.BJ,20200309,S
835857.BJ,20200309,S
000029.SZ,20200310,S
000502.SZ,20200310,S
002450.SZ,20200310,S
300070.SZ,20200310,S
300592.SZ,20200310,S
600145.SH,20200310,S
600167.SH,20200310,S
600228.SH,20200310,S
600310.SH,20200310,S
600891.SH,20200310,S
603002.SH,20200310,S
603399.SH,20200310,S
603949.SH,20200310,S
832651.BJ,20200310,S
833394.BJ,20200310,S
834770.BJ,20200310,S
835857.BJ,20200310,S
600167.SH,20200311,R
000029.SZ,20200311,S
000502.SZ,20200311,S
000977.SZ,20200311,S
002450.SZ,20200311,S
300070.SZ,20200311,S
300592.SZ,20200311,S
600145.SH,20200311,S
600228.SH,20200311,S
600310.SH,20200311,S
600766.SH,20200311,S
600891.SH,20200311,S
601162.SH,20200311,S
603002.SH,20200311,S
603399.SH,20200311,S
832651.BJ,20200311,S
833394.BJ,20200311,S
834770.BJ,20200311,S
835857.BJ,20200311,S
300070.SZ,20200312,R
000029.SZ,20200312,S
000502.SZ,20200312,S
000977.SZ,20200312,S
002450.SZ,20200312,S
300592.SZ,20200312,S
300819.SZ,20200312,S
300821.SZ,20200312,S
600145.SH,20200312,S
600228.SH,20200312,S
600310.SH,20200312,S
600745.SH,20200312,S
600766.SH,20200312,S
600891.SH,20200312,S
601127.SH,20200312,S
601162.SH,20200312,S
603002.SH,20200312,S
603399.SH,20200312,S
832651.BJ,20200312,S
833394.BJ,20200312,S
834770.BJ,20200312,S
835857.BJ,20200312,S
601127.SH,20200313,R
000029.SZ,20200313,S
000502.SZ,20200313,S
000977.SZ,20200313,S
002450.SZ,20200313,S
300592.SZ,20200313,S
300822.SZ,20200313,S
600145.SH,20200313,S
600228.SH,20200313,S
600310.SH,20200313,S
600745.SH,20200313,S
600766.SH,20200313,S
600891.SH,20200313,S
601162.SH,20200313,S
601555.SH,20200313,S
603002.SH,20200313,S
603399.SH,20200313,S
832651.BJ,20200313,S
833394.BJ,20200313,S
834770.BJ,20200313,S
835857.BJ,20200313,S
000502.SZ,20200316,R
000029.SZ,20200316,S
000977.SZ,20200316,S
002308.SZ,20200316,S
002450.SZ,20200316,S
300256.SZ,20200316,S
300592.SZ,20200316,S
600145.SH,20200316,S
600228.SH,20200316,S
600310.SH,20200316,S
600745.SH,20200316,S
600766.SH,20200316,S
600891.SH,20200316,S
601162.SH,20200316,S
601555.SH,20200316,S
603002.SH,20200316,S
603399.SH,20200316,S
832651.BJ,20200316,S
833394.BJ,20200316,S
834770.BJ,20200316,S
835857.BJ,20200316,S
000029.SZ,20200317,S
000977.SZ,20200317,S
002308.SZ,20200317,S
002450.SZ,20200317,S
002977.SZ,20200317,S
300256.SZ,20200317,S
300295.SZ,20200317,S
300592.SZ,20200317,S
600145.SH,20200317,S
600228.SH,20200317,S
600310.SH,20200317,S
600745.SH,20200317,S
600766.SH,20200317,S
600891.SH,20200317,S
601162.SH,20200317,S
601555.SH,20200317,S
603002.SH,20200317,S
603399.SH,20200317,S
832651.BJ,20200317,S
833394.BJ,20200317,S
834770.BJ,20200317,S
835857.BJ,20200317,S
603002.SH,20200318,R
000029.SZ,20200318,S
000977.SZ,20200318,S
002308.SZ,20200318,S
002450.SZ,20200318,S
300256.SZ,20200318,S
300295.SZ,20200318,S
300592.SZ,20200318,S
600145.SH,20200318,S
600228.SH,20200318,S
600310.SH,20200318,S
600745.SH,20200318,S
600766.SH,20200318,S
600890.SH,20200318,S
600891.SH,20200318,S
601162.SH,20200318,S
601555.SH,20200318,S
603399.SH,20200318,S
832651.BJ,20200318,S
833394.BJ,20200318,S
834770.BJ,20200318,S
835857.BJ,20200318,S
000977.SZ,20200319,R
601162.SH,20200319,R
300592.SZ,20200319,R
600228.SH,20200319,R
000029.SZ,20200319,S
002308.SZ,20200319,S
002450.SZ,20200319,S
300256.SZ,20200319,S
300295.SZ,20200319,S
300823.SZ,20200319,S
600145.SH,20200319,S
600158.SH,20200319,S
600310.SH,20200319,S
600745.SH,20200319,S
600766.SH,20200319,S
600890.SH,20200319,S
600891.SH,20200319,S
601555.SH,20200319,S
603399.SH,20200319,S
832651.BJ,20200319,S
833394.BJ,20200319,S
834770.BJ,20200319,S
835857.BJ,20200319,S
600158.SH,20200320,R
600310.SH,20200320,R
603399.SH,20200320,R
000029.SZ,20200320,S
000670.SZ,20200320,S
002308.SZ,20200320,S
002450.SZ,20200320,S
300256.SZ,20200320,S
300295.SZ,20200320,S
600145.SH,20200320,S
600354.SH,20200320,S
600745.SH,20200320,S
600766.SH,20200320,S
600890.SH,20200320,S
600891.SH,20200320,S
601555.SH,20200320,S
832651.BJ,20200320,S
833394.BJ,20200320,S
834770.BJ,20200320,S
835857.BJ,20200320,S
601555.SH,20200323,R
600354.SH,20200323,R
002308.SZ,20200323,R
600890.SH,20200323,R
000029.SZ,20200323,S
000670.SZ,20200323,S
002450.SZ,20200323,S
002884.SZ,20200323,S
300256.SZ,20200323,S
300295.SZ,20200323,S
600079.SH,20200323,S
600145.SH,20200323,S
600745.SH,20200323,S
600766.SH,20200323,S
600891.SH,20200323,S
603221.SH,20200323,S
832651.BJ,20200323,S
833394.BJ,20200323,S
834770.BJ,20200323,S
835857.BJ,20200323,S
000029.SZ,20200324,S
000670.SZ,20200324,S
002450.SZ,20200324,S
002884.SZ,20200324,S
300256.SZ,20200324,S
300295.SZ,20200324,S
600079.SH,20200324,S
600145.SH,20200324,S
600745.SH,20200324,S
600766.SH,20200324,S
600816.SH,20200324,S
600891.SH,20200324,S
832651.BJ,20200324,S
833394.BJ,20200324,S
834770.BJ,20200324,S
835857.BJ,20200324,S
600766.SH,20200325,R
000029.SZ,20200325,S
000505.SZ,20200325,S
000670.SZ,20200325,S
002450.SZ,20200325,S
002884.SZ,20200325,S
300256.SZ,20200325,S
300295.SZ,20200325,S
600079.SH,20200325,S
600145.SH,20200325,S
600278.SH,20200325,S
600745.SH,20200325,S
600816.SH,20200325,S
600891.SH,20200325,S
832651.BJ,20200325,S
833394.BJ,20200325,S
834770.BJ,20200325,S
835857.BJ,20200325,S
600278.SH,20200326,R
000505.SZ,20200326,R
600745.SH,20200326,R
000029.SZ,20200326,S
000670.SZ,20200326,S
002450.SZ,20200326,S
002884.SZ,20200326,S
300256.SZ,20200326,S
300295.SZ,20200326,S
600079.SH,20200326,S
600145.SH,20200326,S
600816.SH,20200326,S
600891.SH,20200326,S
601231.SH,20200326,S
832651.BJ,20200326,S
833394.BJ,20200326,S
834770.BJ,20200326,S
835857.BJ,20200326,S
601231.SH,20200327,R
000029.SZ,20200327,S
000670.SZ,20200327,S
002450.SZ,20200327,S
002884.SZ,20200327,S
300256.SZ,20200327,S
300295.SZ,20200327,S
300825.SZ,20200327,S
600079.SH,20200327,S
600145.SH,20200327,S
600816.SH,20200327,S
600891.SH,20200327,S
832651.BJ,20200327,S
833394.BJ,20200327,S
834770.BJ,20200327,S
835857.BJ,20200327,S
300256.SZ,20200330,R
000029.SZ,20200330,S
000670.SZ,20200330,S
002450.SZ,20200330,S
002884.SZ,20200330,S
300295.SZ,20200330,S
600079.SH,20200330,S
600145.SH,20200330,S
600816.SH,20200330,S
600860.SH,20200330,S
600891.SH,20200330,S
603032.SH,20200330,S
832651.BJ,20200330,S
833394.BJ,20200330,S
834770.BJ,20200330,S
835857.BJ,20200330,S
838227.BJ,20200330,S
002884.SZ,20200331,R
600860.SH,20200331,R
300295.SZ,20200331,R
000029.SZ,20200331,S
000509.SZ,20200331,S
000670.SZ,20200331,S
000678.SZ,20200331,S
002450.SZ,20200331,S
600079.SH,20200331,S
600145.SH,20200331,S
600416.SH,20200331,S
600816.SH,20200331,S
600891.SH,20200331,S
603032.SH,20200331,S
832651.BJ,20200331,S
833394.BJ,20200331,S
834770.BJ,20200331,S
835857.BJ,20200331,S
838227.BJ,20200331,S
000509.SZ,20200401,R
600416.SH,20200401,R
000029.SZ,20200401,S
000670.SZ,20200401,S
000678.SZ,20200401,S
002450.SZ,20200401,S
600079.SH,20200401,S
600145.SH,20200401,S
600816.SH,20200401,S
600891.SH,20200401,S
603032.SH,20200401,S
832651.BJ,20200401,S
833394.BJ,20200401,S
834770.BJ,20200401,S
835857.BJ,20200401,S
838227.BJ,20200401,S
000029.SZ,20200402,S
000670.SZ,20200402,S
000678.SZ,20200402,S
002450.SZ,20200402,S
600079.SH,20200402,S
600145.SH,20200402,S
600816.SH,20200402,S
600891.SH,20200402,S
603032.SH,20200402,S
832651.BJ,20200402,S
833394.BJ,20200402,S
834770.BJ,20200402,S
835857.BJ,20200402,S
838227.BJ,20200402,S
600079.SH,20200403,R
000029.SZ,20200403,S
000670.SZ,20200403,S
000678.SZ,20200403,S
002450.SZ,20200403,S
300826.SZ,20200403,S
600145.SH,20200403,S
600812.SH,20200403,S
600816.SH,20200403,S
600891.SH,20200403,S
603032.SH,20200403,S
832651.BJ,20200403,S
833394.BJ,20200403,S
834770.BJ,20200403,S
835857.BJ,20200403,S
838227.BJ,20200403,S
000029.SZ,20200407,S
000615.SZ,20200407,S
000678.SZ,20200407,S
002450.SZ,20200407,S
300164.SZ,20200407,S
300419.SZ,20200407,S
600039.SH,20200407,S
600145.SH,20200407,S
600812.SH,20200407,S
600816.SH,20200407,S
600891.SH,20200407,S
603032.SH,20200407,S
603353.SH,20200407,S
832651.BJ,20200407,S
833394.BJ,20200407,S
834770.BJ,20200407,S
835857.BJ,20200407,S
838227.BJ,20200407,S
600039.SH,20200408,R
000615.SZ,20200408,R
000029.SZ,20200408,S
000678.SZ,20200408,S
002450.SZ,20200408,S
002979.SZ,20200408,S
300164.SZ,20200408,S
300334.SZ,20200408,S
300419.SZ,20200408,S
600145.SH,20200408,S
600186.SH,20200408,S
600234.SH,20200408,S
600812.SH,20200408,S
600816.SH,20200408,S
600891.SH,20200408,S
603032.SH,20200408,S
832651.BJ,20200408,S
833394.BJ,20200408,S
834770.BJ,20200408,S
835857.BJ,20200408,S
838227.BJ,20200408,S
600186.SH,20200409,R
600234.SH,20200409,R
000029.SZ,20200409,S
000678.SZ,20200409,S
000927.SZ,20200409,S
002450.SZ,20200409,S
300164.SZ,20200409,S
300334.SZ,20200409,S
300419.SZ,20200409,S
300802.SZ,20200409,S
600145.SH,20200409,S
600812.SH,20200409,S
600816.SH,20200409,S
600891.SH,20200409,S
603032.SH,20200409,S
832651.BJ,20200409,S
833394.BJ,20200409,S
834770.BJ,20200409,S
835857.BJ,20200409,S
838227.BJ,20200409,S
000927.SZ,20200410,R
300802.SZ,20200410,R
000029.SZ,20200410,S
000678.SZ,20200410,S
002079.SZ,20200410,S
002450.SZ,20200410,S
300164.SZ,20200410,S
300334.SZ,20200410,S
300419.SZ,20200410,S
300827.SZ,20200410,S
600145.SH,20200410,S
600209.SH,20200410,S
600396.SH,20200410,S
600812.SH,20200410,S
600816.SH,20200410,S
600891.SH,20200410,S
603032.SH,20200410,S
688085.SH,20200410,S
832023.BJ,20200410,S
832651.BJ,20200410,S
833394.BJ,20200410,S
834770.BJ,20200410,S
835857.BJ,20200410,S
838227.BJ,20200410,S
600396.SH,20200413,R
000029.SZ,20200413,S
000678.SZ,20200413,S
002079.SZ,20200413,S
002333.SZ,20200413,S
002450.SZ,20200413,S
300164.SZ,20200413,S
300197.SZ,20200413,S
300334.SZ,20200413,S
300419.SZ,20200413,S
600145.SH,20200413,S
600209.SH,20200413,S
600812.SH,20200413,S
600816.SH,20200413,S
600891.SH,20200413,S
603032.SH,20200413,S
832023.BJ,20200413,S
832651.BJ,20200413,S
833394.BJ,20200413,S
834770.BJ,20200413,S
835857.BJ,20200413,S
838227.BJ,20200413,S
000678.SZ,20200414,R
002333.SZ,20200414,R
603032.SH,20200414,R
000029.SZ,20200414,S
002079.SZ,20200414,S
002450.SZ,20200414,S
300164.SZ,20200414,S
300197.SZ,20200414,S
300334.SZ,20200414,S
300419.SZ,20200414,S
600145.SH,20200414,S
600209.SH,20200414,S
600354.SH,20200414,S
600812.SH,20200414,S
600816.SH,20200414,S
600891.SH,20200414,S
601558.SH,20200414,S
832023.BJ,20200414,S
