ts_code,trade_date,open,high,low,close,vol,amount
000612.SZ,20230627,4.64,4.77,4.64,4.75,56029.4,26438.564
688661.SH,20230627,72.07,72.07,68.06,69.5,26616.91,184757.858
003008.SZ,20230627,24.86,26.07,24.81,25.98,25552.89,65522.981
600909.SH,20230627,4.64,4.69,4.63,4.66,144838.81,67567.156
601878.SH,20230627,9.77,9.84,9.75,9.82,129642.61,127091.077
603881.SH,20230627,23.11,23.53,23.11,23.31,81355.39,189646.869
688143.SH,20230627,43.46,43.56,42.07,43.2,4661.23,19977.103
002022.SZ,20230627,9.98,10.27,9.98,10.24,30328.77,30921.158
603813.SH,20230627,13.47,13.82,13.32,13.76,6848.77,9343.024
601009.SH,20230627,7.86,7.95,7.85,7.93,112420.48,89030.324
688239.SH,20230627,62.02,66.1,62.02,65.41,26306.21,170657.749
300865.SZ,20230627,20.25,20.92,20.08,20.91,5165.1,10683.404
688628.SH,20230627,43.27,45.1,43.27,44.45,9710.94,42858.351
600583.SH,20230627,5.62,5.85,5.62,5.8,152652.98,88008.732
300323.SZ,20230627,6.51,6.68,6.51,6.63,55599.8,36761.18
600348.SH,20230627,7.43,7.66,7.43,7.62,319881.62,242543.635
300327.SZ,20230627,27.39,27.96,27.3,27.44,38728.05,106658.803
601368.SH,20230627,5.14,5.25,5.14,5.25,39738.0,20756.314
300731.SZ,20230627,21.07,21.43,20.98,21.19,32110.0,67833.424
601222.SH,20230627,7.85,8.05,7.8,7.94,200240.95,158982.408
000786.SZ,20230627,24.32,25.49,24.09,25.29,110904.0,277510.263
600673.SH,20230627,6.94,7.1,6.86,7.05,83793.8,58818.842
301255.SZ,20230627,35.16,39.34,35.16,36.81,118957.77,444381.788
002960.SZ,20230627,17.0,17.45,16.75,17.38,57221.69,98052.074
002188.SZ,20230627,5.84,6.38,5.84,6.38,162143.01,100308.716
002211.SZ,20230627,3.66,3.79,3.47,3.53,419310.3,150281.589
300607.SZ,20230627,14.65,15.09,14.5,14.88,104379.49,154235.509
300009.SZ,20230627,9.91,10.07,9.85,9.95,57260.77,57146.484
600775.SH,20230627,10.41,10.62,10.34,10.54,89879.38,94093.38
300817.SZ,20230627,13.72,14.08,13.69,14.04,20462.06,28454.572
000965.SZ,20230627,3.88,4.02,3.87,4.0,226298.63,89654.497
603806.SH,20230627,33.93,36.2,33.93,35.23,292267.82,1031957.954
688400.SH,20230627,32.56,32.88,31.67,32.4,53966.15,173733.172
002135.SZ,20230627,6.31,6.42,6.3,6.39,81329.22,51922.379
603726.SH,20230627,12.09,12.46,12.06,12.4,15582.59,19077.802
000825.SZ,20230627,3.84,3.89,3.83,3.88,148866.67,57536.696
601369.SH,20230627,8.79,8.92,8.72,8.89,96855.0,85771.359
600155.SH,20230627,6.15,6.2,6.14,6.19,139050.53,85825.905
002044.SZ,20230627,6.58,7.01,6.58,6.88,358313.85,244794.371
600606.SH,20230627,2.67,2.78,2.66,2.77,638735.61,174531.404
603698.SH,20230627,16.16,16.49,15.98,16.38,122763.6,199216.965
600717.SH,20230627,4.22,4.37,4.22,4.35,161822.19,69913.54
002524.SZ,20230627,5.9,6.06,5.9,6.06,39129.02,23536.659
600750.SH,20230627,21.31,21.86,21.26,21.49,107918.11,231951.193
000665.SZ,20230627,5.43,5.7,5.42,5.56,226758.92,125363.488
301221.SZ,20230627,60.37,61.37,58.27,59.47,48456.52,288139.45
