exchange,cal_date,is_open
SSE,20260108,1
SSE,20260107,1
SSE,20260106,1
SSE,20260105,1
SSE,20260104,0
SSE,20260103,0
SSE,20260102,0
SSE,20260101,0
SSE,20251231,1
SSE,20251230,1
SSE,20251229,1
SSE,20251228,0
SSE,20251227,0
SSE,20251226,1
SSE,20251225,1
SSE,20251224,1
SSE,20251223,1
SSE,20251222,1
SSE,20251221,0
SSE,20251220,0
SSE,20251219,1
SSE,20251218,1
SSE,20251217,1
SSE,20251216,1
SSE,20251215,1
SSE,20251214,0
SSE,20251213,0
SSE,20251212,1
SSE,20251211,1
SSE,20251210,1
SSE,20251209,1
SSE,20251208,1
SSE,20251207,0
SSE,20251206,0
SSE,20251205,1
SSE,20251204,1
SSE,20251203,1
SSE,20251202,1
SSE,20251201,1
SSE,20251130,0
SSE,20251129,0
SSE,20251128,1
SSE,20251127,1
SSE,20251126,1
SSE,20251125,1
SSE,20251124,1
SSE,20251123,0
SSE,20251122,0
SSE,20251121,1
SSE,20251120,1
SSE,20251119,1
SSE,20251118,1
SSE,20251117,1
SSE,20251116,0
SSE,20251115,0
SSE,20251114,1
SSE,20251113,1
SSE,20251112,1
SSE,20251111,1
SSE,20251110,1
SSE,20251109,0
SSE,20251108,0
SSE,20251107,1
SSE,20251106,1
SSE,20251105,1
SSE,20251104,1
SSE,20251103,1
SSE,20251102,0
SSE,20251101,0
SSE,20251031,1
SSE,20251030,1
SSE,20251029,1
SSE,20251028,1
SSE,20251027,1
SSE,20251026,0
SSE,20251025,0
SSE,20251024,1
SSE,20251023,1
SSE,20251022,1
SSE,20251021,1
SSE,20251020,1
SSE,20251019,0
SSE,20251018,0
SSE,20251017,1
SSE,20251016,1
SSE,20251015,1
SSE,20251014,1
SSE,20251013,1
SSE,20251012,0
SSE,20251011,0
SSE,20251010,1
SSE,20251009,1
SSE,20251008,0
SSE,20251007,0
SSE,20251006,0
SSE,20251005,0
SSE,20251004,0
SSE,20251003,0
SSE,20251002,0
SSE,20251001,0
SSE,20250930,1
SSE,20250929,1
SSE,20250928,0
SSE,20250927,0
SSE,20250926,1
SSE,20250925,1
SSE,20250924,1
SSE,20250923,1
SSE,20250922,1
SSE,20250921,0
SSE,20250920,0
SSE,20250919,1
SSE,20250918,1
SSE,20250917,1
SSE,20250916,1
SSE,20250915,1
SSE,20250914,0
SSE,20250913,0
SSE,20250912,1
SSE,20250911,1
SSE,20250910,1
SSE,20250909,1
SSE,20250908,1
SSE,20250907,0
SSE,20250906,0
SSE,20250905,1
SSE,20250904,1
SSE,20250903,1
SSE,20250902,1
SSE,20250901,1
SSE,20250831,0
SSE,20250830,0
SSE,20250829,1
SSE,20250828,1
SSE,20250827,1
SSE,20250826,1
SSE,20250825,1
SSE,20250824,0
SSE,20250823,0
SSE,20250822,1
SSE,20250821,1
SSE,20250820,1
SSE,20250819,1
SSE,20250818,1
SSE,20250817,0
SSE,20250816,0
SSE,20250815,1
SSE,20250814,1
SSE,20250813,1
SSE,20250812,1
SSE,20250811,1
SSE,20250810,0
SSE,20250809,0
SSE,20250808,1
SSE,20250807,1
SSE,20250806,1
SSE,20250805,1
SSE,20250804,1
SSE,20250803,0
SSE,20250802,0
SSE,20250801,1
SSE,20250731,1
SSE,20250730,1
SSE,20250729,1
SSE,20250728,1
SSE,20250727,0
SSE,20250726,0
SSE,20250725,1
SSE,20250724,1
SSE,20250723,1
SSE,20250722,1
SSE,20250721,1
SSE,20250720,0
SSE,20250719,0
SSE,20250718,1
SSE,20250717,1
SSE,20250716,1
SSE,20250715,1
SSE,20250714,1
SSE,20250713,0
SSE,20250712,0
SSE,20250711,1
SSE,20250710,1
SSE,20250709,1
SSE,20250708,1
SSE,20250707,1
SSE,20250706,0
SSE,20250705,0
SSE,20250704,1
SSE,20250703,1
SSE,20250702,1
SSE,20250701,1
SSE,20250630,1
SSE,20250629,0
SSE,20250628,0
SSE,20250627,1
SSE,20250626,1
SSE,20250625,1
SSE,20250624,1
SSE,20250623,1
SSE,20250622,0
SSE,20250621,0
SSE,20250620,1
SSE,20250619,1
SSE,20250618,1
SSE,20250617,1
SSE,20250616,1
SSE,20250615,0
SSE,20250614,0
SSE,20250613,1
SSE,20250612,1
SSE,20250611,1
SSE,20250610,1
SSE,20250609,1
SSE,20250608,0
SSE,20250607,0
SSE,20250606,1
SSE,20250605,1
SSE,20250604,1
SSE,20250603,1
SSE,20250602,0
SSE,20250601,0
SSE,20250531,0
SSE,20250530,1
SSE,20250529,1
SSE,20250528,1
SSE,20250527,1
SSE,20250526,1
SSE,20250525,0
SSE,20250524,0
SSE,20250523,1
SSE,20250522,1
SSE,20250521,1
SSE,20250520,1
SSE,20250519,1
SSE,20250518,0
SSE,20250517,0
SSE,20250516,1
SSE,20250515,1
SSE,20250514,1
SSE,20250513,1
SSE,20250512,1
SSE,20250511,0
SSE,20250510,0
SSE,20250509,1
SSE,20250508,1
SSE,20250507,1
SSE,20250506,1
SSE,20250505,0
SSE,20250504,0
SSE,20250503,0
SSE,20250502,0
SSE,20250501,0
SSE,20250430,1
SSE,20250429,1
SSE,20250428,1
SSE,20250427,0
SSE,20250426,0
SSE,20250425,1
SSE,20250424,1
SSE,20250423,1
SSE,20250422,1
SSE,20250421,1
SSE,20250420,0
SSE,20250419,0
SSE,20250418,1
SSE,20250417,1
SSE,20250416,1
SSE,20250415,1
SSE,20250414,1
SSE,20250413,0
SSE,20250412,0
SSE,20250411,1
SSE,20250410,1
SSE,20250409,1
SSE,20250408,1
SSE,20250407,1
SSE,20250406,0
SSE,20250405,0
SSE,20250404,0
SSE,20250403,1
SSE,20250402,1
SSE,20250401,1
SSE,20250331,1
SSE,20250330,0
SSE,20250329,0
SSE,20250328,1
SSE,20250327,1
SSE,20250326,1
SSE,20250325,1
SSE,20250324,1
SSE,20250323,0
SSE,20250322,0
SSE,20250321,1
SSE,20250320,1
SSE,20250319,1
SSE,20250318,1
SSE,20250317,1
SSE,20250316,0
SSE,20250315,0
SSE,20250314,1
SSE,20250313,1
SSE,20250312,1
SSE,20250311,1
SSE,20250310,1
SSE,20250309,0
SSE,20250308,0
SSE,20250307,1
SSE,20250306,1
SSE,20250305,1
SSE,20250304,1
SSE,20250303,1
SSE,20250302,0
SSE,20250301,0
SSE,20250228,1
SSE,20250227,1
SSE,20250226,1
SSE,20250225,1
SSE,20250224,1
SSE,20250223,0
SSE,20250222,0
SSE,20250221,1
SSE,20250220,1
SSE,20250219,1
SSE,20250218,1
SSE,20250217,1
SSE,20250216,0
SSE,20250215,0
SSE,20250214,1
SSE,20250213,1
SSE,20250212,1
SSE,20250211,1
SSE,20250210,1
SSE,20250209,0
SSE,20250208,0
SSE,20250207,1
SSE,20250206,1
SSE,20250205,1
SSE,20250204,0
SSE,20250203,0
SSE,20250202,0
SSE,20250201,0
SSE,20250131,0
SSE,20250130,0
SSE,20250129,0
SSE,20250128,0
SSE,20250127,1
SSE,20250126,0
SSE,20250125,0
SSE,20250124,1
SSE,20250123,1
SSE,20250122,1
SSE,20250121,1
SSE,20250120,1
SSE,20250119,0
SSE,20250118,0
SSE,20250117,1
SSE,20250116,1
SSE,20250115,1
SSE,20250114,1
SSE,20250113,1
SSE,20250112,0
SSE,20250111,0
SSE,20250110,1
SSE,20250109,1
SSE,20250108,1
SSE,20250107,1
SSE,20250106,1
SSE,20250105,0
SSE,20250104,0
SSE,20250103,1
SSE,20250102,1
SSE,20250101,0
SSE,20241231,1
SSE,20241230,1
SSE,20241229,0
SSE,20241228,0
SSE,20241227,1
SSE,20241226,1
SSE,20241225,1
SSE,20241224,1
SSE,20241223,1
SSE,20241222,0
SSE,20241221,0
SSE,20241220,1
SSE,20241219,1
SSE,20241218,1
SSE,20241217,1
SSE,20241216,1
SSE,20241215,0
SSE,20241214,0
SSE,20241213,1
SSE,20241212,1
SSE,20241211,1
SSE,20241210,1
SSE,20241209,1
SSE,20241208,0
SSE,20241207,0
SSE,20241206,1
SSE,20241205,1
SSE,20241204,1
SSE,20241203,1
SSE,20241202,1
SSE,20241201,0
SSE,20241130,0
SSE,20241129,1
SSE,20241128,1
SSE,20241127,1
SSE,20241126,1
SSE,20241125,1
SSE,20241124,0
SSE,20241123,0
SSE,20241122,1
SSE,20241121,1
SSE,20241120,1
SSE,20241119,1
SSE,20241118,1
SSE,20241117,0
SSE,20241116,0
SSE,20241115,1
SSE,20241114,1
SSE,20241113,1
SSE,20241112,1
SSE,20241111,1
SSE,20241110,0
SSE,20241109,0
SSE,20241108,1
SSE,20241107,1
SSE,20241106,1
SSE,20241105,1
SSE,20241104,1
SSE,20241103,0
SSE,20241102,0
SSE,20241101,1
SSE,20241031,1
SSE,20241030,1
SSE,20241029,1
SSE,20241028,1
SSE,20241027,0
SSE,20241026,0
SSE,20241025,1
SSE,20241024,1
SSE,20241023,1
SSE,20241022,1
SSE,20241021,1
SSE,20241020,0
SSE,20241019,0
SSE,20241018,1
SSE,20241017,1
SSE,20241016,1
SSE,20241015,1
SSE,20241014,1
SSE,20241013,0
SSE,20241012,0
SSE,20241011,1
SSE,20241010,1
SSE,20241009,1
SSE,20241008,1
SSE,20241007,0
SSE,20241006,0
SSE,20241005,0
SSE,20241004,0
SSE,20241003,0
SSE,20241002,0
SSE,20241001,0
SSE,20240930,1
SSE,20240929,0
SSE,20240928,0
SSE,20240927,1
SSE,20240926,1
SSE,20240925,1
SSE,20240924,1
SSE,20240923,1
SSE,20240922,0
SSE,20240921,0
SSE,20240920,1
SSE,20240919,1
SSE,20240918,1
SSE,20240917,0
SSE,20240916,0
SSE,20240915,0
SSE,20240914,0
SSE,20240913,1
SSE,20240912,1
SSE,20240911,1
SSE,20240910,1
SSE,20240909,1
SSE,20240908,0
SSE,20240907,0
SSE,20240906,1
SSE,20240905,1
SSE,20240904,1
SSE,20240903,1
SSE,20240902,1
SSE,20240901,0
SSE,20240831,0
SSE,20240830,1
SSE,20240829,1
SSE,20240828,1
SSE,20240827,1
SSE,20240826,1
SSE,20240825,0
SSE,20240824,0
SSE,20240823,1
SSE,20240822,1
SSE,20240821,1
SSE,20240820,1
SSE,20240819,1
SSE,20240818,0
SSE,20240817,0
SSE,20240816,1
SSE,20240815,1
SSE,20240814,1
SSE,20240813,1
SSE,20240812,1
SSE,20240811,0
SSE,20240810,0
SSE,20240809,1
SSE,20240808,1
SSE,20240807,1
SSE,20240806,1
SSE,20240805,1
SSE,20240804,0
SSE,20240803,0
SSE,20240802,1
SSE,20240801,1
SSE,20240731,1
SSE,20240730,1
SSE,20240729,1
SSE,20240728,0
SSE,20240727,0
SSE,20240726,1
SSE,20240725,1
SSE,20240724,1
SSE,20240723,1
SSE,20240722,1
SSE,20240721,0
SSE,20240720,0
SSE,20240719,1
SSE,20240718,1
SSE,20240717,1
SSE,20240716,1
SSE,20240715,1
SSE,20240714,0
SSE,20240713,0
SSE,20240712,1
SSE,20240711,1
SSE,20240710,1
SSE,20240709,1
SSE,20240708,1
SSE,20240707,0
SSE,20240706,0
SSE,20240705,1
SSE,20240704,1
SSE,20240703,1
SSE,20240702,1
SSE,20240701,1
SSE,20240630,0
SSE,20240629,0
SSE,20240628,1
SSE,20240627,1
SSE,20240626,1
SSE,20240625,1
SSE,20240624,1
SSE,20240623,0
SSE,20240622,0
SSE,20240621,1
SSE,20240620,1
SSE,20240619,1
SSE,20240618,1
SSE,20240617,1
SSE,20240616,0
SSE,20240615,0
SSE,20240614,1
SSE,20240613,1
SSE,20240612,1
SSE,20240611,1
SSE,20240610,0
SSE,20240609,0
SSE,20240608,0
SSE,20240607,1
SSE,20240606,1
SSE,20240605,1
SSE,20240604,1
SSE,20240603,1
SSE,20240602,0
SSE,20240601,0
SSE,20240531,1
SSE,20240530,1
SSE,20240529,1
SSE,20240528,1
SSE,20240527,1
SSE,20240526,0
SSE,20240525,0
SSE,20240524,1
SSE,20240523,1
SSE,20240522,1
SSE,20240521,1
SSE,20240520,1
SSE,20240519,0
SSE,20240518,0
SSE,20240517,1
SSE,20240516,1
SSE,20240515,1
SSE,20240514,1
SSE,20240513,1
SSE,20240512,0
SSE,20240511,0
SSE,20240510,1
SSE,20240509,1
SSE,20240508,1
SSE,20240507,1
SSE,20240506,1
SSE,20240505,0
SSE,20240504,0
SSE,20240503,0
SSE,20240502,0
SSE,20240501,0
SSE,20240430,1
SSE,20240429,1
SSE,20240428,0
SSE,20240427,0
SSE,20240426,1
SSE,20240425,1
SSE,20240424,1
SSE,20240423,1
SSE,20240422,1
SSE,20240421,0
SSE,20240420,0
SSE,20240419,1
SSE,20240418,1
SSE,20240417,1
SSE,20240416,1
SSE,20240415,1
SSE,20240414,0
SSE,20240413,0
SSE,20240412,1
SSE,20240411,1
SSE,20240410,1
SSE,20240409,1
SSE,20240408,1
SSE,20240407,0
SSE,20240406,0
SSE,20240405,0
SSE,20240404,0
SSE,20240403,1
SSE,20240402,1
SSE,20240401,1
SSE,20240331,0
SSE,20240330,0
SSE,20240329,1
SSE,20240328,1
SSE,20240327,1
SSE,20240326,1
SSE,20240325,1
SSE,20240324,0
SSE,20240323,0
SSE,20240322,1
SSE,20240321,1
SSE,20240320,1
SSE,20240319,1
SSE,20240318,1
SSE,20240317,0
SSE,20240316,0
SSE,20240315,1
SSE,20240314,1
SSE,20240313,1
SSE,20240312,1
SSE,20240311,1
SSE,20240310,0
SSE,20240309,0
SSE,20240308,1
SSE,20240307,1
SSE,20240306,1
SSE,20240305,1
SSE,20240304,1
SSE,20240303,0
SSE,20240302,0
SSE,20240301,1
SSE,20240229,1
SSE,20240228,1
SSE,20240227,1
SSE,20240226,1
SSE,20240225,0
SSE,20240224,0
SSE,20240223,1
SSE,20240222,1
SSE,20240221,1
SSE,20240220,1
SSE,20240219,1
SSE,20240218,0
SSE,20240217,0
SSE,20240216,0
SSE,20240215,0
SSE,20240214,0
SSE,20240213,0
SSE,20240212,0
SSE,20240211,0
SSE,20240210,0
SSE,20240209,0
SSE,20240208,1
SSE,20240207,1
SSE,20240206,1
SSE,20240205,1
SSE,20240204,0
SSE,20240203,0
SSE,20240202,1
SSE,20240201,1
SSE,20240131,1
SSE,20240130,1
SSE,20240129,1
SSE,20240128,0
SSE,20240127,0
SSE,20240126,1
SSE,20240125,1
SSE,20240124,1
SSE,20240123,1
SSE,20240122,1
SSE,20240121,0
SSE,20240120,0
SSE,20240119,1
SSE,20240118,1
SSE,20240117,1
SSE,20240116,1
SSE,20240115,1
SSE,20240114,0
SSE,20240113,0
SSE,20240112,1
SSE,20240111,1
SSE,20240110,1
SSE,20240109,1
SSE,20240108,1
SSE,20240107,0
SSE,20240106,0
SSE,20240105,1
SSE,20240104,1
SSE,20240103,1
SSE,20240102,1
SSE,20240101,0
SSE,20231231,0
SSE,20231230,0
SSE,20231229,1
SSE,20231228,1
SSE,20231227,1
SSE,20231226,1
SSE,20231225,1
SSE,20231224,0
SSE,20231223,0
SSE,20231222,1
SSE,20231221,1
SSE,20231220,1
SSE,20231219,1
SSE,20231218,1
SSE,20231217,0
SSE,20231216,0
SSE,20231215,1
SSE,20231214,1
SSE,20231213,1
SSE,20231212,1
SSE,20231211,1
SSE,20231210,0
SSE,20231209,0
SSE,20231208,1
SSE,20231207,1
SSE,20231206,1
SSE,20231205,1
SSE,20231204,1
SSE,20231203,0
SSE,20231202,0
SSE,20231201,1
SSE,20231130,1
SSE,20231129,1
SSE,20231128,1
SSE,20231127,1
SSE,20231126,0
SSE,20231125,0
SSE,20231124,1
SSE,20231123,1
SSE,20231122,1
SSE,20231121,1
SSE,20231120,1
SSE,20231119,0
SSE,20231118,0
SSE,20231117,1
SSE,20231116,1
SSE,20231115,1
SSE,20231114,1
SSE,20231113,1
SSE,20231112,0
SSE,20231111,0
SSE,20231110,1
SSE,20231109,1
SSE,20231108,1
SSE,20231107,1
SSE,20231106,1
SSE,20231105,0
SSE,20231104,0
SSE,20231103,1
SSE,20231102,1
SSE,20231101,1
SSE,20231031,1
SSE,20231030,1
SSE,20231029,0
SSE,20231028,0
SSE,20231027,1
SSE,20231026,1
SSE,20231025,1
SSE,20231024,1
SSE,20231023,1
SSE,20231022,0
SSE,20231021,0
SSE,20231020,1
SSE,20231019,1
