ts_code,trade_date,adj_factor
000001.SZ,20200428,109.1694
000002.SZ,20200428,148.4119
000004.SZ,20200428,4.0639
000005.SZ,20200428,9.2676
000006.SZ,20200428,35.426
000007.SZ,20200428,8.2835
000008.SZ,20200428,22.3328
000009.SZ,20200428,8.859
000010.SZ,20200428,10.7745
000011.SZ,20200428,3.5964
000012.SZ,20200428,26.405
000014.SZ,20200428,5.4209
000016.SZ,20200428,21.6849
000017.SZ,20200428,2.6827
000019.SZ,20200428,4.1096
000020.SZ,20200428,1.7518
000021.SZ,20200428,14.0021
000023.SZ,20200428,2.6671
000025.SZ,20200428,2.7306
000026.SZ,20200428,7.5711
000027.SZ,20200428,13.5361
000028.SZ,20200428,3.9431
000030.SZ,20200428,3.3159
000031.SZ,20200428,14.2238
000032.SZ,20200428,4.1456
000034.SZ,20200428,3.014
000035.SZ,20200428,4.6116
000036.SZ,20200428,10.9937
000037.SZ,20200428,5.6586
000038.SZ,20200428,2.9238
000039.SZ,20200428,30.3462
000040.SZ,20200428,4.3489
000042.SZ,20200428,13.2037
000045.SZ,20200428,2.9278
000046.SZ,20200428,33.2449
000048.SZ,20200428,6.0791
000049.SZ,20200428,5.42
000050.SZ,20200428,8.323
000055.SZ,20200428,9.6705
000056.SZ,20200428,4.7084
000058.SZ,20200428,3.2614
000059.SZ,20200428,1.6226
000060.SZ,20200428,37.0724
000061.SZ,20200428,21.3135
000062.SZ,20200428,7.1633
000063.SZ,20200428,15.7875
000065.SZ,20200428,15.1425
000066.SZ,20200428,10.8125
000068.SZ,20200428,2.2795
000069.SZ,20200428,40.4619
000070.SZ,20200428,3.4582
000078.SZ,20200428,20.4845
000088.SZ,20200428,7.3575
000089.SZ,20200428,7.0176
000090.SZ,20200428,7.0366
000096.SZ,20200428,2.6499
000099.SZ,20200428,3.7757
000100.SZ,20200428,3.0944
000150.SZ,20200428,3.9436
000151.SZ,20200428,2.7526
000153.SZ,20200428,5.6521
000155.SZ,20200428,1.5677
000156.SZ,20200428,1.0267
000157.SZ,20200428,71.0135
000158.SZ,20200428,2.9518
000159.SZ,20200428,3.1931
000166.SZ,20200428,1.4292
000301.SZ,20200428,2.2466
000333.SZ,20200428,4.5132
000338.SZ,20200428,19.4223
000400.SZ,20200428,7.638
000401.SZ,20200428,3.9364
000402.SZ,20200428,35.7338
000403.SZ,20200428,4.2172
000404.SZ,20200428,3.3174
000407.SZ,20200428,10.8829
000408.SZ,20200428,5.6754
000409.SZ,20200428,2.1503
000410.SZ,20200428,2.889
000411.SZ,20200428,2.563
000413.SZ,20200428,4.5923
000415.SZ,20200428,20.9189
000416.SZ,20200428,9.5693
000417.SZ,20200428,17.1929
000419.SZ,20200428,14.4807
000420.SZ,20200428,6.3521
000421.SZ,20200428,6.854
000422.SZ,20200428,14.7871
000423.SZ,20200428,10.0691
000425.SZ,20200428,38.0524
000426.SZ,20200428,16.9318
000428.SZ,20200428,12.1386
000429.SZ,20200428,3.5525
000430.SZ,20200428,4.6123
000488.SZ,20200428,9.2812
000498.SZ,20200428,2.7573
000501.SZ,20200428,6.5838
000502.SZ,20200428,3.1135
000503.SZ,20200428,7.6146
000504.SZ,20200428,2.1029
000505.SZ,20200428,3.3117
000506.SZ,20200428,2.8717
000507.SZ,20200428,4.5179
000509.SZ,20200428,9.7463
000510.SZ,20200428,10.4222
000513.SZ,20200428,8.1714
000514.SZ,20200428,4.3199
000516.SZ,20200428,39.8728
000517.SZ,20200428,12.8843
000518.SZ,20200428,8.3769
000519.SZ,20200428,7.9009
000520.SZ,20200428,6.8547
000521.SZ,20200428,5.1332
000523.SZ,20200428,6.6655
000524.SZ,20200428,4.831
000525.SZ,20200428,7.5239
000526.SZ,20200428,2.4707
000528.SZ,20200428,11.4471
000529.SZ,20200428,3.1231
000530.SZ,20200428,9.7738
000531.SZ,20200428,12.2279
000532.SZ,20200428,4.407
000533.SZ,20200428,2.2577
000534.SZ,20200428,4.1567
000536.SZ,20200428,3.6732
000537.SZ,20200428,5.9755
000538.SZ,20200428,17.6388
000539.SZ,20200428,17.5499
000540.SZ,20200428,80.8949
000541.SZ,20200428,28.9051
000543.SZ,20200428,4.4931
000544.SZ,20200428,3.3834
000545.SZ,20200428,4.5265
000546.SZ,20200428,1.8137
000547.SZ,20200428,10.5317
000548.SZ,20200428,3.5358
000550.SZ,20200428,3.1014
000551.SZ,20200428,7.7258
000552.SZ,20200428,6.5669
