ts_code,trade_date,adj_factor
000001.SZ,20220606,111.922
000002.SZ,20220606,162.737
000004.SZ,20220606,4.064
000005.SZ,20220606,9.268
000006.SZ,20220606,37.878
000007.SZ,20220606,8.284
000008.SZ,20220606,22.408
000009.SZ,20220606,8.891
000010.SZ,20220606,10.775
000011.SZ,20220606,3.874
000012.SZ,20220606,27.053
000014.SZ,20220606,6.548
000016.SZ,20220606,22.172
000017.SZ,20220606,2.683
000019.SZ,20220606,4.321
000020.SZ,20220606,1.752
000021.SZ,20220606,14.166
000023.SZ,20220606,2.668
000025.SZ,20220606,2.74
000026.SZ,20220606,7.964
000027.SZ,20220606,16.844
000028.SZ,20220606,4.078
000029.SZ,20220606,2.262
000030.SZ,20220606,3.563
000031.SZ,20220606,14.651
000032.SZ,20220606,4.163
000034.SZ,20220606,3.119
000035.SZ,20220606,4.612
000036.SZ,20220606,12.515
000037.SZ,20220606,5.668
000038.SZ,20220606,2.924
000039.SZ,20220606,31.363
000040.SZ,20220606,4.349
000042.SZ,20220606,13.432
000045.SZ,20220606,2.958
000046.SZ,20220606,34.006
000048.SZ,20220606,9.037
000049.SZ,20220606,8.254
000050.SZ,20220606,8.477
000055.SZ,20220606,9.899
000056.SZ,20220606,4.708
000058.SZ,20220606,3.286
000059.SZ,20220606,1.719
000060.SZ,20220606,38.489
000061.SZ,20220606,21.706
000062.SZ,20220606,7.56
000063.SZ,20220606,16.168
000065.SZ,20220606,17.269
000066.SZ,20220606,10.945
000068.SZ,20220606,2.28
000069.SZ,20220606,44.455
000070.SZ,20220606,3.484
000078.SZ,20220606,20.484
000088.SZ,20220606,8.045
000089.SZ,20220606,7.087
000090.SZ,20220606,7.964
000096.SZ,20220606,2.659
000099.SZ,20220606,3.845
000100.SZ,20220606,3.3235
000150.SZ,20220606,3.944
000151.SZ,20220606,2.759
000153.SZ,20220606,5.652
000155.SZ,20220606,1.568
000156.SZ,20220606,1.106
000157.SZ,20220606,75.664
000158.SZ,20220606,2.952
000159.SZ,20220606,3.215
000166.SZ,20220606,1.482
000301.SZ,20220606,2.33
000333.SZ,20220606,4.8781
000338.SZ,20220606,20.231
000400.SZ,20220606,7.734
000401.SZ,20220606,4.5
000402.SZ,20220606,38.85
000403.SZ,20220606,7.581
000404.SZ,20220606,3.422
000407.SZ,20220606,11.037
000408.SZ,20220606,5.675
000409.SZ,20220606,2.15
000410.SZ,20220606,2.889
000411.SZ,20220606,2.587
000413.SZ,20220606,4.592
000415.SZ,20220606,20.919
000416.SZ,20220606,9.705
000417.SZ,20220606,17.664
000419.SZ,20220606,14.999
000420.SZ,20220606,6.352
000421.SZ,20220606,6.993
000422.SZ,20220606,14.787
000423.SZ,20220606,10.226
000425.SZ,20220606,39.025
000426.SZ,20220606,16.932
000428.SZ,20220606,12.139
000429.SZ,20220606,3.924
000430.SZ,20220606,4.612
000488.SZ,20220606,9.767
000498.SZ,20220606,2.855
000501.SZ,20220606,6.886
000503.SZ,20220606,7.615
000504.SZ,20220606,2.103
000505.SZ,20220606,3.312
000506.SZ,20220606,2.872
000507.SZ,20220606,4.609
000509.SZ,20220606,9.7463
000510.SZ,20220606,10.422
000513.SZ,20220606,8.982
000514.SZ,20220606,4.378
000516.SZ,20220606,39.873
000517.SZ,20220606,14.211
000518.SZ,20220606,8.377
000519.SZ,20220606,7.937
000520.SZ,20220606,6.855
000521.SZ,20220606,5.289
000523.SZ,20220606,6.687
000524.SZ,20220606,4.927
000525.SZ,20220606,7.524
000526.SZ,20220606,2.471
000528.SZ,20220606,12.126
000529.SZ,20220606,3.229
000530.SZ,20220606,9.878
000531.SZ,20220606,12.749
000532.SZ,20220606,4.44
000533.SZ,20220606,2.258
000534.SZ,20220606,4.187
000536.SZ,20220606,3.673
000537.SZ,20220606,6.512
000538.SZ,20220606,26.898
000539.SZ,20220606,18.753
000540.SZ,20220606,80.895
000541.SZ,20220606,30.396
000543.SZ,20220606,4.712
000544.SZ,20220606,3.807
000545.SZ,20220606,4.56
000546.SZ,20220606,1.845
000547.SZ,20220606,10.622
000548.SZ,20220606,3.554
000550.SZ,20220606,3.571
000551.SZ,20220606,7.818
000552.SZ,20220606,7.36
000553.SZ,20220606,4.195
000554.SZ,20220606,4.907
000555.SZ,20220606,3.152
000557.SZ,20220606,7.328
000558.SZ,20220606,5.957
000559.SZ,20220606,36.5048
000560.SZ,20220606,5.283
000561.SZ,20220606,2.52
000563.SZ,20220606,17.68
000564.SZ,20220606,7.182
000565.SZ,20220606,7.624
000566.SZ,20220606,9.514
000567.SZ,20220606,7.049
000568.SZ,20220606,33.153
000570.SZ,20220606,4.499
000571.SZ,20220606,7.613
000572.SZ,20220606,4.656
000573.SZ,20220606,7.799
000576.SZ,20220606,6.297
000581.SZ,20220606,5.371
000582.SZ,20220606,5.106
000584.SZ,20220606,4.845
000586.SZ,20220606,3.698
000587.SZ,20220606,12.655
000589.SZ,20220606,6.278
000590.SZ,20220606,4.764
000591.SZ,20220606,13.823
000592.SZ,20220606,6.375
000593.SZ,20220606,5.6
000595.SZ,20220606,4.958
000596.SZ,20220606,3.437
000597.SZ,20220606,4.81
000598.SZ,20220606,25.663
000599.SZ,20220606,4.89
000600.SZ,20220606,7.193
000601.SZ,20220606,10.364
000603.SZ,20220606,4.269
000605.SZ,20220606,3.569
000606.SZ,20220606,6.443
000607.SZ,20220606,3.762
000608.SZ,20220606,11.125
000609.SZ,20220606,6.029
000610.SZ,20220606,3.017
000612.SZ,20220606,9.77
000615.SZ,20220606,9.093
000616.SZ,20220606,28.319
000617.SZ,20220606,7.287
000619.SZ,20220606,9.341
000620.SZ,20220606,2.284
000622.SZ,20220606,2.525
000623.SZ,20220606,21.411
000625.SZ,20220606,11.055
000626.SZ,20220606,10.678
000627.SZ,20220606,27.954
000628.SZ,20220606,3.169
000629.SZ,20220606,7.789
000630.SZ,20220606,28.034
000631.SZ,20220606,17.91
000632.SZ,20220606,7.527
000633.SZ,20220606,7.479
000635.SZ,20220606,4.212
000636.SZ,20220606,17.37
000637.SZ,20220606,17.116
000638.SZ,20220606,4.42
000639.SZ,20220606,10.906
000650.SZ,20220606,22.338
000651.SZ,20220606,176.856
000652.SZ,20220606,27.513
000655.SZ,20220606,5.8015
000656.SZ,20220606,7.43
000657.SZ,20220606,4.24
000659.SZ,20220606,16.527
000661.SZ,20220606,7.445
000663.SZ,20220606,4.049
000665.SZ,20220606,5.766
000666.SZ,20220606,1.619
000667.SZ,20220606,25.348
000668.SZ,20220606,3.672
000669.SZ,20220606,3.651
000671.SZ,20220606,34.748
000672.SZ,20220606,7.807
000676.SZ,20220606,10.804
000677.SZ,20220606,18.3
000678.SZ,20220606,4.96
000679.SZ,20220606,5.763
000680.SZ,20220606,5.46
000681.SZ,20220606,5.046
000682.SZ,20220606,15.749
000683.SZ,20220606,7.643
000685.SZ,20220606,15.133
000686.SZ,20220606,13.39
000687.SZ,20220606,3.319
000688.SZ,20220606,4.953
000690.SZ,20220606,45.123
000691.SZ,20220606,3.055
000692.SZ,20220606,12.19
000695.SZ,20220606,2.55
000697.SZ,20220606,3.675
000698.SZ,20220606,3.07
000700.SZ,20220606,16.526
000701.SZ,20220606,1.726
000702.SZ,20220606,2.553
000703.SZ,20220606,9.486
000705.SZ,20220606,5.472
000707.SZ,20220606,3.038
000708.SZ,20220606,3.852
000709.SZ,20220606,10.557
000710.SZ,20220606,3.497
000711.SZ,20220606,9.759
000712.SZ,20220606,13.151
000713.SZ,20220606,6.25
000715.SZ,20220606,5.085
000716.SZ,20220606,3.783
000717.SZ,20220606,4.856
000718.SZ,20220606,8.043
000719.SZ,20220606,4.7
000720.SZ,20220606,7.26
000721.SZ,20220606,4.69
000722.SZ,20220606,3.9866
000723.SZ,20220606,6.703
000725.SZ,20220606,5.239
000726.SZ,20220606,8.101
000727.SZ,20220606,5.635
000728.SZ,20220606,2.78
000729.SZ,20220606,8.131
000731.SZ,20220606,11.309
000732.SZ,20220606,4.428
000733.SZ,20220606,2.207
000735.SZ,20220606,5.841
000736.SZ,20220606,3.015
000737.SZ,20220606,3.636
000738.SZ,20220606,1.803
000739.SZ,20220606,12.516
000750.SZ,20220606,13.05
000751.SZ,20220606,3.371
000752.SZ,20220606,4.771
000753.SZ,20220606,10.856
000755.SZ,20220606,2.567
000756.SZ,20220606,2.035
000757.SZ,20220606,4.024
000758.SZ,20220606,16.857
000759.SZ,20220606,7.071
000761.SZ,20220606,2.097
000762.SZ,20220606,5.38
000766.SZ,20220606,3.268
000767.SZ,20220606,10.762
000768.SZ,20220606,8.475
000776.SZ,20220606,5.781
000777.SZ,20220606,7.043
000778.SZ,20220606,13.903
000779.SZ,20220606,2.328
000782.SZ,20220606,3.421
000783.SZ,20220606,5.649
000785.SZ,20220606,6.726
000786.SZ,20220606,10.743
000788.SZ,20220606,3.754
000789.SZ,20220606,6.609
000790.SZ,20220606,12.275
000791.SZ,20220606,3.859
000792.SZ,20220606,7.369
000793.SZ,20220606,12.769
000795.SZ,20220606,4.284
000796.SZ,20220606,4.026
000797.SZ,20220606,6.763
000798.SZ,20220606,2.302
000799.SZ,20220606,2.034
000800.SZ,20220606,2.489
000801.SZ,20220606,14.53
000802.SZ,20220606,3.328
000803.SZ,20220606,4.207
000806.SZ,20220606,8.502
000807.SZ,20220606,6.803
000809.SZ,20220606,2.896
000810.SZ,20220606,5.432
000811.SZ,20220606,15.321
000812.SZ,20220606,7.386
000813.SZ,20220606,3.929
000815.SZ,20220606,3.446
000816.SZ,20220606,7.31
000818.SZ,20220606,2.089
000819.SZ,20220606,8.397
000820.SZ,20220606,1.925
000821.SZ,20220606,2.462
000822.SZ,20220606,2.427
000823.SZ,20220606,2.899
000825.SZ,20220606,8.031
000826.SZ,20220606,8.322
000828.SZ,20220606,3.774
000829.SZ,20220606,14.997
000830.SZ,20220606,7.018
000831.SZ,20220606,4.006
000833.SZ,20220606,1.66
000836.SZ,20220606,8.029
000837.SZ,20220606,4.035
000838.SZ,20220606,13.129
000839.SZ,20220606,22.611
000848.SZ,20220606,26.048
000850.SZ,20220606,8.279
000851.SZ,20220606,2.397
000852.SZ,20220606,5.479
000856.SZ,20220606,1.878
000858.SZ,20220606,17.725
000859.SZ,20220606,3.694
000860.SZ,20220606,3.009
000861.SZ,20220606,18.791
000862.SZ,20220606,2.698
000863.SZ,20220606,6.889
000868.SZ,20220606,6.73
000869.SZ,20220606,4.701
000875.SZ,20220606,1.406
000876.SZ,20220606,18.164
000877.SZ,20220606,6.933
000878.SZ,20220606,2.867
000880.SZ,20220606,3.9
000881.SZ,20220606,4.965
000882.SZ,20220606,2.945
000883.SZ,20220606,5.522
000885.SZ,20220606,2.051
000886.SZ,20220606,3.054
000887.SZ,20220606,7.228
000888.SZ,20220606,6.303
000889.SZ,20220606,5.05
000890.SZ,20220606,3.602
000892.SZ,20220606,2.486
000893.SZ,20220606,2.035
000895.SZ,20220606,23.586
000897.SZ,20220606,5.945
000898.SZ,20220606,3.076
000899.SZ,20220606,3.618
000900.SZ,20220606,13.434
000901.SZ,20220606,6.519
000902.SZ,20220606,3.663
000903.SZ,20220606,11.983
000905.SZ,20220606,2.635
000906.SZ,20220606,4.988
000908.SZ,20220606,2.83
000909.SZ,20220606,2.133
000910.SZ,20220606,2.527
000911.SZ,20220606,1.889
000912.SZ,20220606,2.301
000913.SZ,20220606,2.724
000915.SZ,20220606,3.342
000917.SZ,20220606,7.9
000918.SZ,20220606,2.466
000919.SZ,20220606,3.74
000920.SZ,20220606,3.108
000921.SZ,20220606,1.394
000922.SZ,20220606,2.795
000923.SZ,20220606,1.664
000925.SZ,20220606,3.007
000926.SZ,20220606,3.508
000927.SZ,20220606,1.588
000928.SZ,20220606,2.272
000929.SZ,20220606,2.498
000930.SZ,20220606,5.75
000931.SZ,20220606,1.54
000932.SZ,20220606,2.3393
000933.SZ,20220606,13.014
000935.SZ,20220606,3.134
000936.SZ,20220606,6.577
000937.SZ,20220606,8.452
000938.SZ,20220606,7.041
000948.SZ,20220606,2.529
000949.SZ,20220606,4.899
000950.SZ,20220606,2.381
000951.SZ,20220606,4.78
000952.SZ,20220606,2.568
000953.SZ,20220606,2.608
000955.SZ,20220606,2.46
000958.SZ,20220606,4.531
000959.SZ,20220606,2.274
000960.SZ,20220606,3.407
000961.SZ,20220606,6.258
000962.SZ,20220606,3.362
000963.SZ,20220606,12.614
000965.SZ,20220606,2.839
000966.SZ,20220606,3.944
000967.SZ,20220606,5.215
000968.SZ,20220606,1.895
000969.SZ,20220606,6.759
000970.SZ,20220606,17.624
000971.SZ,20220606,3.789
000972.SZ,20220606,3.266
000973.SZ,20220606,3.87
000975.SZ,20220606,10.408
000976.SZ,20220606,3.693
000977.SZ,20220606,6.615
000978.SZ,20220606,3.133
000980.SZ,20220606,2.078
000981.SZ,20220606,8.802
000982.SZ,20220606,16.841
000983.SZ,20220606,8.777
000985.SZ,20220606,1.671
000987.SZ,20220606,5.723
000988.SZ,20220606,10.043
000989.SZ,20220606,5.0104
000990.SZ,20220606,3.12
000993.SZ,20220606,1.82
000995.SZ,20220606,1.686
000996.SZ,20220606,4.059
000997.SZ,20220606,11.211
000998.SZ,20220606,11.267
000999.SZ,20220606,2.07
001201.SZ,20220606,1.7166
001202.SZ,20220606,1.0414
001203.SZ,20220606,1.024
001205.SZ,20220606,1.407
001206.SZ,20220606,1.0412
001207.SZ,20220606,1.0
001208.SZ,20220606,1.006
001209.SZ,20220606,1.018
001210.SZ,20220606,1.0
001211.SZ,20220606,1.017
001212.SZ,20220606,1.01
001213.SZ,20220606,1.0
001215.SZ,20220606,1.003
001216.SZ,20220606,1.019
001217.SZ,20220606,1.019
001218.SZ,20220606,1.4375
001219.SZ,20220606,1.0
001227.SZ,20220606,1.0
001228.SZ,20220606,1.0
001234.SZ,20220606,1.0
001266.SZ,20220606,1.0
001267.SZ,20220606,1.014
001288.SZ,20220606,1.0
001289.SZ,20220606,1.0
001296.SZ,20220606,1.0
001308.SZ,20220606,1.3258
001313.SZ,20220606,1.0038
001317.SZ,20220606,1.007
001318.SZ,20220606,1.0
001319.SZ,20220606,1.0
001696.SZ,20220606,25.619
001872.SZ,20220606,4.559
001896.SZ,20220606,1.387
001914.SZ,20220606,8.413
001965.SZ,20220606,1.126
001979.SZ,20220606,1.235
002001.SZ,20220606,42.553
002002.SZ,20220606,10.895
002003.SZ,20220606,23.012
002004.SZ,20220606,21.4891
002005.SZ,20220606,10.037
002006.SZ,20220606,7.733
002007.SZ,20220606,41.676
002008.SZ,20220606,13.094
002009.SZ,20220606,5.384
002010.SZ,20220606,8.608
002011.SZ,20220606,6.2
002012.SZ,20220606,5.222
002014.SZ,20220606,11.909
002015.SZ,20220606,5.949
002016.SZ,20220606,6.633
002017.SZ,20220606,6.278
002019.SZ,20220606,14.71
002020.SZ,20220606,12.065
002021.SZ,20220606,9.202
002022.SZ,20220606,12.358
002023.SZ,20220606,10.238
002024.SZ,20220606,88.051
002025.SZ,20220606,6.555
002026.SZ,20220606,3.699
002027.SZ,20220606,13.497
002028.SZ,20220606,19.9
002029.SZ,20220606,10.025
002030.SZ,20220606,25.218
002031.SZ,20220606,14.861
002032.SZ,20220606,8.86
002033.SZ,20220606,5.642
002034.SZ,20220606,3.519
002035.SZ,20220606,16.48
002036.SZ,20220606,7.063
002037.SZ,20220606,4.159
002038.SZ,20220606,21.788
002039.SZ,20220606,2.552
002040.SZ,20220606,3.024
002041.SZ,20220606,13.61
002042.SZ,20220606,7.257
002043.SZ,20220606,7.382
002044.SZ,20220606,9.711
002045.SZ,20220606,5.777
002046.SZ,20220606,4.96
002047.SZ,20220606,3.257
002048.SZ,20220606,7.62
002049.SZ,20220606,4.417
002050.SZ,20220606,14.825
002051.SZ,20220606,5.429
002052.SZ,20220606,6.818
002053.SZ,20220606,2.173
002054.SZ,20220606,3.431
002055.SZ,20220606,5.984
002056.SZ,20220606,9.012
002057.SZ,20220606,5.687
002058.SZ,20220606,2.386
002059.SZ,20220606,2.129
002060.SZ,20220606,3.996
002061.SZ,20220606,2.285
002062.SZ,20220606,9.883
002063.SZ,20220606,12.267
002064.SZ,20220606,11.255
002065.SZ,20220606,31.056
002066.SZ,20220606,3.162
002067.SZ,20220606,2.755
002068.SZ,20220606,5.953
002069.SZ,20220606,6.663
002072.SZ,20220606,1.107
002073.SZ,20220606,9.219
002074.SZ,20220606,4.508
002075.SZ,20220606,2.867
002076.SZ,20220606,5.764
002077.SZ,20220606,1.47
002078.SZ,20220606,8.582
002079.SZ,20220606,4.938
002080.SZ,20220606,5.0686
002081.SZ,20220606,30.04
002082.SZ,20220606,2.924
002083.SZ,20220606,2.669
002084.SZ,20220606,3.315
002085.SZ,20220606,7.909
002086.SZ,20220606,4.127
002087.SZ,20220606,2.358
002088.SZ,20220606,5.699
002089.SZ,20220606,15.968
002090.SZ,20220606,5.781
002091.SZ,20220606,7.294
002092.SZ,20220606,3.444
002093.SZ,20220606,12.177
002094.SZ,20220606,5.304
002095.SZ,20220606,4.434
002096.SZ,20220606,4.956
002097.SZ,20220606,4.898
002098.SZ,20220606,2.329
002099.SZ,20220606,7.22
002100.SZ,20220606,12.068
002101.SZ,20220606,4.046
002102.SZ,20220606,9.212
002103.SZ,20220606,2.374
002104.SZ,20220606,6.764
002105.SZ,20220606,1.635
002106.SZ,20220606,3.646
002107.SZ,20220606,7.914
002108.SZ,20220606,17.268
002109.SZ,20220606,3.7985
002110.SZ,20220606,2.182
002111.SZ,20220606,4.947
002112.SZ,20220606,2.578
002113.SZ,20220606,10.891
002114.SZ,20220606,1.82
002115.SZ,20220606,6.24
002116.SZ,20220606,4.474
002117.SZ,20220606,6.177
002119.SZ,20220606,3.767
002120.SZ,20220606,6.318
002121.SZ,20220606,15.516
002122.SZ,20220606,8.472
002123.SZ,20220606,7.338
002124.SZ,20220606,16.486
002125.SZ,20220606,4.139
002126.SZ,20220606,5.566
002127.SZ,20220606,10.3547
002128.SZ,20220606,2.939
002129.SZ,20220606,4.234
002130.SZ,20220606,20.49
002131.SZ,20220606,43.948
002132.SZ,20220606,5.896
002133.SZ,20220606,3.08
002134.SZ,20220606,1.251
002135.SZ,20220606,3.172
002136.SZ,20220606,2.115
002137.SZ,20220606,3.301
002138.SZ,20220606,6.748
002139.SZ,20220606,16.92
002140.SZ,20220606,8.752
002141.SZ,20220606,8.059
002142.SZ,20220606,2.216
002144.SZ,20220606,1.1449
002145.SZ,20220606,4.453
002146.SZ,20220606,12.035
002147.SZ,20220606,3.44
002148.SZ,20220606,10.476
002149.SZ,20220606,3.197
002150.SZ,20220606,5.847
002151.SZ,20220606,5.814
002152.SZ,20220606,16.601
002153.SZ,20220606,24.309
002154.SZ,20220606,12.988
002155.SZ,20220606,2.69
002156.SZ,20220606,2.8
002157.SZ,20220606,16.264
002158.SZ,20220606,4.014
002159.SZ,20220606,1.522
002160.SZ,20220606,2.11
002161.SZ,20220606,10.704
002162.SZ,20220606,2.206
002163.SZ,20220606,4.664
002164.SZ,20220606,3.154
