ts_code,trade_date,adj_factor
689009.SH,20210603,1.0
000001.SZ,20210603,111.922
000002.SZ,20210603,153.901
000004.SZ,20210603,4.064
000005.SZ,20210603,9.268
000006.SZ,20210603,36.507
000007.SZ,20210603,8.284
000008.SZ,20210603,22.408
000009.SZ,20210603,8.881
000010.SZ,20210603,10.775
000011.SZ,20210603,3.874
000012.SZ,20210603,26.778
000014.SZ,20210603,5.427
000016.SZ,20210603,21.823
000017.SZ,20210603,2.683
000019.SZ,20210603,4.212
000020.SZ,20210603,1.752
000021.SZ,20210603,14.039
000023.SZ,20210603,2.668
000025.SZ,20210603,2.737
000026.SZ,20210603,7.964
000027.SZ,20210603,16.398
000028.SZ,20210603,3.993
000029.SZ,20210603,2.262
000030.SZ,20210603,3.408
000031.SZ,20210603,14.651
000032.SZ,20210603,4.163
000034.SZ,20210603,3.076
000035.SZ,20210603,4.612
000036.SZ,20210603,11.912
000037.SZ,20210603,5.668
000038.SZ,20210603,2.924
000039.SZ,20210603,30.845
000040.SZ,20210603,4.349
000042.SZ,20210603,13.353
000045.SZ,20210603,2.938
000046.SZ,20210603,34.006
000048.SZ,20210603,8.573
000049.SZ,20210603,8.083
000050.SZ,20210603,8.373
000055.SZ,20210603,9.783
000056.SZ,20210603,4.708
000058.SZ,20210603,3.274
000059.SZ,20210603,1.701
000060.SZ,20210603,37.808
000061.SZ,20210603,21.477
000062.SZ,20210603,7.36
000063.SZ,20210603,15.871
000065.SZ,20210603,15.327
000066.SZ,20210603,10.878
000068.SZ,20210603,2.28
000069.SZ,20210603,42.485
000070.SZ,20210603,3.484
000078.SZ,20210603,20.484
000088.SZ,20210603,8.045
000089.SZ,20210603,7.087
000090.SZ,20210603,7.964
000096.SZ,20210603,2.654
000099.SZ,20210603,3.845
000100.SZ,20210603,3.212
000150.SZ,20210603,3.944
000151.SZ,20210603,2.759
000153.SZ,20210603,5.652
000155.SZ,20210603,1.568
000156.SZ,20210603,1.081
000157.SZ,20210603,72.925
000158.SZ,20210603,2.952
000159.SZ,20210603,3.205
000166.SZ,20210603,1.449
000301.SZ,20210603,2.293
000333.SZ,20210603,4.728
000338.SZ,20210603,19.776
000400.SZ,20210603,7.672
000401.SZ,20210603,4.197
000402.SZ,20210603,37.156
000403.SZ,20210603,7.581
000404.SZ,20210603,3.337
000407.SZ,20210603,10.983
000408.SZ,20210603,5.675
000409.SZ,20210603,2.15
000410.SZ,20210603,2.889
000411.SZ,20210603,2.587
000413.SZ,20210603,4.592
000415.SZ,20210603,20.919
000416.SZ,20210603,9.637
