month,closed_trades,win_rate
2020-11,3,0.3333333333333333
2020-12,27,0.4444444444444444
2021-01,21,0.2857142857142857
2021-02,15,0.4
2021-03,8,0.375
2021-04,21,0.2857142857142857
2021-05,19,0.42105263157894735
2021-06,42,0.5476190476190477
2021-07,40,0.6
2021-08,8,0.75
2021-09,3,1.0
