year,total_return,max_drawdown
2016,-0.025614276379343437,-0.06701728062409062
2017,-0.12973486679169288,-0.15448765344373472
2018,-0.037311566341428626,-0.06735253965429921
2019,-0.027839289813005874,-0.1416778888692859
2020,0.013944520729126442,-0.1488098782895596
2021,-0.10904712989107612,-0.15677382754246316
2022,0.0,0.0
2023,-0.0755250314558672,-0.13145292423078658
2024,-0.0351559997471147,-0.07886824966627315
2025,-0.030564608442579133,-0.1181011163912552
