year,total_return,max_drawdown
2016,-0.021338432966794496,-0.06334202486995233
2017,-0.07585427463752947,-0.14020382464166026
2018,-0.031473510246597836,-0.058069009493329715
2019,0.03665544094479456,-0.12178643681878232
2020,0.06978289155011441,-0.12170628063408295
2021,-0.049731838463561884,-0.15068593202852
2022,0.0,0.0
2023,-0.08355101217797878,-0.1355164076233778
2024,-0.068177161783739,-0.09924207187458123
2025,-0.03029633671700449,-0.1272797293596276
