year,total_return,max_drawdown
2016,-0.008634642720258379,-0.04661358319977582
2017,-0.056293807123910744,-0.13283266421590567
2018,-0.0305001051377225,-0.05964411587474794
2019,0.06864562285466747,-0.1134940244422763
2020,-0.0035192410876594415,-0.12802323121898163
2021,-0.0013359394380642042,-0.1418639019586334
2022,0.0,0.0
2023,-0.028775488360663237,-0.06227589236277309
2024,-0.06339993890467588,-0.07923634527898715
2025,-0.09608809823202613,-0.1789937050562398
