ts_code,entry_date,exit_date,qty,entry_price,exit_price,pnl,return,holding_days
000722.SZ,20160202,20160203,1600,12.312299999999999,12.497489999999999,266.30801599999904,0.013514962739816078,1
603006.SH,20160202,20160203,400,37.4374,37.97199,189.64720399999896,0.012660905964098908,1
603993.SH,20160202,20160203,6400,3.1031,3.13686,185.9880959999973,0.009362677776412864,1
601515.SH,20160202,20160203,1900,10.40039,10.44954,63.53087400000368,0.0032141913627221808,1
002498.SZ,20160202,20160203,4500,4.434429999999999,4.45554,64.94507000000522,0.0032537716179940083,1
000629.SZ,20160202,20160203,7700,2.5325299999999995,2.57742,315.80686600000627,0.016190673072866358,1
000862.SZ,20160202,20160203,3200,5.885879999999999,5.894100000000001,-2.405604848481744,-0.000127688306254945,1
002663.SZ,20160202,20160203,3700,5.355349999999999,5.3346599999999995,-106.29124199999569,-0.005362883016701016,1
601777.SH,20160202,20160203,2400,8.288279999999999,8.75124,1080.1010240000032,0.05428496619971237,1
603300.SH,20160202,20160203,600,29.8298,30.6693,475.29841999999553,0.026548712832795366,1
600583.SH,20160202,20160203,3300,6.026019999999999,6.07392,128.02606400000514,0.006436424839421528,1
000563.SZ,20160202,20160203,1900,10.300289999999999,10.24974,-125.51950599999691,-0.006412054812658757,1
300427.SZ,20160202,20160203,200,52.242189999999994,53.146800000000006,161.95930666666754,0.015495871608876336,1
600151.SH,20160202,20160203,2300,8.6086,8.67132,114.31196400000044,0.0057719380876738065,1
600456.SH,20160202,20160203,1400,13.853839999999998,14.085899999999999,295.1637400000036,0.015214330897504442,1
600307.SH,20160202,20160203,8000,2.49249,2.5274699999999997,249.62023999999656,0.012515479630903334,1
002266.SZ,20160202,20160203,3700,5.305299999999999,5.3946000000000005,300.44998000000487,0.015302059984894272,1
300215.SZ,20160202,20160203,2000,9.769759999999998,10.14984,729.8603200000034,0.03734347632993819,1
600782.SH,20160202,20160203,4800,4.174169999999999,4.2957,552.724640000004,0.027579671609463518,1
600256.SH,20160202,20160203,4800,4.13413,4.18581,217.97211199999947,0.010981613419515406,1
002653.SZ,20160202,20160203,1300,14.564549999999999,14.72526,179.78016200000275,0.009492632603293418,1
600486.SH,20160202,20160203,1000,19.419399999999996,19.86012,410.8598800000036,0.02115174110912068,1
002442.SZ,20160202,20160203,1800,10.990979999999999,11.2887,505.5763399999996,0.02554865680342641,1
600507.SH,20160202,20160203,4800,4.15415,4.20579,217.6842080000024,0.010914268294884233,1
600733.SH,20160202,20160203,800,23.093069999999997,23.70627,461.594984000003,0.02497881885700548,1
600023.SH,20160202,20160203,3900,5.105099999999999,5.15484,163.8821240000034,0.0082291252424695,1
600967.SH,20160202,20160203,2000,9.96996,10.14984,329.4603199999983,0.016518507970951914,1
600425.SH,20160202,20160203,5100,3.9239199999999994,3.95604,133.6361960000031,0.006676137753364897,1
002739.SZ,20160202,20160203,200,72.7727,74.89503,399.4869940000008,0.02743816040891407,1
300427.SZ,20160202,20160204,100,52.242189999999994,54.26568,186.9224320000012,0.03574576471170958,2
600019.SH,20160204,20160205,10400,4.894889999999999,4.93506,351.5789188080089,0.006905313631329341,1
000862.SZ,20160202,20160205,100,5.885879999999999,6.103890000000001,11.190611000000104,0.018852488594783088,3
603006.SH,20160202,20160205,100,37.4374,41.91804,433.87219600000026,0.11573814028180143,3
002547.SZ,20160202,20160223,2500,7.9079,9.91008,4970.674800000001,0.25136473533167303,21
600671.SH,20160229,20160301,1200,23.05303,23.016959999999997,-79.92664467440409,-0.0028888113272515863,1
002368.SZ,20160301,20160302,600,29.37935,30.74922,793.4724679999999,0.04500028458634314,1
002215.SZ,20160301,20160302,1800,10.4104,10.55943,239.24702600000455,0.012764116514758254,1
002290.SZ,20160301,20160302,1000,18.098079999999996,18.20178,75.49822000000495,0.004170462705793985,1
300027.SZ,20160301,20160302,800,22.96294,23.35662,286.25870399999985,0.015578406552429574,1
300246.SZ,20160301,20160302,800,22.222199999999997,22.327650000000002,56.497880000002624,0.0031771153634195495,1
300011.SZ,20160301,20160302,1100,16.67666,17.022959999999998,352.20474399999875,0.01919442403497539,1
300465.SZ,20160301,20160302,400,42.84279999999999,42.4575,-181.10299999999552,-0.010564795952892383,1
600593.SH,20160301,20160302,700,24.57455,24.95502,238.8604860000014,0.013881438829186845,1
600718.SH,20160301,20160302,1200,16.016,15.984,-67.58079999999609,-0.003515402461480639,1
600671.SH,20160229,20160302,900,23.05303,23.08689,-2.3432131802001095,-0.00011290000469410085,2
002667.SZ,20160301,20160302,400,40.23018999999999,39.7602,-213.90007999999943,-0.01328813257761841,1
300364.SZ,20160301,20160302,100,78.57849999999999,79.5204,78.73795999999948,0.010017106108506552,1
300166.SZ,20160301,20160302,900,19.899879999999996,20.54943,556.1005130000049,0.031041242838639776,1
600763.SH,20160301,20160302,600,28.248219999999996,27.8721,-252.3952599999975,-0.014887122350142584,1
603019.SH,20160301,20160302,300,52.23217999999999,53.2467,278.38198999999986,0.0177600086100784,1
002173.SZ,20160301,20160302,1100,17.417399999999997,17.36262,-89.35688199999277,-0.004662712858494709,1
002444.SZ,20160301,20160302,1400,13.47346,13.436549999999999,-80.48516999999993,-0.004265732216145095,1
300461.SZ,20160301,20160302,500,38.5385,40.119839999999996,760.6100799999986,0.03946249944874631,1
002758.SZ,20160301,20160302,300,62.06199999999999,62.52741,110.8647770000025,0.00595291871603785,1
300058.SZ,20160301,20160302,2400,7.977969999999999,8.871120000000001,2112.269312000004,0.11028901394142752,1
002279.SZ,20160301,20160302,400,42.2422,42.4575,59.137000000002445,0.003498841548987595,1
002123.SZ,20160301,20160302,1200,15.99598,15.4845,-642.3573999999971,-0.03345580790509405,1
300217.SZ,20160301,20160302,1700,11.06105,11.26872,323.88217599999916,0.017219728759725796,1
300230.SZ,20160301,20160302,800,22.03201,22.33764,216.6338880000003,0.012287374774596559,1
002467.SZ,20160301,20160302,1700,11.031019999999998,10.779209999999999,-456.4016569999985,-0.02433138549677688,1
300449.SZ,20160301,20160302,200,75.7757,81.14877,1048.3842459999996,0.06915399501587714,1
300257.SZ,20160301,20160302,1400,13.56355,13.65633,100.77313800000411,0.005305533177108531,1
300310.SZ,20160301,20160302,500,33.68364999999999,33.44652,-145.28825999999754,-0.008624073675603418,1
300143.SZ,20160301,20160302,900,18.02801,18.27171,193.38546100000167,0.011915522391683158,1
300233.SZ,20160301,20160302,1000,18.968949999999996,18.92106,-76.81105999999636,-0.00404823771539381,1
300464.SZ,20160301,20160302,500,33.393359999999994,33.89607,224.40696500000195,0.013436191149632971,1
300143.SZ,20160301,20160303,100,18.02801,19.96002,181.20499799999993,0.10023503582529268,2
300364.SZ,20160301,20160303,100,78.57849999999999,86.913,814.7586999999994,0.10362129507748456,2
002655.SZ,20160307,20160308,2600,14.3143,15.354629999999998,2653.719919702795,0.07129326093274749,1
300031.SZ,20160307,20160308,2000,17.86785,18.4815,1179.76660902,0.0330088705662141,1
300310.SZ,20160307,20160308,1200,31.531499999999998,34.31565,3288.312209268006,0.08689284678764111,1
300146.SZ,20160307,20160308,1300,26.096069999999997,26.183790000000002,70.06439384860278,0.0020649796035236904,1
300302.SZ,20160307,20160308,800,39.639599999999994,39.95001,206.75711372800288,0.00651895628406053,1
300429.SZ,20160307,20160308,500,71.071,71.49843,167.6009874389929,0.004715752467199939,1
300246.SZ,20160307,20160308,1700,21.171149999999997,21.31866,204.022646764206,0.005667895897289052,1
600610.SH,20160307,20160308,2500,14.8148,15.1848,876.1331453999956,0.023652179554511234,1
002241.SZ,20160307,20160308,1600,22.87285,22.927049999999998,39.38183126399963,0.001075951017751133,1
300379.SZ,20160307,20160308,600,58.378319999999995,59.0409,351.8798072471982,0.010044500862685846,1
300447.SZ,20160307,20160308,600,61.071009999999994,63.31662,1298.5244511588025,0.03543240546679257,1
300323.SZ,20160307,20160308,6500,5.86586,5.91408,263.8552587060112,0.006919226736214448,1
603988.SH,20160307,20160308,700,46.04599999999999,47.03292,648.2343941199979,0.020108467760237517,1
300161.SZ,20160307,20160308,2100,17.22721,17.37261,258.2928099612109,0.007138630983760112,1
600603.SH,20160308,20160309,3700,12.06205,11.788200000000002,-1069.6922974949994,-0.023964748649269133,1
300146.SZ,20160307,20160309,300,26.096069999999997,26.663310000000003,151.10201727520143,0.019285781791678395,2
600383.SH,20160308,20160309,3400,13.133119999999998,12.36762,-2657.356453826389,-0.059503134293285485,1
300302.SZ,20160307,20160309,200,39.639599999999994,40.269690000000004,107.2004641600015,0.01351206697846982,2
