industry,closed_trades,win_rate
IT设备,281,0.5409252669039146
unknown,21,0.42857142857142855
专用机械,973,0.4830421377183967
中成药,332,0.43373493975903615
乳制品,113,0.5309734513274337
互联网,680,0.5220588235294118
仓储物流,279,0.45161290322580644
供气供热,195,0.5230769230769231
保险,9,0.5555555555555556
元器件,1025,0.5258536585365854
全国地产,238,0.38235294117647056
公共交通,12,0.3333333333333333
公路,6,0.6666666666666666
其他商业,166,0.463855421686747
其他建材,192,0.53125
农业综合,298,0.5
农用机械,85,0.3764705882352941
农药化肥,421,0.4821852731591449
出版业,77,0.44155844155844154
化学制药,597,0.5276381909547738
化工原料,1010,0.47425742574257423
化工机械,138,0.4855072463768116
化纤,180,0.37777777777777777
区域地产,364,0.33516483516483514
医疗保健,484,0.47107438016528924
医药商业,128,0.46875
半导体,365,0.5726027397260274
商品城,40,0.25
商贸代理,107,0.4392523364485981
啤酒,9,0.2222222222222222
园区开发,71,0.30985915492957744
塑料,222,0.5180180180180181
多元金融,175,0.42857142857142855
家居用品,120,0.4583333333333333
家用电器,410,0.4195121951219512
小金属,462,0.5281385281385281
工程机械,149,0.47651006711409394
广告包装,282,0.46808510638297873
建筑工程,395,0.43037974683544306
影视音像,307,0.49185667752442996
房产服务,114,0.3508771929824561
批发业,5,0.8
摩托车,49,0.5102040816326531
文教休闲,306,0.42810457516339867
新型电力,209,0.41626794258373206
旅游景点,113,0.4778761061946903
旅游服务,135,0.5703703703703704
日用化工,53,0.5849056603773585
普钢,284,0.45774647887323944
服饰,304,0.45394736842105265
机场,54,0.5
机床制造,131,0.5648854961832062
机械基件,306,0.4934640522875817
林业,42,0.6190476190476191
染料涂料,53,0.6226415094339622
橡胶,29,0.3103448275862069
水力发电,67,0.40298507462686567
水务,33,0.36363636363636365
水泥,197,0.49238578680203043
水运,127,0.41732283464566927
汽车整车,219,0.4337899543378995
汽车服务,27,0.7407407407407407
汽车配件,973,0.4933196300102775
渔业,65,0.5230769230769231
港口,61,0.47540983606557374
火力发电,214,0.4205607476635514
焦炭加工,92,0.4673913043478261
煤炭开采,241,0.4190871369294606
特种钢,71,0.49295774647887325
环境保护,480,0.46875
玻璃,78,0.6025641025641025
生物制药,132,0.5909090909090909
电器仪表,297,0.5016835016835017
电气设备,1524,0.47703412073490814
白酒,107,0.5514018691588785
百货,191,0.45549738219895286
石油加工,75,0.41333333333333333
石油开采,141,0.475177304964539
石油贸易,25,0.52
矿物制品,119,0.5462184873949579
种植业,163,0.6257668711656442
空运,42,0.4523809523809524
红黄酒,84,0.40476190476190477
纺织,141,0.2978723404255319
纺织机械,91,0.31868131868131866
综合类,170,0.5176470588235295
航空,169,0.5443786982248521
船舶,77,0.38961038961038963
装修装饰,77,0.5714285714285714
证券,166,0.45180722891566266
超市连锁,60,0.6
路桥,47,0.48936170212765956
软件服务,1182,0.48307952622673433
软饮料,22,0.4090909090909091
轻工机械,71,0.3380281690140845
运输设备,123,0.4878048780487805
通信设备,655,0.49770992366412214
造纸,144,0.4583333333333333
酒店餐饮,61,0.47540983606557374
钢加工,162,0.38271604938271603
铁路,6,0.8333333333333334
铅锌,135,0.3925925925925926
铜,65,0.4
铝,275,0.4509090909090909
银行,7,0.42857142857142855
陶瓷,21,0.19047619047619047
食品,260,0.49230769230769234
饲料,123,0.5447154471544715
黄金,108,0.4351851851851852
