year,total_return,max_drawdown
2016,-0.013018099664446225,-0.055857773638181785
2017,-0.0878868341611424,-0.13115364959105769
2018,-0.02979885750659872,-0.05564783715175059
2019,0.06274231186465151,-0.1047645632926979
2020,-0.006882859118496176,-0.11508813417327135
2021,-0.04094012738047992,-0.13122354784874024
2022,0.0,0.0
2023,-0.05750886601835958,-0.10271412858492301
2024,-0.060110986011039924,-0.0888448302732644
2025,-0.031906451575391515,-0.1338411666115672
