signal_date,allow_new,candidate_count,selected_count,top_names
20171106,True,64,20,000816.SZ;002333.SZ;000889.SZ;300017.SZ;002669.SZ;002703.SZ;600262.SH;300368.SZ;600825.SH;000422.SZ;300299.SZ;601388.SH;002026.SZ;300014.SZ;002454.SZ;600862.SH;300062.SZ;600643.SH;002343.SZ;300322.SZ
20171113,True,19,19,600255.SH;000816.SZ;002247.SZ;601116.SH;300426.SZ;002669.SZ;300332.SZ;000712.SZ;300355.SZ;002769.SZ;600076.SH;600053.SH;002635.SZ;002068.SZ;000639.SZ;600603.SH;002567.SZ;002771.SZ;600210.SH
20171120,True,172,20,002638.SZ;000807.SZ;300414.SZ;600186.SH;600722.SH;002771.SZ;000626.SZ;002669.SZ;300100.SZ;300468.SZ;600992.SH;600392.SH;300247.SZ;000881.SZ;300409.SZ;300019.SZ;000720.SZ;300334.SZ;600692.SH;000933.SZ
20171127,True,173,20,300267.SZ;600191.SH;000014.SZ;002381.SZ;000927.SZ;002362.SZ;002722.SZ;002522.SZ;600199.SH;002127.SZ;603366.SH;000725.SZ;300221.SZ;600609.SH;002570.SZ;300227.SZ;002651.SZ;603009.SH;002240.SZ;000065.SZ
20171204,True,48,20,300163.SZ;603588.SH;002638.SZ;600807.SH;600202.SH;000839.SZ;300340.SZ;600191.SH;000816.SZ;300191.SZ;600476.SH;300209.SZ;600258.SH;300056.SZ;002522.SZ;300393.SZ;000856.SZ;002570.SZ;000049.SZ;600499.SH
20171211,True,18,18,002606.SZ;600137.SH;300269.SZ;002522.SZ;600841.SH;300471.SZ;300398.SZ;601608.SH;603300.SH;300255.SZ;002048.SZ;600315.SH;601901.SH;300207.SZ;000536.SZ;600742.SH;000505.SZ;002318.SZ
20171218,True,43,20,002759.SZ;600137.SH;000790.SZ;600807.SH;300433.SZ;000555.SZ;603168.SH;002600.SZ;002360.SZ;000710.SZ;002430.SZ;001696.SZ;000050.SZ;600057.SH;002241.SZ;300034.SZ;002285.SZ;600380.SH;600759.SH;600751.SH
20171225,True,75,20,603168.SH;002323.SZ;002759.SZ;000912.SZ;300077.SZ;000555.SZ;300085.SZ;600202.SH;000155.SZ;300058.SZ;002360.SZ;300269.SZ;002402.SZ;600012.SH;300115.SZ;002635.SZ;000790.SZ;603300.SH;000969.SZ;600581.SH
20180102,True,4,4,002188.SZ;300077.SZ;002670.SZ;600522.SH
20180108,True,5,5,002625.SZ;600693.SH;002188.SZ;002180.SZ;300285.SZ
20180115,True,102,20,002576.SZ;300077.SZ;002188.SZ;000155.SZ;300478.SZ;300109.SZ;300236.SZ;002192.SZ;300065.SZ;002371.SZ;603168.SH;000759.SZ;600171.SH;300022.SZ;600693.SH;600416.SH;002049.SZ;600562.SH;600330.SH;000519.SZ
