industry,closed_trades,win_rate
专用机械,1,0.0
中成药,7,0.42857142857142855
元器件,2,1.0
其他建材,1,0.0
农用机械,1,1.0
农药化肥,6,0.16666666666666666
化学制药,1,0.0
化工原料,2,0.5
化纤,3,0.3333333333333333
区域地产,2,1.0
医疗保健,5,1.0
医药商业,2,0.5
半导体,1,1.0
商贸代理,2,0.5
家用电器,1,1.0
小金属,5,0.4
工程机械,4,0.0
广告包装,1,0.0
建筑工程,1,0.0
新型电力,1,1.0
普钢,1,0.0
服饰,4,0.25
机械基件,1,0.0
林业,1,1.0
水力发电,1,0.0
水务,1,0.0
汽车整车,2,0.0
火力发电,1,0.0
特种钢,2,1.0
环境保护,1,0.0
电器仪表,1,0.0
电气设备,4,0.25
石油加工,2,1.0
航空,2,0.0
路桥,1,0.0
软件服务,1,0.0
运输设备,1,1.0
通信设备,1,0.0
铅锌,1,0.0
